offset,tonic,key,numeral
1.0,F,M,I
2.0,F,M,V
3.0,F,M,I
3.5,F,M,I
4.0,F,M,IV
4.25,F,M,?
4.375,F,M,II
4.5,F,M,I
4.75,F,M,?
5.0,F,M,VI
5.25,F,M,?
5.5,F,M,V7
6.0,F,M,I
6.5,F,M,V
6.875,F,M,V
7.0,F,M,II
7.25,F,M,?
7.5,F,M,II
8.0,F,M,IV
8.25,F,M,IV
8.75,F,M,V
9.0,F,M,I
9.125,F,M,IV
9.25,F,M,I
9.375,F,M,V7
9.5,F,M,I
10.0,F,M,I
10.5,F,M,I
11.0,F,M,IV
11.25,F,M,?
11.375,F,M,II
11.5,F,M,I
11.75,F,M,V
12.0,F,M,I
12.75,F,M,V
12.875,F,M,V
13.0,F,M,II
13.25,F,M,?
13.5,F,M,II
14.0,F,M,IV
14.375,F,M,IV
14.5,F,M,V
15.0,F,M,I
15.125,F,M,IV
15.25,F,M,I
15.375,F,M,V7
15.5,F,M,I
16.0,F,M,I
16.5,F,M,I
17.0,F,M,IV
17.25,F,M,?
17.375,F,M,II
17.5,F,M,I
17.75,F,M,V
17.875,F,M,I
18.5,Bb,M,I
19.0,Bb,M,V
19.5,Bb,M,?
19.875,Bb,M,V7
20.5,Bb,M,I
20.875,Bb,M,#IVdim
21.0,Bb,M,V
21.5,Bb,M,?
22.0,Bb,M,?
22.75,Bb,M,?
23.0,Ab,M,VI
23.75,Ab,M,?
23.875,Ab,M,VI
24.0,Ab,M,V7
24.5,Ab,M,I
25.0,Ab,M,III
25.25,Ab,M,I
25.375,Ab,M,#IVdim
25.5,Ab,M,III
25.75,Ab,M,?
25.875,Ab,M,?
26.0,F,M,I
26.125,F,M,IV
26.25,F,M,I
26.375,F,M,V7
26.5,F,M,I
26.625,F,M,I
26.75,F,M,V
26.875,F,M,#IVdim
27.0,F,M,V
27.25,F,M,?
27.375,F,M,?
27.5,F,M,V
27.75,F,M,?
27.875,F,M,V
28.0,F,M,I
28.125,F,M,?
28.25,F,M,II
28.375,F,M,V7
28.5,F,M,I
29.0,F,M,I
29.5,F,M,I
30.0,F,M,IV
30.25,F,M,?
30.375,F,M,II
30.5,F,M,I
30.75,F,M,V
31.0,F,M,I
