offset,tonic,key,numeral
1.0,D,M,I
3.0,D,M,?
4.0,D,M,#IVdim
5.0,D,M,I
6.0,D,M,V
6.5,D,M,V
7.0,D,M,I
9.0,D,M,?
11.0,D,M,#IVdim
12.0,D,M,I
12.5,D,M,?
13.0,D,M,II
13.5,D,M,V
14.0,D,M,I
14.5,D,M,V7
15.0,D,M,I
16.0,D,M,I
17.0,D,M,V
17.5,D,M,V7
18.0,D,M,I
20.0,G,M,I
20.416,G,M,?
20.5,G,M,II
21.0,G,M,V7
21.25,G,M,I
22.0,G,M,I
22.416,G,M,?
22.5,G,M,II
23.0,G,M,V7
23.25,G,M,I
24.0,G,M,?
24.5,G,M,II
25.0,G,M,V7
25.5,G,M,I
26.0,G,M,#IVdim
26.5,G,M,V
27.0,G,M,V
29.0,G,M,?
31.0,D,M,I
33.0,D,M,?
35.0,D,M,#IVdim
36.0,D,M,I
36.5,D,M,?
37.0,D,M,bVI
37.75,D,M,IV
38.0,D,M,I
38.75,D,M,IV
39.0,D,M,I
39.25,D,M,IV
39.5,D,M,V
40.0,D,M,I
41.0,D,M,bVI
41.5,D,M,?
42.0,D,M,bVI
42.75,D,M,bVI
43.0,D,M,I
43.75,D,M,IV
44.0,D,M,I
44.25,D,M,IV
44.5,D,M,I
44.75,D,M,I
45.0,D,M,V
46.0,D,M,I
