offset,tonic,key,numeral
1.0,A,m,I
2.0,A,m,IV
3.0,A,m,I
3.75,A,m,V+7
4.0,A,m,I
5.0,A,m,I
6.75,A,m,?
7.0,A,m,V+
8.0,A,m,V+
8.5,A,m,#IVdim
9.0,A,m,V+
10.0,A,m,V+
10.5,A,m,#IVdim
11.0,A,m,V+
12.0,A,m,I
13.75,A,m,?
14.0,A,m,V+
15.0,A,M,I
16.0,A,M,V7
16.5,A,M,I
17.0,A,M,I
18.0,A,M,V7
18.5,A,M,I
19.0,A,m,I
20.0,A,m,IV
21.0,A,m,I
21.75,A,m,V+7
22.0,A,m,I
23.0,A,m,I
24.75,A,m,?
25.0,A,m,V+
26.0,A,m,V+
26.5,A,m,#IVdim
27.0,A,m,V+
28.0,A,m,V+
28.5,A,m,#IVdim
29.0,A,m,V+
30.0,A,m,I
31.75,A,m,?
32.0,A,m,V+
33.0,A,M,I
34.0,A,M,V7
34.5,A,M,I
35.0,A,M,I
36.0,A,M,V7
36.5,A,M,I
37.0,E,M,I
38.0,E,M,IV
38.5,E,M,I
39.0,E,M,I
39.5,E,M,V7
40.0,E,M,I
41.0,E,M,I
41.5,E,M,V7
42.0,E,M,I
43.75,E,M,I
44.0,E,M,IV
44.5,E,M,I
45.0,E,M,IV
46.0,E,M,I
46.5,E,M,IV
47.0,E,M,IV
48.0,E,M,I
48.5,E,M,IV
49.0,E,M,I
50.0,E,M,IV
50.5,E,M,I
51.0,E,M,bVI
51.5,E,M,?
52.0,C,M,I
53.0,C,M,III
53.5,C,M,V7
54.0,C,M,I
55.0,A,M,V7
56.0,A,M,I
56.5,A,M,V
57.0,A,M,I
58.0,A,M,V7
58.5,A,M,I
59.0,A,M,I
60.0,A,M,V7
60.5,A,M,I
61.0,A,m,I
62.0,A,m,IV
63.0,A,m,I
63.75,A,m,V+7
64.0,A,m,I
