offset,tonic,key,numeral
1.0,B,m,I
3.0,B,m,IIdim7
4.0,B,m,I
5.0,B,m,IIdim7
6.0,B,m,I
9.5,B,m,IIdim7
10.0,B,m,I
13.5,B,m,IIdim7
14.0,B,m,I
15.0,B,m,V+7
16.0,B,m,I
16.5,B,m,?
16.75,B,m,I
17.0,B,m,?
18.0,B,m,V+
19.0,B,m,V+7
20.0,B,m,I
20.5,B,m,?
20.75,B,m,I
21.0,B,m,?
22.0,B,m,V+
24.0,B,m,?
25.0,B,m,VII
26.0,B,m,?
27.0,B,m,VII
28.0,B,m,VII
28.25,B,m,IV+
28.5,B,m,VII
28.75,B,m,V+7
29.0,B,m,VI
29.5,B,m,bII
29.75,B,m,?
30.0,B,m,VI
31.0,B,m,bII
31.75,B,m,VI
32.0,B,m,bII
32.75,B,m,?
33.0,B,m,I
33.75,B,m,V+7
34.0,B,m,I
34.75,B,m,#IVdim
35.0,B,m,V+
35.5,B,m,I
36.0,B,m,?
37.0,B,m,VI
38.0,B,m,?
39.0,B,m,VII
40.25,B,m,IV+
40.5,B,m,VII
40.75,B,m,V+7
41.0,B,m,VI
41.5,B,m,bII
41.75,B,m,?
42.0,B,m,VI
43.0,B,m,bII
43.75,B,m,VI
44.0,B,m,bII
44.75,B,m,?
45.0,B,m,I
45.75,B,m,V+7
46.0,B,m,I
