offset,tonic,key,numeral
0.833,A,M,I
2.0,A,M,VI
2.833,A,M,III
3.0,A,M,II
3.5,A,M,V7
4.0,A,M,I
5.0,A,M,I
6.0,A,M,VI
7.0,A,M,II
7.5,A,M,V7
8.0,A,M,I
9.0,A,M,IV
10.0,A,M,I
11.0,A,M,II
11.5,A,M,V7
12.0,A,M,I
13.0,A,M,II
13.5,A,M,V7
14.0,A,M,I
15.0,A,M,V
15.5,A,M,VI
16.0,A,M,V
16.333,A,M,?
16.5,A,M,V
17.0,A,M,V
17.5,A,M,I
18.0,A,M,IV
18.333,A,M,V
18.5,A,M,IV
19.0,A,M,bII
19.5,A,M,?
20.0,A,M,bII
20.333,A,M,I
20.5,A,M,bII
20.833,A,m,IV
21.0,A,m,I
21.5,A,m,V+7
22.0,A,m,I
22.333,A,m,#IVdim
22.5,A,m,I
23.0,A,m,bII
24.0,A,m,I
24.333,A,m,#IVdim
24.5,A,m,I
25.0,A,m,V+7
26.0,A,m,I
27.0,A,M,I
28.5,A,M,I
29.0,A,M,IV
29.5,A,M,I
30.0,A,M,I
30.5,A,M,IV
30.75,A,M,I
31.0,A,M,II7
31.5,A,M,V7
32.0,A,M,I
33.0,A,M,V7
34.0,A,M,I
35.0,A,M,V7
36.0,A,M,I
37.0,A,M,IV
38.0,A,M,I
39.0,A,M,IV
40.0,A,M,I
41.0,A,M,bVI
41.5,A,M,V7
42.0,A,M,I
44.0,A,M,I
46.0,A,M,III
47.0,A,M,II
47.5,A,M,V7
48.0,A,M,I
49.0,A,M,I
50.0,A,M,VI
51.0,A,M,II
51.5,A,M,V7
52.0,A,M,I
53.0,A,M,IV
54.0,A,M,I
55.0,A,M,II
55.5,A,M,V7
56.0,A,M,I
57.0,A,M,II
57.5,A,M,V7
58.0,A,M,I
59.0,A,M,V
59.5,A,M,VI
60.0,A,M,V
60.333,A,M,?
60.5,A,M,V
61.0,A,M,V
61.5,A,M,I
62.0,A,M,IV
62.333,A,M,V
62.5,A,M,IV
63.0,A,M,bII
63.5,A,M,?
64.0,A,M,bII
64.333,A,M,I
64.5,A,M,bII
64.833,A,m,IV
65.0,A,m,I
65.5,A,m,V+7
66.0,A,m,I
66.333,A,m,#IVdim
66.5,A,m,I
67.0,A,m,bII
68.0,A,m,I
68.333,A,m,#IVdim
68.5,A,m,I
69.0,A,m,V+7
70.0,A,m,I
71.0,A,M,I
72.5,A,M,I
73.0,A,M,IV
73.5,A,M,I
74.0,A,M,I
74.5,A,M,IV
74.75,A,M,I
75.0,A,M,II7
75.5,A,M,V7
76.0,A,M,I
77.0,A,M,V7
78.0,A,M,I
79.0,A,M,V7
80.0,A,M,I
81.0,A,m,IV
82.0,A,m,I
83.0,A,m,IV
84.0,A,m,I
85.0,A,m,IIdim7
85.5,A,m,V+7
86.0,A,m,I
