offset,tonic,key,numeral
0.917,C,m,I
2.0,C,m,V+7
3.0,C,m,V+7
4.0,C,m,I
6.0,C,m,V+7
7.0,C,m,V+7
8.0,C,m,I
9.0,C,m,V+7
10.0,C,m,I
11.0,G,M,I
11.833,G,M,VI
12.0,G,M,II
12.666,G,M,VI
13.0,G,M,II
13.666,G,M,V7
14.333,G,M,I
14.833,G,M,VI
15.0,G,M,II
15.666,G,M,V7
16.333,G,M,I
17.0,G,M,I
18.0,G,M,IV
19.0,G,M,bVI
20.0,G,M,bII
21.0,G,M,bII
21.333,G,M,?
21.666,G,M,?
22.0,Eb,M,I
22.583,Eb,M,I
22.666,Eb,M,IV
23.0,Eb,M,I
25.0,Eb,M,#IIdim7
26.666,Eb,M,III
28.0,Eb,M,VIIdim
29.0,Eb,M,III
30.0,C,m,I
31.0,C,m,V+7
32.0,C,m,V+7
33.0,C,m,I
34.0,C,m,V+7
35.0,C,m,I
36.0,C,M,I
36.833,C,M,Iaug
37.0,C,M,IV
38.0,C,M,II
38.666,C,M,V7
39.333,C,M,I
40.0,C,m,IIdim7
41.0,C,m,V+
42.0,C,m,I
43.0,C,m,V+7
44.0,C,m,I
