offset,tonic,key,numeral
1.0,Eb,M,I
7.0,Eb,M,V7
7.5,Eb,M,I
8.0,Eb,M,V7
8.5,Eb,M,I
9.0,Eb,M,V
9.5,Eb,M,I
10.0,Eb,M,V
10.5,Eb,M,I
11.0,Eb,M,V
11.5,Eb,M,I
12.0,Eb,M,V
12.5,Eb,M,I
13.0,Db,M,V7
15.0,Db,M,I
17.0,Db,M,III
18.0,Db,M,II
19.0,Db,M,II
21.5,Db,M,#IIdim7
22.0,Db,M,III
22.5,Db,M,V
23.0,Eb,M,V7
24.0,Eb,M,I
27.0,Db,M,II
29.833,Db,M,V7
30.0,Db,M,I
31.0,Db,M,I
31.5,Db,M,V
32.0,Db,M,I
33.0,Db,M,IV
34.0,Db,M,VIIdim
35.0,Db,M,IV
36.0,Db,M,VIIdim
37.0,Db,M,IV
37.833,Db,M,VI
38.0,Eb,M,V7
39.0,Eb,M,I
40.0,Eb,M,V7
41.0,Eb,M,I
42.0,Eb,M,V7
43.0,Eb,M,I
44.0,Eb,M,#IVdim
45.999,Eb,M,V
46.0,Eb,M,I
52.0,Eb,M,V7
52.5,Eb,M,I
53.0,Eb,M,V7
53.5,Eb,M,I
54.0,Eb,M,V
54.5,Eb,M,I
55.0,Eb,M,V
55.5,Eb,M,I
56.0,Eb,M,V
56.5,Eb,M,I
57.0,Eb,M,V
57.5,Eb,M,I
58.0,Db,M,V7
59.0,Db,M,I
62.0,Db,M,III
63.0,Db,M,II
64.0,Db,M,II
66.5,Db,M,#IIdim7
67.0,Db,M,III
67.5,Db,M,V
68.0,Eb,M,V7
69.0,Eb,M,I
72.0,Db,M,II
73.0,Db,M,II
74.833,Db,M,V7
75.0,Db,M,I
76.0,Db,M,I
76.5,Db,M,V
77.0,Db,M,I
78.0,Db,M,IV
79.0,Db,M,VIIdim
80.0,Db,M,IV
81.0,Db,M,VIIdim
82.833,Db,M,VI
83.0,Eb,M,V7
84.0,Eb,M,I
85.0,Eb,M,V7
86.0,Eb,M,I
87.0,Eb,M,V7
88.0,Eb,M,I
89.0,Eb,M,#IVdim
90.0,Eb,M,V
91.0,Eb,M,I
