offset,tonic,key,numeral
1.0,C,m,I
2.0,C,m,I+
3.0,C,m,IV+
4.0,C,m,IV
5.0,C,m,I+
5.75,C,m,I
6.0,C,m,V+
7.0,C,m,I
7.75,C,m,I+
8.375,C,m,IV
9.0,C,m,V+7
10.0,C,m,I
11.0,C,m,IV
12.0,C,m,I
13.0,C,m,III
13.75,C,m,IV
14.0,Eb,M,I
14.75,Eb,M,V7
15.0,Eb,M,I
16.0,Eb,M,VI
17.0,Eb,M,?
18.0,Eb,M,?
19.0,Eb,M,V
20.0,Eb,M,I
21.0,C,m,V+
23.75,C,m,VI
24.0,C,m,I
24.75,C,m,V+7
25.0,C,m,VI
30.0,C,m,I
30.75,C,m,V+7
31.0,C,m,I
32.5,C,m,I+
33.0,C,m,IV+
34.0,C,m,IV
35.0,C,m,I+
35.75,C,m,I
36.0,C,m,V+
37.0,C,m,I
37.75,C,m,I+
38.0,C,m,IV
39.0,C,m,V+7
40.0,C,m,I
41.0,C,m,IV
42.0,C,m,I
43.0,C,m,III
43.75,C,m,IV
44.0,Eb,M,I
44.75,Eb,M,V7
45.0,Eb,M,I
46.0,Eb,M,VI
47.0,Eb,M,?
48.0,Eb,M,?
49.0,Eb,M,V
50.0,Eb,M,I
51.0,C,m,V+
53.75,C,m,VI
54.0,C,m,I
54.75,C,m,V+7
55.0,C,m,VI
60.0,C,m,I
60.75,C,m,V+7
61.0,C,m,I
62.0,C,m,I+
63.0,C,m,IV+
64.0,C,m,IV
65.0,C,m,I+
65.75,C,m,I
66.0,C,m,V+
67.0,C,m,I
