offset,tonic,key,numeral
0.75,G,m,I
3.0,G,m,VIIdim7
3.5,G,m,?
4.0,G,m,V+
5.0,G,m,I
6.0,G,m,I
7.0,G,m,VI
8.5,G,m,IIdim7
9.0,G,m,V+7
10.0,G,m,I
11.0,G,m,IV
12.0,G,m,V+7
13.0,G,m,III
14.0,G,m,IV+
15.0,F,m,I
15.5,F,m,V+7
16.0,F,m,I
16.5,F,m,V+
16.75,F,m,V
17.0,F,m,?
17.5,F,m,?
18.0,F,m,?
18.5,F,m,?
19.0,G,m,I
19.5,G,m,V+
20.0,G,m,I
22.0,G,M,I
24.5,G,M,V7
24.75,G,M,I
25.0,G,M,V
25.25,G,M,#IVdim
25.5,G,M,V7
26.0,G,M,I
27.0,G,M,I
27.5,G,M,?
28.0,G,M,IV
29.0,G,M,?
30.0,G,M,IV
31.0,G,M,?
32.75,G,M,?
33.0,B,M,I
35.0,B,M,I
37.0,B,M,bVI
38.0,B,M,?
39.0,B,M,bVI
39.5,B,M,?
41.0,G,m,I
42.0,G,m,VI
43.5,G,m,IIdim7
44.0,G,m,V+7
45.0,G,m,I
46.0,G,m,IV
47.0,G,m,V+7
48.0,G,m,III
49.0,G,m,IV+
50.0,F,m,I
50.5,F,m,V+7
51.0,F,m,I
51.5,F,m,V+
51.75,F,m,V
52.0,F,m,?
52.5,F,m,?
53.0,F,m,?
53.5,F,m,?
54.0,G,m,I
54.5,G,m,V+
55.0,G,m,I
57.0,G,m,?
58.0,G,m,I
59.0,G,m,VI
60.0,G,m,?
61.0,G,m,III
62.0,G,m,?
63.0,G,m,?
64.0,G,m,#IVdim
65.0,G,m,V+7
65.5,G,m,I
66.0,G,m,I
66.25,G,m,V+7
66.5,G,m,I
66.75,G,m,V+
67.0,G,m,I
69.0,G,m,I+
70.0,G,m,IV+
71.0,G,m,?
72.0,G,m,I
73.0,G,m,VI
74.0,G,m,IV+
75.0,G,m,V+7
75.5,G,m,I
76.25,G,m,bII
76.5,G,m,I
76.75,G,m,V+
77.0,G,m,I
77.5,G,m,I
78.0,G,m,IV+
78.5,G,m,VI
79.0,G,m,I
79.5,G,m,VI
80.0,G,m,IIdim
80.5,G,m,V+
81.0,G,m,I
