offset,tonic,key,numeral
1.0,E,M,I
2.0,E,M,V7
3.0,E,M,I
4.0,E,M,V7
4.833,E,M,?
5.0,E,M,VI
5.833,E,M,?
6.0,E,M,II
6.5,E,M,II7
7.0,E,M,V7
8.833,E,M,I
11.0,E,M,V7
12.0,E,M,I
12.666,E,M,V7
13.0,E,M,I
15.0,E,M,V7
16.0,E,M,I
17.0,E,M,#IVdim
17.666,E,M,V7
18.0,E,M,I
19.0,E,M,IV
19.5,E,M,I
20.0,E,M,V
21.0,E,M,#IVdim
21.666,E,M,V7
22.0,E,M,I
23.666,E,M,V7
24.0,E,M,I
25.0,E,m,I
26.0,E,m,V+
27.0,E,m,I
28.0,E,m,V+
29.0,E,m,I
31.0,E,m,V+
32.0,E,m,I
35.0,E,m,V+
36.0,E,m,I
37.0,E,M,V7
38.0,E,M,I
39.333,E,M,IV
39.5,E,M,I
40.0,E,M,V
41.0,E,M,V7
42.0,E,M,I
43.666,E,M,V7
44.0,E,M,I
45.0,E,m,VI
45.166,E,m,V+
45.333,E,m,VI
45.5,E,m,?
45.666,E,m,V+
45.833,E,m,VI
46.0,E,m,V+
47.0,E,m,VI
47.166,E,m,V+
47.333,E,m,VI
47.5,E,m,?
47.666,E,m,V+
47.833,E,m,VI
48.0,E,m,V+
48.166,E,m,VI
48.333,E,m,V+
50.0,E,m,VI
50.166,E,m,bII
50.333,E,m,VI
50.5,E,m,bII
50.666,E,m,VI
50.833,E,m,bII
51.0,E,m,VI
51.166,E,m,?
51.333,E,m,IIdim
51.5,E,m,?
51.666,E,m,IIdim
51.833,E,m,?
52.0,E,m,IIdim
52.166,E,m,?
52.333,E,m,IIdim
52.5,E,m,?
52.666,E,m,IIdim
52.833,E,m,?
53.0,E,M,I
53.666,E,M,V
55.5,E,M,?
55.666,E,M,II
56.333,E,M,V
59.0,E,M,I
61.0,E,M,V7
62.0,E,M,I
65.0,E,M,V7
66.0,E,M,I
67.0,E,M,V7
68.0,E,M,I
69.0,E,M,I
69.333,E,M,IV
69.5,E,M,I
70.0,E,M,V
71.0,E,M,V7
72.0,E,M,I
73.0,E,M,I
73.666,E,M,V7
74.0,E,M,I
75.0,E,M,I
75.666,E,M,V7
76.0,E,M,I
78.0,E,M,V7
79.0,E,M,I
80.0,E,M,V7
80.833,E,M,?
81.0,E,M,VI
81.5,E,M,V7
82.333,E,M,I
