offset,tonic,key,numeral
0.75,F,m,V+
1.0,F,m,I
1.75,F,m,V+
2.0,F,m,I
2.75,F,m,V+
3.0,F,m,I
3.75,F,m,VI
4.25,F,m,I
4.5,F,m,IV
4.75,F,m,IV
5.0,F,m,VII
5.25,F,m,VII
5.5,F,m,III
6.0,F,m,IV
6.75,F,m,#IVdim
7.0,F,m,V+
8.0,F,m,I
8.75,F,m,V+
9.0,F,m,I
9.75,F,m,V+
10.0,F,m,I
10.75,F,m,V+
11.0,F,m,I
11.75,F,m,VI
12.25,F,m,I
12.5,F,m,IV
12.75,F,m,IV
13.0,F,m,VII
13.25,F,m,VII
14.0,F,m,III
14.75,F,m,VII
15.0,Ab,M,I
15.75,Ab,M,V7
16.0,Ab,M,I
16.75,Ab,M,V7
17.0,Ab,M,I
17.75,Ab,M,V7
18.0,Ab,M,I
18.75,Ab,M,V7
19.0,Ab,M,I
20.0,Ab,M,VIIdim
20.5,Ab,M,VI
20.75,F,m,VI
21.0,F,m,V+
21.5,F,m,VI
22.0,F,m,V+
22.5,F,m,VI
23.0,F,m,V+
23.5,F,m,#IVdim
24.0,F,m,V+
24.75,Ab,m,#IVdim
25.0,Ab,m,V+
25.5,Ab,m,IIdim
27.0,Ab,m,V+
27.5,Ab,m,#IVdim
28.0,Ab,m,V+
29.25,Ab,m,I
29.75,Ab,M,III
30.0,Ab,M,V7
31.0,Ab,M,I
32.0,Ab,M,V7
32.75,Ab,M,Vaug
33.0,Ab,M,I
34.0,Ab,M,III
35.0,Ab,M,II
36.0,Ab,M,IV
37.0,Ab,M,II
37.75,Ab,M,IV
38.0,Ab,M,VI
38.25,Ab,M,III
39.0,Ab,M,III
40.0,Ab,M,V7
41.0,Ab,M,I
42.0,Ab,M,V7
42.375,Ab,M,Vaug
43.0,Ab,M,I
44.0,F,m,V
45.0,F,m,bII
46.0,F,m,VI
47.0,F,m,bII
47.75,F,m,GerVI
48.0,F,m,I
48.5,F,m,V+7
49.0,F,m,I
49.75,F,m,V+
50.0,F,m,I
50.75,F,m,V+
51.0,F,m,I
51.75,F,m,VI
52.25,F,m,I
52.5,F,m,IV
52.75,F,m,IV
53.0,F,m,VII
53.25,F,m,VII
53.5,F,m,III
54.0,F,m,VI
54.25,F,m,I
54.75,F,m,V+7
55.0,F,m,I
