offset,tonic,key,numeral
1.0,B,m,I
2.0,B,m,IV
3.0,B,m,V+7
4.0,B,m,I
5.0,B,m,I
6.0,B,m,IV
6.333,B,m,I
7.0,B,m,V+7
8.0,B,m,I
9.0,B,m,III
10.0,B,m,VI
11.0,B,m,VII
12.0,B,m,III
13.0,B,m,I
13.666,B,m,V+7
14.0,B,m,I
15.0,B,m,I
15.666,B,m,V+7
16.0,B,m,I
18.0,B,m,IV
18.333,B,m,I
19.0,B,m,V+7
20.0,B,m,I
21.0,B,m,III
22.0,B,m,VI
23.0,B,m,VII
24.0,B,m,III
25.0,B,m,I
25.666,B,m,V+7
26.0,B,m,I
27.0,B,m,I
27.666,B,m,V+7
28.0,B,m,I
29.0,B,m,I
30.0,B,m,IV
31.0,B,m,V+
32.0,B,m,VI
33.0,B,m,bII
33.666,B,m,VI
34.0,B,m,bII
35.0,B,m,I
35.666,B,m,V+7
36.0,B,m,I
36.999,B,m,VI
37.0,B,m,bII
37.666,B,m,VI
38.0,B,m,bII
39.0,B,m,I
39.666,B,m,V+7
40.0,B,m,I
41.0,B,m,IV
41.333,B,m,I
42.0,B,m,V+7
43.0,B,m,I
