offset,tonic,key,numeral
1.0,C,m,I
1.25,C,m,V+7
1.5,C,m,I
1.75,C,m,I+
2.0,C,m,IV
2.25,C,m,IIdim7
2.5,C,m,I
3.0,C,m,bII
3.25,C,m,VI
3.5,C,m,V+7
4.0,C,m,VI
4.25,C,m,bII
4.5,C,m,I
4.75,C,m,V+7
5.0,C,m,I
6.0,C,m,I
6.25,C,m,V+
6.5,C,m,I
7.0,C,m,I+
7.25,C,m,IV
7.5,C,m,I
8.0,C,m,IIdim7
8.5,C,m,V+
9.0,C,m,I
10.0,C,m,I
10.25,C,m,V+
10.5,C,m,I
11.0,C,m,I+
11.25,C,m,IV
11.5,C,m,I
12.0,Eb,M,VIIhdim7
14.25,Eb,M,V
14.5,Eb,M,I
14.75,Eb,M,IV
14.875,Eb,M,IV
15.0,Eb,M,I
15.25,Eb,M,V7
15.5,Eb,M,I
15.75,Eb,M,Vaug
16.0,Eb,M,I
16.25,Eb,M,Vaug
16.5,Eb,M,I
16.75,Eb,M,Vaug
17.0,Eb,M,I
17.25,Eb,M,Vaug
17.5,Eb,M,I
17.75,Eb,M,Vaug
18.0,Eb,M,I
18.25,Eb,M,?
18.5,Eb,M,?
18.75,Eb,M,?
19.0,Eb,M,?
19.75,Eb,M,?
20.0,F,M,I
20.25,F,M,Vaug
20.5,F,M,I
20.75,F,M,Vaug
21.0,F,M,I
21.25,F,M,Vaug
21.5,F,M,I
21.75,F,M,Vaug
22.0,F,M,I
22.25,F,M,?
22.5,F,M,?
22.75,F,M,V
23.0,F,M,?
23.5,F,M,VI
23.75,F,M,#IVdim
24.0,C,m,VI
24.25,C,m,I
24.5,C,m,IIdim7
24.75,C,m,V+
25.0,C,m,I
25.25,C,m,V+
25.5,C,m,I
26.0,C,m,I+
26.25,C,m,IV
26.5,C,m,I
27.0,C,m,IIdim7
27.5,C,m,V+
28.0,C,m,I
28.75,C,m,I+
29.0,F,m,I
29.25,F,m,V+
29.5,F,m,I
29.75,F,m,V+
30.0,F,m,I
30.25,F,m,V+
30.5,F,m,I
30.75,F,m,V+
31.0,F,m,I
31.5,F,m,V
31.75,F,m,?
32.0,F,m,V
32.5,F,m,?
33.0,F,m,V+7
34.0,F,m,I
34.25,F,m,V+
34.5,F,m,I
34.75,F,m,V+
35.0,F,m,I
35.25,F,m,V+
35.5,F,m,I
35.75,F,m,V+
36.0,F,m,I
36.25,F,m,V
36.5,F,m,?
37.0,F,m,V
37.5,F,m,?
38.0,C,m,I
38.25,C,m,V+7
38.5,C,m,I
38.75,C,m,I+
39.0,C,m,IV
39.25,C,m,IIdim7
39.5,C,m,I
40.0,C,m,bII
40.25,C,m,VI
40.5,C,m,V+7
41.0,C,m,VI
41.25,C,m,IV
41.5,C,m,I
41.75,C,m,V+7
42.0,C,m,I
