0.0,I,F Major,0.75
3.25,VI,F Major,0.75
4.25,II,F Major,0.6666666666666666
5.25,V,F Major,0.6818181818181818
6.25,III,F Major,0.2727272727272727
7.25,III,F Major,0.5
8.25,IV,F Major,0.55
9.25,IV,F Major,0.6266666666666667
10.25,IV,F Major,0.6666666666666667
12.25,DimVII,F Major,0.6666666666666666
13.25,IV,F Major,0.3625
14.25,V7,F Major,0.4861111111111111
15.25,I,F Major,0.75
16.25,V7,F Major,0.5138888888888888
17.25,I,F Major,0.75
18.25,V,F Major,0.6666666666666666
19.25,IV,F Major,0.5185185185185185
20.25,I,C Major,0.6666666666666666
21.25,IV,C Major,0.3541666666666667
22.25,I,C Major,0.421875
23.25,IV,C Major,0.75
24.25,I,C Major,0.515625
25.25,ItaVI,C Major,0.5694444444444444
26.25,I,C Major,0.703125
27.25,VI,C Major,0.3076923076923077
28.25,I,C Major,0.703125
29.25,V,C Major,0.75
30.25,VI,C Major,1.0
31.25,IV,C Major,0.46
32.25,I,C Major,0.703125
33.25,V,C Major,0.75
34.25,VI,C Major,1.0
35.25,I,C Major,0.65625
37.25,V7,C Major,0.6041666666666666
38.25,VI,C Major,0.75
39.25,IV,C Major,0.48000000000000004
40.25,I,F Major,0.6874999999999999
41.25,V,F Major,0.75
42.25,VI,F Major,1.0
43.25,I,F Major,0.65625
45.25,V7,F Major,0.6153846153846154
46.25,I,F Major,1.0
49.25,bII,E# Major,0.8857142857142857
52.25,V,b Minor,0.478125
54.25,I,b Minor,0.5416666666666667
57.25,V+7,d Minor,0.45266272189349105
59.25,V+,d Minor,0.4583333333333333
60.25,V+7,d Minor,0.6299823633156967
63.25,V+,d Minor,0.7142857142857142
64.25,I,d Minor,77/172
66.25,V,d Minor,0.3642270861833105
68.25,IV+,d Minor,0.5454545454545455
69.25,IV+,d Minor,0.8181818181818182
70.25,IV+,d Minor,0.5892857142857142
72.25,V,d Minor,0.37491149398159074
75.25,V+,d Minor,0.590909090909091
77.25,III,d Minor,0.5714285714285715
79.25,I,d Minor,0.5833333333333334
81.25,IIdim,d Minor,0.5714285714285715
83.25,V+7,d Minor,0.6666666666666667
84.25,V+,d Minor,0.6
85.25,I,d Minor,0.49999999999999994
86.25,IIdim7,d Minor,0.3760683760683761
90.25,I,g Minor,0.46022727272727276
92.25,IV+,c Minor,0.6111111111111112
93.25,IV+,c Minor,0.45777777777777773
95.25,I,c Minor,0.41666666666666663
96.25,III,c Minor,0.5729166666666666
97.25,VII,c Minor,0.6000000000000001
98.25,V,c Minor,0.7333333333333334
100.25,I+,c Minor,0.6666666666666666
101.25,IIdim7,c Minor,0.6296296296296297
102.25,VII,c Minor,0.5
103.25,bII,c Minor,0.3482142857142857
105.25,IV+,c Minor,0.5333333333333333
106.25,IV,c Minor,0.5972222222222222
108.25,bII,f Minor,0.75
109.25,V+7,f Minor,0.39687499999999987
112.25,I,f Minor,0.425
113.25,IIdim7,f Minor,0.5208333333333333
114.25,IV+,f Minor,0.58
115.25,I,f Minor,0.49999999999999994
116.25,V,D- Major,0.5714285714285714
117.25,VI,D- Major,0.5384615384615385
118.25,DimVII,D- Major,0.75
119.25,I,D- Major,0.38461538461538464
120.25,I,D- Major,0.6749999999999999
122.25,I,D- Major,1.0
123.25,III,D- Major,0.6875
124.25,V,D- Major,1.0
125.25,II,D- Major,0.505639097744361
128.25,III,D- Major,1.0
129.25,III,D- Major,0.5200892857142857
132.25,VI,D- Major,0.75
136.25,V+,b- Minor,0.4259259259259259
139.25,I,b- Minor,0.6666666666666666
140.25,V+,b- Minor,0.75
142.25,I,b- Minor,0.5333333333333333
144.25,III,F Major,0.5
148.25,V7,F Major,0.625
149.25,I,F Major,0.75
150.25,V,F Major,0.75
151.25,V7,F Major,0.31730769230769235
152.25,V7,F Major,5/8
153.25,V7,F Major,3/5
154.25,V7,F Major,0.6052631578947368
155.25,III,F Major,1.0
156.25,V7,F Major,0.6666666666666667
157.25,I,F Major,0.75
158.25,V,F Major,0.75
159.25,II7,F Major,0.35416666666666663
160.25,V7,F Major,0.5833333333333333
161.25,II,F Major,1.0
163.25,I,F Major,0.75
164.25,VI,F Major,0.75
165.25,V7,F Major,0.6041666666666666
167.25,I,F Major,0.75
168.25,VI,F Major,0.49999999999999994
169.25,III,F Major,0.38461538461538464
171.25,II7,F Major,0.37641025641025644
174.25,V7,F Major,0.3430486084391432
179.25,V,F Major,0.47222222222222215
180.25,III,F Major,0.49999999999999994
181.25,IV,F Major,0.625
182.25,II,F Major,0.625
183.25,I,F Major,0.5714285714285714
184.25,DimVII,F Major,0.6
185.25,I,F Major,0.625
186.25,I,F Major,0.5625
187.25,V,F Major,0.75
188.25,I,F Major,8/9
189.25,I,F Major,13/21
190.25,III,F Major,0.475
191.25,V,F Major,0.48611111111111116
192.25,III,F Major,0.5285714285714286
194.25,II,F Major,0.8333333333333333
195.25,II,F Major,0.6
196.25,I,F Major,1.0
197.25,DimVII,F Major,0.6
198.25,I,F Major,0.8333333333333333
199.25,I,F Major,0.5833333333333333
200.25,V7,F Major,0.6666666666666666
201.25,III,F Major,1.0
203.25,I,F Major,0.5
205.25,IV,F Major,0.75
206.25,I,F Major,0.75
207.25,II7,F Major,0.30578512396694213
208.25,I,F Major,0.65625
210.25,V7,F Major,0.475
211.25,I,F Major,0.4935064935064935
214.25,V7,F Major,0.6041666666666666
215.25,I,F Major,0.5219047619047619
218.25,V,F Major,0.75
219.25,I,F Major,1.0
221.25,I,F Major,0.675
222.25,V,F Major,0.75
223.25,I,F Major,0.537037037037037
229.25,I,B- Major,0.75
230.25,III,B- Major,0.46296296296296297
231.25,I,B- Major,0.75
232.25,III,B- Major,0.46296296296296297
233.25,I,B- Major,0.75
234.25,V,B- Major,0.75
235.25,I,B- Major,0.75
236.25,V,B- Major,0.5
237.25,II,B- Major,0.5
238.25,III,B- Major,0.46296296296296297
239.25,II,B- Major,0.6666666666666666
240.25,I,B- Major,0.4444444444444444
241.25,II,B- Major,0.75
242.25,III,B- Major,0.5
243.25,II,B- Major,0.75
244.25,VI,B- Major,0.55
245.25,VI,B- Major,0.6666666666666666
247.25,VI,B- Major,0.5
249.25,DimVII,B- Major,0.5
251.25,DimVII,B- Major,0.5
252.25,VI,B- Major,0.8
254.25,DimVII,F Major,0.5
255.25,II,F Major,0.625
257.25,III,F Major,0.75
258.25,DimVII,F Major,0.625
259.25,I,F Major,0.6666666666666666
260.25,V,F Major,0.6666666666666666
261.25,I,F Major,0.6666666666666666
262.25,V,F Major,0.6666666666666666
263.25,I,F Major,0.6666666666666666
264.25,I,F Major,1.0
268.25,VI,F Major,1.0
269.25,III,g Minor,0.625
270.25,V+,g Minor,0.5
271.25,I,g Minor,0.75
272.25,V,g Minor,0.5357142857142857
273.25,I,B- Major,0.75
274.25,V,B- Major,0.5
275.25,VI,B- Major,0.75
276.25,III,B- Major,0.75
277.25,IV,B- Major,0.75
278.25,III,B- Major,0.5
280.25,I,B- Major,0.75
281.25,VI,g Minor,0.75
282.25,III,g Minor,0.5
283.25,DimVII,g Minor,0.75
284.25,I,g Minor,0.6666666666666666
287.25,III,c Minor,0.75
288.25,V,c Minor,0.6875
290.25,I+,c Minor,0.5625
291.25,IV+,c Minor,1.0
292.25,I+,c Minor,0.9375
293.25,DimVII,c Minor,1.0
295.25,V+,c Minor,1.0
297.25,IV,B- Major,1.0
298.25,II,B- Major,0.5
299.25,II,B- Major,1.0
300.25,DimVII,B- Major,0.5
301.25,DimVII,B- Major,1.0
302.25,DimVII,B- Major,0.75
303.25,DimVII,B- Major,0.625
304.25,II,B- Major,1.0
305.25,DimVII,B- Major,0.625
306.25,II,B- Major,0.5
307.25,V,B- Major,0.6666666666666666
309.25,I,B- Major,0.5918367346938775
