offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,,,,
1.0,0.0,0.0,0.333333,0.0,0.066667,0.333333,0.0,0.0,0.0,0.266667,0.0,0.0,D,False,I,Minor
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,False,VIIdim7,Diminished seventh
3.0,0.0,0.096774,0.225806,0.0,0.0,0.225806,0.0,0.096774,0.0,0.258065,0.096774,0.0,D,False,I,Minor
3.75,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,D,False,VIIdim7,Diminished seventh
4.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,D,False,I,Minor
4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,False,IV,Minor
5.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,D,False,I,Minor
5.5,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,D,False,IV,Minor
6.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,D,False,I,Minor
6.5,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,D,False,V+,Major
7.0,0.0,0.0,0.347826,0.0,0.0,0.217391,0.0,0.086957,0.0,0.304348,0.043478,0.0,D,False,I,Minor
9.0,0.0,0.0,0.421053,0.0,0.052632,0.052632,0.0,0.263158,0.0,0.0,0.210526,0.0,D,False,IIdim7,Half-diminished seventh
10.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,D,False,I,Minor
10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,False,V+7,Dominant seventh
11.0,0.0,0.117647,0.294118,0.0,0.117647,0.117647,0.0,0.0,0.0,0.352941,0.0,0.0,D,False,I,Minor
13.0,0.0,0.0,0.444444,0.0,0.0,0.333333,0.0,0.0,0.0,0.222222,0.0,0.0,D,False,IIdim7,Half-diminished seventh
