offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.75,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
1.0,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,F,False,I,Minor
1.75,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
2.0,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,F,False,I,Minor
2.75,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
3.0,0.428571,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.285714,0.0,0.0,0.0,1.0,F,False,I,Minor
3.75,0.0,0.428571,0.0,0.0,0.0,0.285714,0.0,0.0,0.285714,0.0,0.0,0.0,1.0,F,False,VI,Major
4.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0,F,False,I,Minor
4.5,0.0,0.25,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.375,0.0,1.0,F,False,IV,Minor
5.0,0.0625,0.125,0.0,0.375,0.0,0.0,0.0,0.1875,0.0625,0.0,0.1875,0.0,1.0,F,False,VII,Major
5.5,0.1875,0.0625,0.0,0.375,0.0,0.0,0.0,0.0,0.3125,0.0,0.0625,0.0,1.0,F,False,III,Major
6.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,F,False,IV,Minor
6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,F,False,#IVdim,Diminished
7.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
8.0,0.444444,0.0,0.0,0.0,0.0,0.222222,0.0,0.0,0.277778,0.0,0.055556,0.0,1.0,F,False,I,Minor
8.75,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
9.0,0.375,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.0,1.0,F,False,I,Minor
9.75,0.444444,0.111111,0.0,0.0,0.222222,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
10.0,0.444444,0.0,0.0,0.0,0.0,0.222222,0.0,0.0,0.277778,0.0,0.055556,0.0,1.0,F,False,I,Minor
10.75,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
