0.0,I,g Minor,0.666667
5.0,IIhdim7,g Minor,0.6
6.0,I,B- Major,0.555556
8.0,V,B- Major,0.4
9.5,I,B- Major,0.75
10.5,II,B- Major,0.5
12.5,I,g Minor,0.666667
15.5,V+7,g Minor,0.5
18.0,I,g Minor,0.75
21.0,IIdim,g Minor,0.6
22.0,I,g Minor,0.666667
22.5,VIIdim,g Minor,0.5
23.5,IIdim,g Minor,0.666667
24.0,I,g Minor,0.75
25.0,IIdim,g Minor,0.666667
25.5,I,g Minor,0.8
27.0,IV,g Minor,0.4
28.75,V,g Minor,0.666667
29.0,I,c Minor,0.5
30.5,I,g Minor,0.8
33.0,IIdim,g Minor,0.5
34.0,I,g Minor,0.75
34.5,V+,g Minor,0.5
35.0,V+7,g Minor,0.6
36.0,I,g Minor,0.75
37.0,IIdim,g Minor,0.666667
37.5,I,g Minor,0.5
39.5,I,g Minor,0.5
40.5,#IVdim,g Minor,0.666667
41.0,IIdim,d Minor,0.666667
41.5,I,d Minor,0.6
45.0,VIIdim7,d Minor,0.421053
46.0,I,d Minor,0.6
47.0,VIIdim,d Minor,0.666667
47.5,I,d Minor,0.5
51.5,IV+,d Minor,0.5
52.5,VIIdim,c Minor,0.5
53.5,V+,c Minor,0.4
54.5,VI,c Minor,0.5
56.0,#IVdim,f Minor,0.583333
57.0,I,A- Major,0.5
59.0,VIIdim7,c Minor,0.583333
60.0,I,c Minor,0.6
63.5,I,c Minor,0.416667
68.5,V+,g Minor,0.6
70.0,VI,g Minor,0.6
71.0,GerVI,g Minor,0.6
72.0,V+,g Minor,0.4
75.5,VI,B- Major,0.666667
76.0,II,B- Major,0.5
77.0,I,g Minor,0.666667
79.0,IV,g Minor,0.5
80.0,I,g Minor,0.5
82.5,IIhdim7,g Minor,0.6
84.0,V+,g Minor,0.666667
85.5,IV+,g Minor,0.6
86.5,I,g Minor,0.666667
88.0,IV,g Minor,0.5
89.0,I,g Minor,0.666667
91.0,I,c Minor,0.5
92.0,I+,g Minor,0.5
93.0,IV,g Minor,0.5
96.0,III,g Minor,1.0
96.5,IIhdim7,g Minor,0.5
97.5,V+,g Minor,0.666667
98.5,V+,g Minor,0.625
99.0,I,g Minor,0.75
102.0,IIdim,g Minor,0.6
103.0,I,g Minor,0.666667
103.5,VIIdim,g Minor,0.5
104.5,IV,g Minor,0.666667
105.0,I,g Minor,0.75
108.0,IIdim,g Minor,0.666667
109.0,I,g Minor,0.666667
109.5,VIIdim,g Minor,0.666667
110.0,VIIdim,B- Major,0.5
111.0,I,B- Major,0.5
119.0,V,B- Major,0.4
120.5,I,B- Major,0.75
121.5,II,B- Major,0.5
123.5,I,g Minor,0.666667
126.5,V+7,g Minor,0.5
129.0,I,g Minor,0.666667
