0.0,I,g Minor,0.4523809523809524
6.0,V+,g Minor,0.5873015873015873
10.0,IV,d Minor,0.4846938775510204
15.0,V,d Minor,0.6666666666666666
16.0,IV,d Minor,0.5
18.0,I+,d Minor,0.625
19.0,VI,d Minor,0.5
20.0,I,d Minor,0.875
21.0,V+,d Minor,0.6607142857142857
22.0,I,d Minor,0.48571428571428577
24.0,I,d Minor,0.5833333333333334
25.0,I,d Minor,0.43125
26.0,V+7,d Minor,0.5288461538461539
27.0,V+,d Minor,0.625
28.0,I,d Minor,0.5892857142857143
29.0,V+7,d Minor,0.6111111111111112
30.0,I,d Minor,0.45
31.0,V+7,d Minor,0.6111111111111112
32.0,I,d Minor,0.6041666666666666
33.0,V+7,d Minor,0.46153846153846156
34.0,V+7,d Minor,0.38125000000000003
36.0,I,d Minor,0.5357142857142857
37.0,DimVII,d Minor,0.5625
38.0,I,d Minor,0.6071428571428571
39.0,I,d Minor,0.4583333333333333
40.0,IIdim,g Minor,0.453125
41.0,IIdim,g Minor,0.6
42.0,I,g Minor,0.45
43.0,I,g Minor,0.5714285714285714
44.0,I,g Minor,0.4125
45.0,V+7,g Minor,0.4807692307692308
46.0,I,g Minor,0.9166666666666667
47.0,V+,g Minor,0.65
48.0,I,g Minor,0.5198412698412699
50.0,I,g Minor,0.5833333333333334
51.0,I,g Minor,0.43125
52.0,V+7,g Minor,0.5288461538461539
53.0,IIdim,g Minor,0.625
54.0,I,g Minor,0.5857142857142857
55.0,V+7,g Minor,0.5777777777777778
56.0,I,g Minor,0.48000000000000004
57.0,V+7,g Minor,0.5777777777777778
58.0,I,g Minor,0.5757575757575758
59.0,V+7,g Minor,0.46153846153846156
60.0,V+,g Minor,0.5181818181818182
61.0,V+7,g Minor,0.45454545454545453
62.0,V+7,g Minor,0.3888888888888889
64.0,IV,d Minor,0.6071428571428571
65.0,IIdim7,d Minor,0.375
66.0,I,d Minor,0.5714285714285714
67.0,V+,d Minor,0.6696428571428571
68.0,III,d Minor,0.5476190476190476
69.0,DimVII,d Minor,0.5
70.0,I,d Minor,0.6666666666666666
71.0,IIdim7,d Minor,0.4186507936507936
72.0,V+7,d Minor,0.5989010989010989
73.0,V+,d Minor,0.6785714285714285
74.0,I,d Minor,0.5833333333333333
75.0,V+7,d Minor,0.5851851851851851
76.0,I,d Minor,0.5142857142857142
77.0,V+7,d Minor,0.5851851851851851
78.0,I,d Minor,0.7045454545454546
79.0,V+7,d Minor,0.4483695652173913
80.0,V,g Minor,0.6823529411764706
81.0,V+,g Minor,0.475
82.0,V,g Minor,0.4583333333333333
83.0,V,g Minor,0.4095238095238095
84.0,VII,g Minor,0.4841269841269841
85.0,VII,g Minor,0.4848484848484848
86.0,V,g Minor,0.45833333333333337
87.0,III,g Minor,0.4848484848484848
88.0,I,g Minor,0.44230769230769235
89.0,IIdim7,g Minor,0.5069444444444444
90.0,IIdim7,g Minor,0.4930555555555555
91.0,IIdim,g Minor,0.4924242424242424
92.0,IIdim,g Minor,0.625
93.0,V+,g Minor,0.5416666666666666
94.0,IIdim,g Minor,0.6590909090909091
95.0,V+7,g Minor,0.5333333333333333
96.0,I,g Minor,0.8999999999999999
97.0,V+,g Minor,0.6607142857142857
98.0,I,g Minor,0.4583333333333333
99.0,I,g Minor,0.4642857142857143
100.0,IIdim,g Minor,0.5681818181818181
101.0,V+7,g Minor,0.41333333333333333
102.0,I,g Minor,0.5277777777777778
103.0,V,g Minor,0.39444444444444443
104.0,VI,g Minor,0.5416666666666666
105.0,IIdim7,g Minor,0.4143518518518518
106.0,V+7,g Minor,0.4567307692307692
107.0,IIdim,g Minor,0.6833333333333333
108.0,I,g Minor,0.5809523809523809
109.0,V+7,g Minor,0.5851851851851851
110.0,I,g Minor,0.525
111.0,V+7,g Minor,0.5851851851851851
112.0,I,g Minor,0.71875
113.0,V+7,g Minor,0.5
114.0,V+,g Minor,0.60625
115.0,V+7,g Minor,0.4951923076923077
116.0,I,g Minor,0.6607142857142857
117.0,V+7,g Minor,0.46875
118.0,I,g Minor,0.5267857142857143
119.0,IIdim7,g Minor,0.375
120.0,DimVII,g Minor,0.703125
121.0,VII,g Minor,0.33088235294117646
122.0,VI,g Minor,0.5875
123.0,IIdim7,g Minor,0.390625
124.0,V,g Minor,0.4166666666666667
125.0,III,g Minor,0.391025641025641
126.0,IIdim,g Minor,0.42424242424242425
127.0,IV,g Minor,0.4027777777777778
128.0,III,g Minor,0.7
129.0,VII,g Minor,0.65
130.0,VII,g Minor,0.411764705882353
131.0,IIdim,g Minor,0.41666666666666663
132.0,II,F Major,0.5714285714285714
