0.0,III,c# Minor,0.55
2.0,IV,c# Minor,0.75
3.0,I,c# Minor,0.75
4.0,GerVI,c# Minor,0.6785714285714286
5.0,V+,c# Minor,0.75
8.0,III,c# Minor,0.55
10.0,IV,c# Minor,0.75
11.0,I,c# Minor,0.75
12.0,GerVI,c# Minor,0.6785714285714286
13.0,V+,c# Minor,0.6428571428571428
17.0,I,c# Minor,0.75
18.0,IV,c# Minor,0.5428571428571429
19.0,I,c# Minor,0.5064683053040103
23.0,III,c# Minor,0.5256756756756757
27.0,VI,c# Minor,0.4431818181818182
29.0,IIdim7,c# Minor,0.6222222222222222
32.0,V+7,c# Minor,0.3675595238095238
37.0,I,c# Minor,1.0
38.0,IIdim7,c# Minor,0.5925925925925926
40.0,I,c# Minor,0.4596273291925466
43.0,VII,c# Minor,0.3181818181818182
44.0,V+,c# Minor,0.5583333333333333
50.0,IIdim7,c# Minor,0.3990929705215419
52.0,V,f# Minor,0.7586206896551724
56.0,IIdim,f# Minor,37/72
57.0,DimVII,f# Minor,19/42
58.0,V+7,f# Minor,0.44999999999999996
59.0,V+7,f# Minor,0.3060869565217391
61.0,I,f# Minor,0.5625
68.0,VI,A Major,0.42222222222222217
71.0,I,A Major,0.75
72.0,I,A Major,0.5535714285714286
75.0,VI,A Major,0.6666666666666666
77.0,I,A Major,0.5714285714285714
81.0,II7,A Major,0.3465085638998682
83.0,V7,A Major,0.37936507936507935
86.0,I,A Major,7/12
87.0,V7,A Major,0.5120689655172413
90.0,I,A Major,0.75
92.0,I,A Major,0.4375
93.0,V7,A Major,0.5075757575757576
94.0,I,A Major,0.75
96.0,VI,A Major,0.5142857142857142
98.0,VI,A Major,7/12
99.0,VI,A Major,0.37755102040816324
101.0,I+,c# Minor,0.55
102.0,IV,c# Minor,0.6666666666666666
104.0,V+7,c# Minor,0.41928044280442806
110.0,I,c# Minor,0.7333333333333334
112.0,VI,c# Minor,0.6008403361344538
114.0,V+,c# Minor,0.5416666666666666
116.0,FreVI,c# Minor,0.29514472455648927
121.0,VI,G# Major,0.5
122.0,I,G# Major,0.5714285714285714
124.0,II,G# Major,0.625
125.0,IV,G# Major,0.48931000971817296
127.0,I,G# Major,0.625
129.0,III,G# Major,0.43875968992248066
134.0,III,G# Major,0.5809523809523811
137.0,II,G# Major,0.5
139.0,I,G# Major,0.525
142.0,III,G# Major,0.4777777777777778
146.0,III,G# Major,0.5555555555555556
149.0,II,G# Major,0.5
151.0,V,G# Major,0.4111111111111111
156.0,V,G# Major,0.4083333333333334
162.0,I,G# Major,0.6388888888888888
173.0,V,f# Minor,0.75
174.0,III,f# Minor,0.5403857745629896
179.0,V,f# Minor,1.0
180.0,IIdim,f# Minor,37/72
181.0,DimVII,f# Minor,19/42
182.0,V+7,f# Minor,0.44999999999999996
183.0,V+7,f# Minor,13/30
184.0,I,f# Minor,0.68
188.0,V+7,c# Minor,0.6805555555555556
192.0,I,c# Minor,0.42203389830508475
194.0,IIdim7,c# Minor,0.5925925925925926
196.0,V+,c# Minor,25/36
197.0,I,c# Minor,11/24
198.0,IIdim,c# Minor,0.40277777777777773
199.0,V+7,c# Minor,0.23495370370370372
202.0,DimVII7,c# Minor,0.3526760563380282
207.0,I,c# Minor,0.44642857142857145
209.0,IV+,c# Minor,0.625
210.0,IIdim7,c# Minor,0.5925925925925926
212.0,I,c# Minor,0.4357142857142857
213.0,I,c# Minor,0.45000000000000007
214.0,V+,c# Minor,0.6666666666666667
215.0,DimVII,c# Minor,0.45454545454545453
216.0,I,c# Minor,0.76
218.0,IIdim7,c# Minor,8461/23850
220.0,I,c# Minor,0.75
222.0,IIdim7,c# Minor,287/800
223.0,IIdim7,c# Minor,0.35873015873015873
224.0,I,c# Minor,0.75
226.0,IIdim7,c# Minor,141/320
227.0,IIdim7,c# Minor,2007/5104
228.0,I,c# Minor,0.7497907949790795
230.0,IIdim7,c# Minor,4302/12025
231.0,IIdim7,c# Minor,4301/12025
55681/240,I,c# Minor,0.5306122448979592
56401/240,I,c# Minor,0.5523809523809525
57121/240,I+,c# Minor,0.4330808080808081
58321/240,I,C# Major,0.7499999999999999
