0.0,I,e Minor,0.6523071783748414
7.0,V+7,e Minor,0.5606373144578126
8.0,V+7,e Minor,0.7608649267641743
9.0,V+,e Minor,0.5547973424322105
10.0,VI,e Minor,0.5648845668400688
11.0,I+,e Minor,0.5850590156557856
12.0,V+7,e Minor,0.7900344737561862
13.0,IIdim7,e Minor,0.5488194663628407
14.0,IIdim7,e Minor,0.6520919465924077
15.0,V+7,e Minor,0.6116395925854344
16.0,IV,b Minor,0.48646137044964005
17.0,IV,b Minor,0.559430576017086
18.0,I,b Minor,0.6421290089935248
20.0,GerVI,b Minor,0.7980314651376538
21.0,I,b Minor,0.5386712389679164
22.0,V+7,b Minor,0.6733390487098955
23.0,V+7,b Minor,0.47529815203051445
24.0,GerVI,b Minor,0.8161685438907823
26.0,I,b Minor,0.4788188790825923
28.0,IIdim7,b Minor,0.7980314651376538
29.0,V+7,b Minor,0.6412752844856148
30.0,I+,b Minor,0.5281090578116827
32.0,V+7,e Minor,0.7981766840242233
33.0,V+7,e Minor,0.6274896700559662
35.0,bII,b Minor,0.48546914129207275
36.0,I,e Minor,0.6602434060791222
39.0,V+7,e Minor,0.5746872124974408
40.0,V+7,e Minor,0.804562097496417
41.0,V+7,e Minor,0.536374731664278
42.0,V+7,e Minor,0.5688822911590827
43.0,V+7,e Minor,0.655569116478562
44.0,V+7,e Minor,0.8163191331813959
45.0,I,e Minor,0.5771953466939164
46.0,I,e Minor,0.544212755454264
47.0,V+7,e Minor,0.6046808393936266
48.0,I,e Minor,0.4837446715149013
49.0,I,e Minor,0.5335419171120235
50.0,III,e Minor,0.4913031820073216
53.0,VI,e Minor,0.5244825496251152
54.0,VI,e Minor,0.6293790595501383
55.0,I,e Minor,0.5244825496251152
56.0,II7,C Major,0.6234876755984837
57.0,I,C Major,0.5473763038281004
58.0,V+7,d Minor,0.7802524172570726
60.0,V+7,d Minor,0.8208369344700761
61.0,I,d Minor,0.6280898000600987
62.0,V+7,e Minor,0.5923083964314165
64.0,V+7,e Minor,0.8336192246071789
65.0,I,e Minor,0.6378705807722947
66.0,V,e Minor,0.5630585990767787
68.0,V,e Minor,0.5528211700026554
70.0,V+,b Minor,0.5587018482232775
71.0,V+7,e Minor,0.4877833852964607
72.0,V+7,e Minor,0.8144083789881021
73.0,I,e Minor,0.5153678023284084
74.0,IIdim7,b Minor,0.6118264578107043
76.0,DimVII7,b Minor,0.6996348846261295
77.0,I,b Minor,0.5131447710670425
78.0,I,b Minor,0.4647866835878849
80.0,FreVI,b Minor,0.7069994623590362
81.0,FreVI,b Minor,0.5681245679670827
82.0,V+7,b Minor,0.8157686104142726
83.0,I+,b Minor,0.4971089969711973
84.0,I,B Major,0.7059993751193734
89.0,I,B Major,0.4520051831715213
90.0,bII,g# Minor,0.46981465977566406
91.0,VI,B Major,0.5432206435592877
92.0,II7,B Major,0.45596898368992417
95.0,DimVII7,B Major,0.4460566144792737
96.0,DimVII7,B Major,0.547379525870645
97.0,V7,B Major,0.521313834162519
98.0,DimVII7,B Major,0.6272057067267807
99.0,DimVII7,B Major,0.5701870061152552
100.0,I,B Major,0.5575161837571384
101.0,I,B Major,0.45614960489220413
106.0,I,B Major,0.5698158636360872
107.0,II7,B Major,0.5927496290455891
108.0,DimVII7,B Major,0.645232669117334
112.0,V7,B Major,0.6177085595929919
113.0,DimVII7,B Major,0.5701925165473771
114.0,DimVII7,B Major,0.679479415552291
115.0,V7,B Major,0.5364311175412825
116.0,V+7,e Minor,0.636092914988327
117.0,V+7,e Minor,0.8054423274202842
118.0,V+7,e Minor,0.7710217151373661
119.0,I,e Minor,0.6907653638798857
123.0,DimVII7,e Minor,0.5601954649044926
124.0,V+7,e Minor,0.7366803076964452
125.0,V+,e Minor,0.5371627243619913
126.0,IIdim7,e Minor,0.5950110177548211
127.0,V+7,e Minor,0.5859956993039905
128.0,V+7,e Minor,0.7520278141067879
129.0,I,e Minor,0.6445952692343896
130.0,IIdim7,b Minor,0.4789429324038527
131.0,V+,e Minor,0.5320468888918771
132.0,V+7,b Minor,0.5370086220755814
133.0,IIdim7,b Minor,0.6539073693152834
134.0,I,b Minor,0.5680370697364925
136.0,IV,b Minor,0.6284708515821613
137.0,I,b Minor,0.5985436681734869
138.0,V+7,b Minor,0.7051668317347559
139.0,II7,B Major,0.5763928389541624
140.0,FreVI,b Minor,0.6908140237836659
142.0,I,b Minor,0.46420329803627935
143.0,I,b Minor,0.41695397088966724
144.0,IIdim7,b Minor,0.6714065577104441
145.0,DimVII7,b Minor,0.6098846035710259
146.0,V+7,b Minor,0.7008039243038775
147.0,V+7,b Minor,0.7707153187446623
148.0,V+7,e Minor,0.7391265386340878
35761/240,V+7,e Minor,0.6211210506220433
36241/240,VI,e Minor,0.47849325381253704
36481/240,I,e Minor,0.653542357141217
37201/240,V+7,e Minor,0.5688545042878987
37441/240,V+7,e Minor,0.7963963060030582
37681/240,V+,e Minor,0.44244239222392123
37921/240,V+7,e Minor,0.5785785129082047
38161/240,I,e Minor,0.6800503436034344
38401/240,V+7,e Minor,0.8054856843857975
38641/240,I,e Minor,0.564722357754049
38881/240,I,e Minor,0.5445537021199758
39121/240,V+7,e Minor,0.6050596690221952
39361/240,I,e Minor,0.487936665948339
39601/240,I,e Minor,0.5381654403841974
39841/240,DimVII7,e Minor,0.8386411445987076
40321/240,DimVII7,e Minor,0.7848982399955118
40561/240,V+7,e Minor,0.7420856087230293
40801/240,V+7,e Minor,0.8503064266618043
41041/240,IIdim7,e Minor,0.5646303544631744
41281/240,GerVI,e Minor,0.8613493672678019
41761/240,I,e Minor,0.7186538691246785
42481/240,I,e Minor,0.6095703214510597
42721/240,V+7,e Minor,0.721472119591834
42961/240,V+7,e Minor,0.5658402766513099
43201/240,V,e Minor,0.5988229120441196
44641/240,V,e Minor,0.6384542982249193
44881/240,VI,E Major,0.575232234237189
45121/240,II7,E Major,0.4729687259283554
45841/240,DimVII7,E Major,0.462686797103826
46081/240,DimVII7,E Major,0.5359537365829753
46321/240,V7,E Major,0.5104321300790241
46561/240,DimVII7,E Major,0.6141136565013259
46801/240,DimVII7,E Major,0.5582851422739327
47041/240,I,E Major,0.5459979141207157
47281/240,I,E Major,0.5584069576234593
48481/240,I,E Major,0.4546740848974158
48721/240,VI,E Major,0.5890514460209435
48961/240,DimVII7,E Major,0.6869532369645739
49921/240,V7,E Major,0.6062321131965543
50161/240,DimVII7,E Major,0.5595988737198964
50401/240,DimVII7,E Major,0.6668553245162098
50641/240,V7,E Major,0.5139794003188178
50881/240,V7,E Major,0.6250463382255003
51841/240,DimVII7,E Major,0.8384132031740633
52081/240,DimVII7,E Major,0.7569008084210294
52321/240,DimVII7,E Major,0.8384132031740633
52561/240,V7,E Major,0.5397031851349948
52801/240,I,E Major,0.740091429457899
