0.0,II7,D- Major,0.6026876921666412
4.0,V7,D- Major,0.856946562299443
6.0,II7,D- Major,0.6249297379489815
7.0,I,D- Major,0.589846335089227
8.0,V7,D- Major,0.56529297944209
11.0,V7,D- Major,0.6603380464258544
13.0,I,D- Major,0.7093775482889528
14.0,I,D- Major,0.5432714699926338
15.0,I,D- Major,0.5639235843367945
2561/160,II7,D- Major,0.5786407356694913
3201/160,V7,D- Major,0.8269740513943142
3521/160,II7,D- Major,0.6030722333977584
3681/160,I,D- Major,0.5692159055051773
3841/160,V7,D- Major,0.5757358115208074
4321/160,V7,D- Major,0.6716917801076084
4641/160,I,D- Major,0.5803416980129739
4801/160,V,D- Major,0.6448241089033043
5121/160,I,D- Major,0.5275833618299761
5601/160,IV,D- Major,0.66324765487197
5761/160,II7,D- Major,0.8060301361291304
5921/160,I,D- Major,0.6045226020968477
6081/160,I,D- Major,0.5642210952903911
6401/160,V+,a- Minor,0.5807526996532079
6721/160,V+7,a- Minor,0.597345633929014
6881/160,I,a- Minor,0.6790339257483663
7041/160,I,a- Minor,0.5162246219139626
7361/160,IIdim7,a- Minor,0.6757849595964601
7681/160,III,a- Minor,0.6479977490867372
8321/160,II7,D- Major,0.7309257940800852
8481/160,VI,D- Major,0.6091048284000709
8641/160,VI,D- Major,0.5710357766250664
9441/160,VI,D- Major,0.7028132635385435
9601/160,IV+,b- Minor,0.6018927341671005
9921/160,III,b- Minor,0.49245769159126407
10241/160,V+7,b- Minor,0.6018927341671004
10561/160,V+7,b- Minor,0.634136987783195
10721/160,I,b- Minor,0.6976483964209576
10881/160,VI,D- Major,0.7073576022761882
11201/160,I,D- Major,0.6224746900030457
11841/160,V7,D- Major,0.55685783139165
12001/160,V,D- Major,0.5809526414037887
12161/160,II7,D- Major,0.5996930491910077
12801/160,V7,D- Major,0.8526885543184641
13121/160,II7,D- Major,0.6218245783873425
13281/160,I,D- Major,0.5869154984269949
13441/160,V7,D- Major,0.5800602410329689
13921/160,V7,D- Major,0.6508917177018189
14241/160,I,D- Major,0.5949725890318482
14401/160,I,D- Major,0.5459744417267225
14561/160,I,D- Major,0.5663331047576594
7361/80,II7,D- Major,0.5806163789592486
7681/80,V7,D- Major,0.829797574929259
7841/80,II7,D- Major,0.6051312927375276
7921/80,I,D- Major,0.5711593697565029
8001/80,V7,D- Major,0.7806765290591874
8241/80,V7,D- Major,0.4710979054667512
8641/80,V+,c# Minor,0.5626223842110691
8881/80,V+7,c# Minor,0.724657630863857
9121/80,I,c# Minor,0.5193853726471532
9201/80,V+,c# Minor,0.5590360005307566
10401/80,I,c# Minor,0.5817781602918206
10641/80,V+,c# Minor,0.5859783345640822
11441/80,V+7,c# Minor,0.7174268229405758
