offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
1.0,0.0,0.0,0.071429,0.071429,0.142857,0.0,0.142857,0.214286,0.0,0.071429,0.071429,0.214286,1.0,D,True,I,Major
8.0,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,1.0,D,False,V+,Major
11.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,D,True,V7,Dominant seventh
13.0,0.0,0.071429,0.142857,0.035714,0.071429,0.0,0.142857,0.178571,0.0,0.071429,0.071429,0.214286,1.0,D,True,I,Major
20.0,0.0,0.083333,0.083333,0.0,0.166667,0.0,0.166667,0.25,0.0,0.083333,0.0,0.166667,1.0,D,False,V+,Major
23.0,0.173913,0.0,0.021739,0.130435,0.043478,0.021739,0.173913,0.086957,0.043478,0.217391,0.0,0.086957,1.0,D,True,V7,Dominant seventh
31.0,0.266667,0.0,0.033333,0.0,0.333333,0.0,0.1,0.1,0.0,0.133333,0.0,0.033333,1.0,D,False,V,Minor
35.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.3,0.0,0.1,0.0,0.3,1.0,D,True,VIIhdim7,Half-diminished seventh
36.5,0.0,0.09375,0.09375,0.03125,0.125,0.0,0.0625,0.25,0.0,0.03125,0.0,0.3125,1.0,D,True,IV,Major
41.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.0,D,True,VIIhdim7,Half-diminished seventh
42.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.25,0.166667,0.0,0.25,0.0,0.166667,1.0,D,True,I,Major
44.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.25,0.0,0.333333,0.0,0.083333,1.0,D,True,IV,Major
45.5,0.0,0.25,0.1875,0.0,0.25,0.0,0.0,0.25,0.0,0.0625,0.0,0.0,1.0,D,True,V7,Dominant seventh
47.0,0.222222,0.027778,0.055556,0.111111,0.152778,0.013889,0.152778,0.027778,0.027778,0.152778,0.0,0.055556,1.0,D,True,I,Major
59.0,0.0,0.0,0.166667,0.0,0.25,0.0,0.166667,0.25,0.0,0.0,0.0,0.166667,1.0,D,True,VIIhdim7,Half-diminished seventh
60.5,0.0,0.115385,0.0,0.038462,0.038462,0.0,0.076923,0.307692,0.0,0.153846,0.0,0.269231,1.0,D,True,IV,Major
65.0,0.0,0.196429,0.053571,0.0,0.142857,0.0,0.071429,0.232143,0.0,0.214286,0.0,0.089286,1.0,D,True,V7,Dominant seventh
73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,True,I,Major
74.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.2,0.0,0.1,1.0,D,True,IV,Major
75.5,0.0,0.090909,0.363636,0.0,0.090909,0.0,0.181818,0.090909,0.0,0.181818,0.0,0.0,1.0,D,True,V7,Dominant seventh
77.0,0.0,0.066667,0.2,0.0,0.066667,0.0,0.133333,0.133333,0.0,0.4,0.0,0.0,1.0,D,True,I,Major
80.0,0.0,0.125,0.125,0.0,0.0625,0.0,0.1875,0.125,0.0,0.25,0.0,0.125,1.0,D,True,V7,Dominant seventh
83.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,1.0,D,True,I,Major
84.5,0.0,0.25,0.125,0.0,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.125,1.0,D,True,VI,Minor
86.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,D,True,IV,Major
87.5,0.0,0.0,0.555556,0.0,0.111111,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,1.0,D,False,V+,Major
89.0,0.0,0.047619,0.190476,0.0,0.095238,0.0,0.095238,0.095238,0.0,0.47619,0.0,0.0,1.0,D,True,I,Major
92.0,0.0,0.090909,0.136364,0.0,0.090909,0.0,0.136364,0.090909,0.0,0.363636,0.0,0.090909,1.0,D,False,V+7,Dominant seventh
95.0,0.0,0.0,0.272727,0.0,0.181818,0.0,0.181818,0.0,0.0,0.090909,0.0,0.272727,1.0,D,True,I,Major
96.5,0.0,0.181818,0.272727,0.0,0.090909,0.0,0.090909,0.181818,0.0,0.0,0.0,0.181818,1.0,D,True,VI,Minor
98.0,0.0,0.181818,0.090909,0.0,0.454545,0.0,0.0,0.090909,0.0,0.181818,0.0,0.0,1.0,D,True,IV,Major
99.5,0.0,0.0,0.636364,0.0,0.090909,0.0,0.090909,0.090909,0.0,0.090909,0.0,0.0,1.0,D,False,V+7,Dominant seventh
101.0,0.0,0.388889,0.388889,0.0,0.0,0.0,0.0,0.055556,0.0,0.111111,0.0,0.055556,1.0,D,True,I,Major
103.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,True,IV,Major
104.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,1.0,D,False,V+,Major
105.0,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,1.0,D,True,I,Major
106.5,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,D,False,V+,Major
107.0,0.0,0.277778,0.388889,0.0,0.111111,0.0,0.0,0.055556,0.0,0.111111,0.0,0.055556,1.0,D,True,I,Major
109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,True,IV,Major
110.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,1.0,D,False,V+,Major
111.0,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,1.0,D,True,I,Major
112.5,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,D,False,V+,Major
113.0,0.042254,0.042254,0.098592,0.014085,0.028169,0.140845,0.169014,0.0,0.084507,0.352113,0.0,0.028169,1.0,D,True,I,Major
124.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,D,True,GerVI,German sixth
125.0,0.0,0.0,0.222222,0.111111,0.222222,0.222222,0.0,0.0,0.222222,0.0,0.0,0.0,1.0,D,False,V+,Major
126.5,0.125,0.0,0.125,0.0,0.375,0.083333,0.0,0.0,0.125,0.125,0.0,0.041667,1.0,D,True,VIIdim7,Diminished seventh
132.5,0.111111,0.0,0.027778,0.083333,0.305556,0.0,0.083333,0.0,0.083333,0.277778,0.0,0.027778,1.0,D,True,VIIdim,Diminished
137.0,0.0,0.0,0.222222,0.111111,0.222222,0.222222,0.0,0.0,0.222222,0.0,0.0,0.0,1.0,D,False,V+,Major
138.5,0.125,0.0,0.125,0.0,0.375,0.083333,0.0,0.0,0.125,0.125,0.0,0.041667,1.0,D,True,VIIdim7,Diminished seventh
144.5,0.088235,0.0,0.029412,0.088235,0.264706,0.0,0.088235,0.0,0.088235,0.294118,0.0,0.058824,1.0,D,True,VIIdim,Diminished
149.0,0.043478,0.108696,0.097826,0.054348,0.130435,0.076087,0.097826,0.021739,0.097826,0.097826,0.065217,0.108696,1.0,D,False,V+,Major
164.0,0.0,0.166667,0.083333,0.0,0.208333,0.0,0.041667,0.041667,0.083333,0.25,0.041667,0.083333,1.0,D,True,V7,Dominant seventh
167.0,0.058824,0.176471,0.117647,0.0,0.176471,0.0,0.0,0.0,0.117647,0.235294,0.0,0.117647,1.0,D,True,I,Major
170.0,0.0,0.176471,0.176471,0.0,0.235294,0.0,0.0,0.0,0.058824,0.176471,0.0,0.176471,1.0,D,False,V+7,Dominant seventh
173.0,0.0,0.111111,0.0,0.0,0.333333,0.0,0.0,0.0,0.222222,0.111111,0.222222,0.0,1.0,D,True,I,Major
174.5,0.133333,0.066667,0.066667,0.0,0.2,0.0,0.066667,0.066667,0.066667,0.266667,0.0,0.066667,1.0,D,False,V+,Major
177.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,1.0,D,False,V+7,Dominant seventh
177.5,0.0,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.0,1.0,D,True,IV,Major
178.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,D,True,GerVI,German sixth
179.0,0.0,0.0,0.12,0.08,0.52,0.0,0.08,0.0,0.12,0.04,0.0,0.04,1.0,D,False,V+,Major
183.5,0.0,0.25,0.125,0.0,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.0,1.0,D,False,V+7,Dominant seventh
185.0,0.0,0.0,0.428571,0.0,0.142857,0.142857,0.285714,0.0,0.0,0.0,0.0,0.0,1.0,D,True,I,Major
186.5,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,D,True,IV,Major
188.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,D,False,V+,Major
190.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0,D,False,V+7,Dominant seventh
191.0,0.0,0.166667,0.083333,0.0,0.375,0.0,0.0,0.083333,0.0,0.208333,0.0,0.083333,1.0,D,True,I,Major
194.0,0.0,0.090909,0.181818,0.0,0.363636,0.0,0.0,0.045455,0.0,0.136364,0.0,0.181818,1.0,D,False,V+7,Dominant seventh
197.0,0.0,0.173913,0.086957,0.0,0.391304,0.0,0.0,0.0,0.086957,0.173913,0.0,0.086957,1.0,D,True,I,Major
200.0,0.0,0.090909,0.181818,0.0,0.363636,0.0,0.0,0.0,0.045455,0.181818,0.0,0.136364,1.0,D,False,V+7,Dominant seventh
203.0,0.0,0.235294,0.117647,0.0,0.0,0.0,0.0,0.0,0.117647,0.411765,0.0,0.117647,1.0,D,True,I,Major
206.0,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.222222,0.0,0.055556,0.0,0.055556,1.0,D,False,V+7,Dominant seventh
209.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,1.0,D,True,IV,Major
210.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.25,1.0,D,True,I,Major
212.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.25,0.0,0.0,1.0,D,True,VIIdim,Diminished
213.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.125,0.0,0.375,0.0,0.0,1.0,D,False,V+7,Dominant seventh
215.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,D,True,IV,Major
216.5,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.181818,0.454545,0.0,0.181818,1.0,D,True,I,Major
218.0,0.0,0.181818,0.0,0.0,0.181818,0.0,0.0,0.181818,0.090909,0.363636,0.0,0.0,1.0,D,True,VIIdim,Diminished
219.5,0.0,0.0,0.363636,0.0,0.0,0.0,0.181818,0.090909,0.0,0.363636,0.0,0.0,1.0,D,False,V+7,Dominant seventh
221.0,0.0,0.090909,0.181818,0.0,0.181818,0.136364,0.045455,0.0,0.0,0.363636,0.0,0.0,1.0,D,True,IV,Major
224.0,0.083333,0.0,0.166667,0.125,0.125,0.0,0.083333,0.0,0.083333,0.25,0.0,0.083333,1.0,D,False,V+,Major
227.0,0.0,0.166667,0.083333,0.0,0.333333,0.0,0.0,0.0,0.125,0.208333,0.0,0.083333,1.0,D,False,V+7,Dominant seventh
230.0,0.0,0.125,0.208333,0.0,0.416667,0.0,0.0,0.0,0.166667,0.083333,0.0,0.0,1.0,D,False,V+,Major
233.0,0.0,0.0,0.045455,0.0,0.454545,0.272727,0.0,0.0,0.113636,0.022727,0.0,0.090909,1.0,D,False,V+7,Dominant seventh
239.0,0.235294,0.0,0.0,0.0,0.117647,0.352941,0.0,0.117647,0.0,0.058824,0.117647,0.0,1.0,D,False,I+,Major
242.0,0.166667,0.0,0.0,0.0,0.222222,0.222222,0.0,0.111111,0.0,0.166667,0.111111,0.0,1.0,D,False,V+7,Dominant seventh
245.0,0.272727,0.0,0.0,0.0,0.090909,0.272727,0.0,0.090909,0.0,0.090909,0.181818,0.0,1.0,D,False,I+,Major
248.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.0,0.083333,0.0,0.25,0.166667,0.0,1.0,D,False,V+7,Dominant seventh
251.0,0.272727,0.0,0.0,0.0,0.090909,0.272727,0.0,0.090909,0.0,0.090909,0.181818,0.0,1.0,D,False,I+,Major
