offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,,,,
1.5,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.2,0.15,0.0,0.15,1.0,A,True,I,Major
3.0,0.0,0.076923,0.134615,0.0,0.326923,0.0,0.0,0.0,0.173077,0.096154,0.0,0.192308,1.0,A,True,V7,Dominant seventh
7.0,0.0,0.204545,0.068182,0.0,0.181818,0.068182,0.090909,0.022727,0.0,0.363636,0.0,0.0,1.0,A,True,I,Major
11.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.5,0.0,0.0,0.0,0.333333,0.0,1.0,A,False,IV+,Major
12.0,0.0,0.0,0.071429,0.142857,0.214286,0.0,0.142857,0.0,0.142857,0.0,0.0,0.285714,1.0,A,True,V7,Dominant seventh
13.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,A,True,V,Major
13.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.166667,1.0,A,True,V7,Dominant seventh
14.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,A,True,I,Major
14.5,0.0,0.2,0.05,0.1,0.25,0.0,0.05,0.0,0.0,0.3,0.0,0.05,1.0,A,True,V7,Dominant seventh
17.0,0.0,0.133333,0.133333,0.0,0.266667,0.0,0.0,0.0,0.133333,0.233333,0.0,0.1,1.0,A,True,I,Major
19.0,0.0,0.096774,0.177419,0.0,0.274194,0.0,0.0,0.0,0.145161,0.112903,0.0,0.193548,1.0,A,True,V7,Dominant seventh
23.0,0.0,0.288462,0.019231,0.0,0.153846,0.019231,0.0,0.019231,0.0,0.5,0.0,0.0,1.0,A,True,I,Major
26.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.5,0.0,0.0,0.166667,0.0,0.0,1.0,A,True,V7,Dominant seventh
