offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0.428571,1.0,,,,
1.0,0.0,0.0,0.052632,0.0,0.315789,0.0,0.0,0.421053,0.0,0.0,0.0,0.210526,1.0,G,True,I,Major
2.5,0.341463,0.0,0.146341,0.0,0.121951,0.0,0.04878,0.097561,0.0,0.170732,0.0,0.073171,1.0,G,True,VI,Minor
5.5,0.090909,0.0,0.272727,0.0,0.0,0.0,0.090909,0.090909,0.0,0.090909,0.0,0.363636,1.0,G,True,V7,Dominant seventh
7.0,0.0,0.0,0.090909,0.0,0.181818,0.0,0.0,0.545455,0.0,0.0,0.0,0.181818,1.0,G,True,I,Major
8.5,0.238095,0.0,0.095238,0.0,0.142857,0.0,0.142857,0.095238,0.0,0.190476,0.0,0.095238,1.0,G,True,VI,Minor
11.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.25,1.0,G,True,V7,Dominant seventh
12.0,0.117647,0.0,0.352941,0.0,0.0,0.0,0.0,0.235294,0.0,0.117647,0.0,0.176471,1.0,G,True,I,Major
13.5,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V7,Dominant seventh
14.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,G,True,I,Major
14.5,0.0,0.0,0.368421,0.0,0.0,0.0,0.210526,0.105263,0.0,0.210526,0.0,0.105263,1.0,G,True,V,Major
16.0,0.0,0.095238,0.47619,0.0,0.190476,0.0,0.190476,0.047619,0.0,0.0,0.0,0.0,1.0,G,True,I,Major
17.5,0.133333,0.0,0.6,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0.0,0.133333,1.0,G,True,V,Major
18.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V7,Dominant seventh
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,G,True,I,Major
19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,1.0,G,True,V7,Dominant seventh
20.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,G,True,I,Major
20.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.083333,0.0,0.416667,0.0,0.166667,1.0,G,True,V,Major
22.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,G,True,I,Major
22.5,0.0625,0.0625,0.25,0.0,0.125,0.0,0.1875,0.1875,0.0,0.0625,0.0,0.0625,1.0,G,True,V,Major
