offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.266667,0.0,0.0,0.266667,0.0,0.0,0.0,0.066667,0.333333,0.0,0.066667,1.0,,,,
2.0,0.0,0.234043,0.12766,0.021277,0.212766,0.0,0.12766,0.0,0.021277,0.191489,0.0,0.06383,1.0,A,True,I,Major
13.0,0.0,0.045455,0.272727,0.0,0.0,0.0,0.272727,0.0,0.090909,0.181818,0.0,0.136364,1.0,A,True,IV,Major
16.0,0.0,0.142857,0.057143,0.028571,0.142857,0.0,0.0,0.0,0.2,0.228571,0.0,0.2,1.0,A,True,V7,Dominant seventh
20.5,0.0,0.375,0.041667,0.0,0.208333,0.0,0.0,0.083333,0.0,0.25,0.0,0.041667,1.0,A,True,I,Major
23.5,0.0,0.083333,0.25,0.0,0.0,0.083333,0.333333,0.166667,0.0,0.083333,0.0,0.0,1.0,A,True,VIIdim,Diminished
25.0,0.0,0.043478,0.304348,0.0,0.0,0.0,0.26087,0.0,0.086957,0.173913,0.0,0.130435,1.0,A,True,IV,Major
28.0,0.0,0.090909,0.090909,0.0,0.090909,0.0,0.0,0.0,0.272727,0.090909,0.0,0.363636,1.0,A,True,V7,Dominant seventh
29.5,0.0,0.166667,0.083333,0.0,0.083333,0.0,0.0,0.0,0.083333,0.5,0.0,0.083333,1.0,A,True,VIIdim,Diminished
31.0,0.0,0.142857,0.357143,0.0,0.357143,0.0,0.0,0.0,0.0,0.071429,0.0,0.071429,1.0,A,True,I,Major
34.0,0.0,0.222222,0.0,0.0,0.277778,0.0,0.055556,0.0,0.111111,0.277778,0.0,0.055556,1.0,A,True,V7,Dominant seventh
37.0,0.0,0.375,0.3125,0.0,0.0625,0.0,0.125,0.0,0.0,0.0625,0.0,0.0625,1.0,A,True,I,Major
40.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,A,True,IV,Major
41.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,A,True,V,Major
43.0,0.0,0.111111,0.277778,0.0,0.277778,0.0,0.0,0.0,0.0,0.277778,0.0,0.055556,1.0,A,True,I,Major
46.0,0.0,0.222222,0.0,0.0,0.277778,0.0,0.055556,0.0,0.111111,0.277778,0.0,0.055556,1.0,A,True,V7,Dominant seventh
49.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,1.0,A,True,I,Major
50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,1.0,A,True,V7,Dominant seventh
52.0,0.0,0.0,0.0,0.0,0.333333,0.333333,0.166667,0.0,0.041667,0.083333,0.0,0.041667,1.0,A,True,IV,Major
55.0,0.0,0.0,0.125,0.0,0.4375,0.0,0.0,0.0,0.0625,0.0,0.0,0.375,1.0,A,True,V,Major
56.5,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.3,0.0,0.0,1.0,A,True,V7,Dominant seventh
58.0,0.0,0.15,0.0,0.05,0.2,0.0,0.05,0.0,0.1,0.2,0.0,0.25,1.0,A,True,I,Major
60.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,A,True,V7,Dominant seventh
61.0,0.0,0.0,0.142857,0.142857,0.285714,0.0,0.142857,0.0,0.285714,0.0,0.0,0.0,1.0,A,True,V,Major
62.5,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.3,0.0,0.1,1.0,A,True,V7,Dominant seventh
64.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.125,0.0,0.25,1.0,A,True,I,Major
65.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,1.0,A,True,V,Major
65.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,1.0,A,True,I,Major
66.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,A,True,VI,Minor
66.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,1.0,A,True,V7,Dominant seventh
67.0,0.0,0.0,0.0,0.0,0.269231,0.0,0.0,0.153846,0.230769,0.0,0.0,0.346154,1.0,A,True,V,Major
73.0,0.333333,0.0,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,A,False,I,Minor
76.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,1.0,A,False,VI,Major
77.5,0.0,0.0,0.0,0.0,0.266667,0.0,0.0,0.266667,0.0,0.066667,0.0,0.4,1.0,A,False,V+,Major
79.0,0.0,0.0,0.0,0.111111,0.444444,0.0,0.222222,0.222222,0.0,0.0,0.0,0.0,1.0,A,False,I,Minor
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,False,VIIdim,Diminished
80.5,0.0,0.0,0.0,0.111111,0.222222,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,1.0,A,False,I,Minor
81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,False,VIIdim,Diminished
82.0,0.0,0.0,0.0,0.222222,0.111111,0.0,0.222222,0.111111,0.0,0.0,0.111111,0.222222,1.0,A,False,I,Minor
