offset,tonic,key,numeral
2,A,M,I
4,A,M,I
13,A,M,IV
16,A,M,V7
20.5,A,M,I
23.5,A,M,VIIdim
25,A,M,IV
28,A,M,V7
29.5,A,M,VIIdim
31,A,M,I
34,A,M,V7
37,A,M,I
40,A,M,IV
41.5,A,M,V
43,A,M,I
46,A,M,V7
49,A,M,I
50.5,A,M,V7
52,A,M,IV
53.5,A,M,?
55,A,M,V
56.5,A,M,V7
58,A,M,I
59.5,A,M,I
60.5,A,M,V7
61,A,M,V
62.5,A,M,V7
64,A,M,I
64.5,A,M,I
65,A,M,V
65.5,A,M,I
66,A,M,VI
66.5,A,M,V7
67,A,M,V
70,A,M,V
73,A,m,I
76,A,m,VI
77.5,A,m,V+
79,A,m,I
80,A,m,VIIdim
80.5,A,m,I
81.5,A,m,VIIdim
82,A,m,I
83,A,m,VIIdim7
83.5,A,m,V+
85,A,m,I
86,A,m,V+7
86.5,A,m,I
87.5,A,m,V+
88,A,m,IV
89,A,m,V+7
89.5,A,m,IV
90.5,A,m,IIhdim7
91,A,m,I+
91.5,A,m,I+
92,A,m,?
92.5,A,m,V+7
93.5,A,m,V+
94,A,m,I+
94,A,m,V+7
95.5,A,m,I+
96.5,A,m,V+
97,A,m,I
98.5,A,m,I
100,A,m,VI
101.5,A,m,V+
103,A,m,I
104,A,m,VIIdim
104.5,A,m,I
105.5,A,m,VIIdim
106,A,m,I
107,A,m,VIIdim7
107.5,A,m,V+
109,A,M,I
110,A,M,V7
110.5,A,M,I
112,A,M,IV
113,A,M,V7
113.5,A,M,IV
118,A,M,IV
121,A,M,?
122,A,M,V
122.5,A,M,?
123.5,A,M,?
124,A,M,V7
125.5,A,M,I
126,A,M,?
126.5,A,M,V7
127,A,M,I
130,A,M,V
131.5,A,M,V7
133,A,M,?
134.5,A,M,?
136,A,M,V
137.5,A,M,?
139,A,M,?
140.5,A,M,?
142,A,M,V7
145,A,M,I
145.5,A,M,I
146.5,A,M,IV
147,A,M,IV
148,A,M,V
150,A,M,V7
151,A,M,I
154,A,M,V
155.5,A,M,V
157,A,M,?
158.5,A,M,?
160,A,M,VI
161.5,A,M,VI
163,A,M,?
164.5,A,M,?
166,A,M,V7
167.5,A,M,V7
169,A,M,V7
170.5,A,M,V7
172,A,M,V7
173.5,A,M,V7
174.5,A,M,V7
175,A,M,I
176.5,A,M,VI
178,A,M,I
179.5,A,M,?
181,A,M,V
182.5,A,M,V7
184,A,M,I
187,A,M,V
188.5,A,M,V7
190,A,M,I
193,A,M,V
194.5,A,M,V7
196,A,M,I
199,A,M,I
202,A,M,V7
204,A,M,IV
204.5,A,M,V7
205,A,M,IV
205.5,A,M,V7
206,A,M,?
206.5,A,M,V
207,A,M,V7
208,A,M,I
208.5,A,M,I
211,A,M,I
214,A,M,V7
216,A,M,V7
217,A,M,?
218,A,M,?
218.5,A,M,V
219,A,M,V7
220,A,M,I
221.5,A,M,V7
223,A,M,I
224.5,A,M,V7
226,A,M,I
227.5,A,M,V7
229,A,M,I
230.5,A,M,V7
232,A,M,I
235,A,M,I
238,A,M,I
241,A,M,VI
247,A,M,?
249,A,M,?
249.5,A,M,?
250,A,M,?
253,A,M,?
255,A,M,?
255.5,A,M,?
256,A,M,?
259,A,M,VIIdim7
261,A,M,I
261.5,A,M,VIIdim
262,A,M,I
265,A,M,V7
267,A,M,I
267.5,A,M,V7
268,A,M,I
268.5,A,M,I
269.5,A,M,IV
270,A,M,IV
271,A,M,V
272.5,A,M,V7
274,A,M,I
275,A,M,I
277,A,M,V7
280,A,M,IV
283,A,M,V7
287.5,A,M,I
289,A,M,V7
292,A,M,IV
295,A,M,V7
297.5,A,M,V7
298,A,M,I
301,A,M,V7
302.5,A,M,V7
304,A,M,I
307,A,M,IV
308.5,A,M,V
310,A,M,I
313,A,M,V7
314.5,A,M,V7
316,A,M,I
319,A,M,V7
320.5,A,M,V7
322,A,M,?
325,A,m,IV
326.5,A,m,V+
327,A,m,V+
328,A,m,?
329.5,A,m,V+
330,A,m,V+
331,A,m,I
331.5,A,m,I
332.5,A,m,V+7
333,A,m,V+7
334,A,m,I
335.5,A,m,I
