offset,tonic,key,numeral
1,Eb,M,I
2,Eb,M,V
3,Eb,M,I
4,Eb,M,V
7,Eb,M,?
18,Eb,M,?
19,Eb,m,?
21,Eb,M,V
22,Eb,m,?
24,Eb,M,?
25,Eb,M,V
27,Eb,M,?
28,Eb,M,V
30,Eb,M,V7
31,Eb,M,I
33,Eb,M,?
34,Eb,M,VI
36,Eb,M,?
37,Eb,M,V
39,Eb,M,?
40,Eb,M,V
42,Eb,M,V7
43,Eb,M,I
45,Eb,M,V
46,Eb,M,?
47,Eb,M,?
48,Eb,M,V7
49,Eb,M,I
51,Eb,m,?
52,Eb,M,I
53,Eb,M,I
54,Eb,M,IV
55,Eb,M,VIIdim
56,Eb,M,V7
57,Eb,M,I
58,Eb,M,V
59,Eb,M,V
60,Eb,M,I
61,Eb,M,V7
63,Eb,M,?
64,Eb,M,?
65,Eb,M,?
66,Eb,M,V7
67,Eb,M,I
69,Eb,M,V7
70,Eb,M,I
72,Eb,M,V7
73,Eb,M,I
75,Eb,M,V7
76,Eb,M,I
78,Eb,M,V7
79,Eb,m,?
81,Eb,M,V
83,Eb,M,VI
86,Eb,M,V
88,Eb,M,V
89,Eb,M,V7
90,Eb,M,V
91,Eb,M,VI
92,Eb,m,?
94,Eb,M,V7
96,Eb,M,I
96.5,Eb,M,V7
97,Eb,M,V7
97.5,Eb,M,I
98,Eb,M,VIIhdim7
98.5,Eb,m,?
99,Eb,M,V
99.5,Eb,M,IV
100,Eb,M,?
100.5,Eb,m,?
101,Eb,M,I
101.5,Eb,M,VIIdim
102,Eb,M,I
102.5,Eb,M,V
103,Eb,M,IV
103.5,Eb,M,V7
106,Eb,M,I
109,Eb,M,I
112,Eb,M,?
121,Eb,m,V+
122.5,Eb,m,V+7
124,Eb,m,I
126,Eb,m,V+
127,Eb,m,I
130,Eb,m,V+7
132,Eb,m,I
133,Eb,m,V+7
136,Eb,m,I
138,Eb,m,V+7
139,Eb,m,I
140,Eb,m,V+
141,Eb,m,V+7
142,Eb,m,IV
144,Eb,m,IV
145,Eb,m,IV
146.5,Eb,m,V+
147,Eb,m,IV
148,Eb,m,V+
150,Eb,m,IV
151,Eb,m,V+7
152,Eb,m,IV
153,Eb,m,?
153.5,Eb,m,V+
154,Eb,m,I+
156,Eb,m,V+7
157,Eb,m,I+
159,Eb,m,I+
159.5,Eb,m,I+
160,Eb,m,V+7
162,Eb,m,I+
162.5,Eb,m,I+
163,Eb,m,V+7
165,Eb,m,IV+
165.75,Eb,m,V+
166,Eb,m,I+
168,Eb,m,V+7
168.75,Eb,m,V+7
169,Eb,m,VIIdim
171,Eb,m,V+7
172,Eb,m,I
174,Eb,m,?
174.75,Eb,m,V+7
175,Eb,m,I
175.75,Eb,m,VIIdim7
176,Eb,m,I
176.75,Eb,m,I
177,Eb,m,IIdim
178,Eb,m,I
179,Eb,m,?
179.75,Eb,m,?
180,Eb,m,V+7
181,Eb,m,I+
184,Eb,m,IV+
187,Eb,m,V+
190,Eb,m,V+
193,Eb,m,I
194,Eb,m,I
196,Eb,m,V+
199,Eb,m,V+
200,Eb,m,?
213,Eb,m,V+
214,Eb,m,V+
215,Eb,m,I
216,Eb,m,I
217,Eb,m,V+
218,Eb,m,I
219,Eb,m,IV+
219.5,Eb,m,V+
220.5,Eb,m,I
221,Eb,m,VIIdim7
227,Eb,m,V+7
230,Eb,m,I
232,Eb,m,V+
233,Eb,m,I
234,Eb,m,IV+
234.5,Eb,m,V+
235.5,Eb,m,I
236,Eb,m,V+
242,Eb,m,V+7
244,Eb,m,IV
245,Eb,m,V+7
247,Eb,m,V+7
248,Eb,m,I
250,Eb,m,VI
251,Eb,m,I
253,Eb,m,VIIdim7
254,Eb,m,I
256,Eb,M,I
257,Eb,M,V7
259,Eb,M,I
260,Eb,M,V7
261,Eb,M,I
262,Eb,M,VIIdim
262.75,Eb,M,V7
263,Eb,M,I
265,Eb,M,?
266,Eb,M,I
268,Eb,M,IV
268.75,Eb,M,?
269,Eb,M,V
271,Eb,M,I
272,Eb,M,V7
273,Eb,M,V7
274,Eb,M,I
275,Eb,M,V
276,Eb,M,V
277,Eb,M,?
278,Eb,M,?
279,Eb,M,V
280,Eb,M,V7
281,Eb,M,I
282,Eb,M,I
283,Eb,M,V7
284,Eb,M,I
285,Eb,M,I
286,Eb,M,V7
287,Eb,M,I
289,Eb,M,?
290,Eb,M,I
291,Eb,M,I
292,Eb,M,I
292.75,Eb,M,I
293,Eb,M,V
295,Eb,M,I
296,Eb,M,V7
297.75,Eb,M,V7
298,Eb,M,I
298.75,Eb,m,?
299,Eb,M,V
301,Eb,M,V7
301.75,Eb,M,V7
302,Eb,M,V
303,Eb,M,V
304,Eb,M,VIIhdim7
305,Eb,M,I
307,Eb,M,V7
308,Eb,M,I
310,Eb,M,V7
311,Eb,M,I
313,Eb,M,V7
314,Eb,M,I
316,Eb,M,V7
317,Eb,M,I
319,Eb,M,V
320,Eb,M,VI
321,Eb,M,V7
322,Eb,M,IV
323,Eb,m,IV
324,Eb,m,ItaVI
325,Eb,m,V+
327,Eb,m,I
330,Eb,M,V7
332,Eb,M,V
333,Eb,M,V
334,Eb,M,V7
336,Eb,m,?
339,Eb,M,V
341,Eb,M,I
342,Eb,m,?
343,Eb,M,VIIhdim7
344,Eb,m,?
345,Eb,m,?
347,Eb,M,V
348,Eb,M,V
350,Eb,M,V7
351,Eb,M,V7
352,Eb,M,V7
353,Eb,M,V
354,Eb,M,V7
355,Eb,M,V
356,Eb,M,V7
357.5,Eb,m,?
358,Eb,m,?
358.5,Eb,M,V7
359,Eb,M,I
362,Eb,M,I
363,Eb,M,?
364,Eb,M,V
366,Eb,m,?
367,Eb,M,V
369,Eb,M,VIIdim
370,Eb,M,I
371,Eb,M,V7
373,Eb,M,V7
374,Eb,M,V
376,Eb,M,I
376.75,Eb,M,?
377,Eb,M,V7
379,Eb,M,?
379.5,Eb,M,?
380,Eb,M,V7
381,Eb,M,IV
382,Eb,M,V7
383,Eb,M,I
385,Eb,M,V7
386,Eb,M,I
387,Eb,M,I
388,Eb,M,IV
388.75,Eb,M,Vaug
389,Eb,M,I
391,Eb,M,V7
392,Eb,M,I
394,Eb,M,?
394.75,Eb,M,VIIdim
395,Eb,M,IV
395.75,Eb,M,IV
397,Eb,M,VIIdim7
398,Eb,M,I
400,Eb,M,VIIdim7
401,Eb,M,I
403,Eb,M,VIIdim7
404,Eb,M,I
404.75,Eb,M,V
406,Eb,M,VIIdim7
407,Eb,M,I
409,Eb,M,V7
410,Eb,M,I
413,Eb,M,V7
414,Eb,M,I
419,Eb,M,I
422,Eb,M,?
429,Eb,m,I
446,Eb,m,I
447,Eb,m,I
452,Eb,m,V+7
453,Eb,m,V+7
458,Eb,m,V+7
459,Eb,m,V+7
464,Eb,m,I
465,Eb,m,I
470,Eb,m,I
471,Eb,m,I
476,Eb,m,?
477,Eb,m,V+7
482,Eb,m,I+
483,Eb,m,I+
486,Eb,m,I+
488,Eb,m,V+7
489,Eb,m,V+7
494,Eb,m,I+
495,Eb,m,I+
497,Eb,m,I+
498,Eb,m,I
500,Eb,m,I+
503,Eb,m,V+
506,Eb,m,I+
509,Eb,m,V+
512,Eb,m,I+
515,Eb,m,V+
518,Eb,m,I+
520,Eb,m,V+
521,Eb,m,I+
524,Eb,m,I+
527,Eb,m,?
533,Eb,m,I+
539,Eb,m,IIdim
545,Eb,m,I+
554,Eb,m,?
557,Eb,m,VIIdim
560,Eb,m,IIdim
563,Eb,m,V+7
569,Eb,m,I
575,Eb,m,I
576,Eb,m,I
578,Eb,m,I
581,Eb,m,V+7
582,Eb,m,V+7
587,Eb,m,V+7
588,Eb,m,V+7
593,Eb,m,I
594,Eb,m,I
