offset,tonic,key,numeral
1,Bb,M,I
2,Bb,M,V7
2.5,Bb,M,I
3,Bb,M,V7
4,Bb,M,?
4.5,Bb,M,V7
5,Bb,M,I
6,Bb,M,#IIdim7
6.5,Bb,M,I
7,Bb,M,V7
8,Bb,M,V7
9,Bb,M,I
10,Bb,M,V7
10.5,Bb,M,I
11,Bb,M,V
11.5,Bb,M,V7
12,Bb,M,?
12.5,Bb,M,V7
13,Bb,M,I
15,Bb,M,V7
16,Bb,M,V
16.75,Bb,M,V7
17,Bb,M,V7
18,Bb,M,IV
18.75,Bb,M,?
19,Bb,M,V7
19.375,Bb,M,V7
19.5,Bb,M,I
19.875,Bb,M,I
20,Bb,M,V
20.375,Bb,M,V
20.5,Bb,M,I
20.875,Bb,M,I
21,Bb,M,?
22,Bb,M,V
22.5,Bb,M,V7
23,Bb,M,I
25,Bb,M,V
25.5,Bb,M,I
26,Bb,M,?
26.5,Bb,M,?
27,Bb,M,V
28.5,Bb,M,I
29,Bb,M,V
29.5,Bb,M,I
30,Bb,M,V
30.5,Bb,M,VI
31,Bb,M,V
31.5,Bb,M,I
32,Bb,M,?
32.5,Bb,M,?
33,Bb,M,V
33.5,Bb,M,V
34,Bb,M,V
35,Bb,M,V
36,Bb,M,V
37,Bb,M,V
38.5,Bb,M,V
39,Bb,M,V
40,Bb,M,V
41,Bb,M,V
43,Bb,M,V7
48,Bb,M,I
49,Bb,M,V7
49.5,Bb,M,V7
50,Bb,M,V7
50.75,Bb,M,V7
51,Bb,M,I
51.5,Bb,M,I
52,Bb,M,I
52.75,Bb,M,I
53,Bb,M,V7
53.5,Bb,M,V7
54,Bb,M,V7
54.75,Bb,M,V7
55,Bb,M,I
55.5,Bb,M,I
56,Bb,M,I
56.5,Bb,M,I
57,Bb,M,V7
57.5,Bb,M,V
58,Bb,M,V
58.5,Bb,M,V
59,Bb,m,VI
61,Bb,m,IV
62,Bb,m,V+7
64,Bb,m,III
64.5,Bb,m,V+7
65,Bb,m,IV
65.5,Bb,m,bII
66.5,Bb,m,IV
67,Bb,m,VIIdim7
71,Bb,m,VIIdim7
72,Bb,M,V
72.5,Bb,M,V7
73,Bb,M,I
73.5,Bb,M,I
74,Bb,M,V7
74.75,Bb,M,I
75,Bb,M,VIIdim
76,Bb,M,?
76.75,Bb,M,VIIdim
77,Bb,M,I
77.25,Bb,M,I
78,Bb,M,IV
79,Bb,M,I
79.5,Bb,M,?
80,Bb,M,V
80.5,Bb,M,V7
81,Bb,M,I
81.5,Bb,M,I
82,Bb,M,VIIdim
82.5,Bb,M,I
83,Bb,M,?
84,Bb,M,?
84.5,Bb,M,?
85,Bb,M,VIIdim
86,Bb,M,IV
87,Bb,M,?
88,Bb,M,I
88.75,Bb,M,I
89,Bb,M,V7
93,Bb,M,I
94,Bb,M,V7
94.5,Bb,M,I
95,Bb,M,V
95.5,Bb,M,V7
96,Bb,M,?
96.5,Bb,M,V7
97,Bb,M,I
98,Bb,M,#IIdim7
98.5,Bb,M,I
99,Bb,M,V7
100,Bb,M,V
101,Bb,M,I
102,Bb,M,V7
102.5,Bb,M,I
103,Bb,M,V
103.5,Bb,M,V7
104,Bb,M,?
104.5,Bb,M,V7
105,Bb,M,I
107,Bb,M,V7
108,Bb,M,V
108.75,Bb,M,V7
109,Bb,M,V7
110,Bb,M,IV
110.75,Bb,M,?
111,Bb,M,V7
111.375,Bb,M,V7
111.5,Bb,M,I
111.875,Bb,M,I
112,Bb,M,V
112.375,Bb,M,V
112.5,Bb,M,I
112.875,Bb,M,I
113,Bb,M,?
114,Bb,M,V
114.5,Bb,M,V7
115,Bb,M,I
117,Bb,M,V
117.5,Bb,M,I
118,Bb,M,?
118.5,Bb,M,?
119,Bb,M,V
120.5,Bb,M,I
121,Bb,M,V
121.5,Bb,M,I
122,Bb,M,?
122.5,Bb,M,?
123,Bb,M,V
125,Bb,M,V7
127,Bb,m,VI
128,Bb,m,IIhdim7
129,Bb,m,V+
130,Bb,m,V+7
131,Bb,m,I
131.5,Bb,m,I+
132,Bb,m,V+
132.5,Bb,m,?
133,Bb,m,V+7
134,Bb,m,VIIdim7
135,Bb,m,?
136,Bb,m,?
137,Bb,m,V+
138,Bb,m,V+7
138.5,Bb,m,VIIdim7
139,Bb,m,?
140,Bb,m,?
140.5,Bb,m,VIIdim7
141,Bb,m,V+
142,Bb,m,V+7
143,Bb,m,I+
143.5,Bb,m,I+
144,Bb,m,V+7
144.5,Bb,m,I+
145,Bb,m,?
145.5,Bb,m,?
146,Bb,m,V+7
146.5,Bb,m,?
147,Bb,m,I+
147.5,Bb,m,I+
148,Bb,m,#IIdim7
148.5,Bb,m,I+
149,Bb,m,?
150,Bb,m,V+7
150.5,Bb,m,V+7
151,Bb,m,I+
152,Bb,m,V+7
152.5,Bb,m,V+
153,Bb,m,V+7
155,Bb,m,I+
156,Bb,m,#IIdim7
156.5,Bb,m,I+
157,Bb,m,IIdim
158,Bb,m,V+
158.5,Bb,m,V+7
159,Bb,m,I
160,Bb,m,VIIdim7
160.5,Bb,m,I
161,Bb,m,I
162,Bb,m,VIIdim7
162.5,Bb,m,VIIdim7
163,Bb,m,IV
163.5,Bb,m,I
164,Bb,m,VIIdim7
164.5,Bb,m,I
165,Bb,m,I
165.5,Bb,m,I
166,Bb,m,VIIdim7
166.5,Bb,m,V+7
167,Bb,m,IV
168,Bb,m,VIIdim7
168.5,Bb,m,IV
169,Bb,m,IV
170,Bb,m,IV
170.5,Bb,m,IV
171,Bb,m,IV
171.5,Bb,m,IV
172,Bb,m,V+7
172.5,Bb,m,IV
173,Bb,m,IIhdim7
173.25,Bb,m,?
173.5,Bb,m,?
173.75,Bb,m,?
174,Bb,m,?
174.25,Bb,m,?
174.5,Bb,m,?
174.75,Bb,m,?
175,Bb,m,V+7
175.25,Bb,m,V+7
175.5,Bb,m,I
176,Bb,m,VII
176.25,Bb,m,VII
176.5,Bb,m,VI
176.75,Bb,m,VI
177,Bb,m,V+
177.5,Bb,m,V
178,Bb,m,VIIdim7
178.5,Bb,m,GerVI
179,Bb,m,V+
179.5,Bb,M,V
180,Bb,M,I
181,Bb,M,V
182,Bb,M,V7
183,Bb,M,V
184,Bb,M,V7
185,Bb,M,V
186,Bb,M,V7
187,Bb,M,V
188,Bb,M,V
189,Bb,M,V7
193.5,Bb,M,I
195,Bb,M,V7
197,Bb,M,I
198,Bb,M,V
198.75,Bb,M,I
199,Bb,M,V7
201,Bb,M,I
203,Bb,M,V7
205,Bb,M,bVI
207,Bb,M,V7
209,Bb,M,V7
210,Bb,M,?
210.5,Bb,M,V
211,Bb,M,?
211.5,Bb,M,?
212.5,Bb,M,?
213,Bb,M,VIIdim7
217,Bb,M,?
218,Bb,M,V
218.5,Bb,M,V7
219,Bb,M,I
220,Bb,M,V7
220.5,Bb,M,I
221,Bb,M,V7
222,Bb,M,?
222.5,Bb,M,V7
223,Bb,M,I
224,Bb,M,#IIdim7
224.5,Bb,M,I
225,Bb,M,V7
226,Bb,M,V7
227,Bb,M,I
227.5,Bb,M,I
228,Bb,M,V7
228.5,Bb,M,I
229,Bb,M,V7
229.5,Bb,M,V7
230,Bb,M,?
230.5,Bb,M,V7
231,Bb,M,I
231.5,Bb,M,I
232,Bb,M,#IIdim7
232.5,Bb,M,I
233,Bb,M,V7
234,Bb,M,V
234.75,Bb,M,V7
235,Bb,M,?
235.75,Bb,M,V7
236,Bb,M,IV
237,Bb,M,?
237.25,Bb,M,VIIdim
237.75,Bb,M,I
238,Bb,M,?
238.25,Bb,M,?
238.5,Bb,M,V
238.75,Bb,M,V7
239,Bb,M,I
239.167,Bb,M,I
240.167,Bb,M,IV
241.167,Bb,M,?
242.167,Bb,M,?
243,Bb,M,V7
247,Bb,M,I
248,Bb,M,?
248.5,Bb,M,I
249,Bb,M,I
249.5,Bb,M,I
250,Bb,M,VIIdim7
250.5,Bb,M,I
251,Bb,M,IV
252,Bb,M,?
252.5,Bb,M,IV
253,Bb,M,IV
253.5,Bb,M,IV
254,Bb,M,?
254.5,Bb,M,IV
255,Bb,M,VIIdim7
255.5,Bb,M,I
256,Bb,M,?
256.25,Bb,M,?
256.5,Bb,M,V7
257,Bb,M,I
257.167,Bb,M,I
258.167,Bb,M,IV
259.167,Bb,M,?
260.167,Bb,M,?
261.167,Bb,M,V7
262.167,Bb,M,IV
263,Bb,M,VIIdim7
265,Bb,M,V
269,Bb,M,I
270,Bb,M,?
270.5,Bb,M,I
271,Bb,M,?
272,Bb,M,?
272.5,Bb,M,?
273,Bb,M,V7
274,Bb,M,?
274.5,Bb,M,?
275,Bb,M,V
275.5,Bb,M,V7
276,Bb,M,V7
277,Bb,M,I
277.5,Bb,M,I
278,Bb,M,VIIdim
