offset,tonic,key,numeral
1,A,M,I
3.75,A,M,I
4,A,M,VIIdim
4.75,A,M,I
5,A,M,V7
6,A,M,I
9,A,M,I
10,A,M,I
11.75,A,M,I
12,A,M,IV
12.75,A,M,IV
13,A,M,V
14,A,M,V
15,A,M,V7
17,A,M,V
20,A,M,V7
21,A,M,I
22,A,M,I
24,A,M,?
25,A,M,V7
26.5,A,M,V7
27,A,M,V
27.5,A,M,V7
28,A,m,?
28.75,A,M,VIIdim
29,A,M,I
30,A,M,V7
31,A,M,I
33,A,M,I
35,A,M,I
36,A,M,V
36.75,A,M,IV
37,A,M,I
38,A,M,VIIdim
39,A,M,V
39.5,A,M,?
40.75,A,M,V
41,A,M,I
42,A,M,V
42.5,A,M,V7
43,A,M,I
43.5,A,M,I
45,A,M,?
46.5,A,M,V7
47,A,M,I
47.5,A,M,VI
48,A,M,?
49,A,M,IV
51,A,M,IV
53,A,M,?
55,A,M,V7
57,A,M,I
60,A,M,V
60.75,A,M,I
61,A,M,V7
62,A,M,I
65,A,M,I
66,A,M,I
67,A,M,I
68,A,M,IV
68.75,A,M,IV
69,A,M,V
70,A,M,V
71,A,M,V7
76,A,M,V7
77,A,M,V
79,A,M,V7
82,A,M,V7
84,A,M,V7
85,A,M,I
86,A,M,I
88,A,M,?
88.75,A,M,?
89,A,M,V7
90.5,A,M,V7
91,A,M,V
91.5,A,M,V7
92,A,M,IV
92.75,A,M,V7
93,A,M,I
94,A,M,V7
95,A,M,I
97,A,m,V+
99,A,m,I
101,A,m,III
102,A,m,V+7
103,A,m,VI
104,A,m,VI
105,A,m,III
114,A,m,VIIdim7
115,A,m,IV
121,A,m,V+
121.5,A,m,V+
122,A,m,V+7
123,A,m,I
124,A,m,I
125,A,m,V+
133,A,m,V+7
135,A,m,VIIdim7
139,A,m,V+7
141,A,m,VIIdim
145,A,m,I
146,A,m,I
149,A,m,V+7
150,A,m,V+7
151,A,m,VIIdim
153,A,m,I
154,A,m,I
156,A,m,VIIdim7
174,A,m,VIIdim7
176,A,m,VIIdim7
178,A,m,V+
179,A,m,V+
