offset,tonic,key,numeral
1,Eb,M,I
3,Eb,M,VIIdim
8,Eb,M,I
12,Eb,M,I
14,Eb,m,?
16,Eb,M,V
17,Eb,M,I
19,Eb,M,V7
21,Eb,M,I
23,Eb,M,V7
25,Eb,M,I
27,Eb,M,V7
29,Eb,M,V7
32,Eb,M,V7
33,Eb,M,I
35,Eb,M,V7
37,Eb,m,?
39,Eb,M,VIIdim
41,Eb,M,I
42,Eb,m,?
43,Eb,M,V7
44,Eb,M,I
45,Eb,M,I
46,Eb,M,V7
47,Eb,M,V
48,Eb,M,VIIdim
49,Eb,M,I
51,Eb,M,V7
53,Eb,M,I
55,Eb,M,V7
57,Eb,M,I
59,Eb,M,V7
61,Eb,M,V
63,Eb,M,V7
64,Eb,M,V7
65,Eb,M,I
67,Eb,M,V7
69,Eb,m,?
71,Eb,M,VIIdim
73,Eb,M,I
74,Eb,M,V7
75,Eb,M,IV
76,Eb,M,V
77,Eb,M,I
78,Eb,M,I
79,Eb,M,I
81,Eb,M,I
85,Eb,m,?
86,Eb,M,VIIdim
87,Eb,M,I
88,Eb,M,VI
89,Eb,M,V7
91,Eb,M,V
92,Eb,M,V7
94,Eb,M,V
95,Eb,M,V
97,Eb,M,I
100,Eb,M,I
101,Eb,M,IV
102,Eb,M,V7
103,Eb,M,I
104,Eb,M,IV
108,Eb,M,VIIdim
109,Eb,M,I
110,Eb,M,V7
111,Eb,M,I
112,Eb,M,I
113,Eb,M,I
116,Eb,M,I
117,Eb,M,I
118,Eb,M,VIIdim
119,Eb,M,I
120,Eb,M,I
122,Eb,M,IV
123,Eb,m,?
124,Eb,M,VIIdim
125,Eb,M,VI
126,Eb,M,V7
127,Eb,M,V
128,Eb,M,V7
129,Eb,M,I
132,Eb,M,I
133,Eb,m,?
134,Eb,M,VIIdim
135,Eb,M,I
138,Eb,M,VI
139,Eb,M,I
140,Eb,m,?
141,Eb,M,I
142,Eb,M,IV
142.5,Eb,M,VIIdim
143,Eb,M,I
144,Eb,M,IV
145,Eb,M,I
147,Eb,M,V7
149,Eb,M,I
151,Eb,M,V7
153,Eb,M,I
155,Eb,M,?
157,Eb,M,V
158,Eb,M,VIIdim7
159,Eb,M,IV
160,Eb,M,V7
161,Eb,M,I
163,Eb,M,V7
165,Eb,M,I
167,Eb,M,V7
169,Eb,M,I
171,Eb,M,?
173,Eb,M,I
174,Eb,M,V7
175,Eb,M,V7
177,Eb,M,I
179,Eb,M,V7
180,Eb,M,V7
181,Eb,M,I
183,Eb,M,V7
184,Eb,M,V7
185,Eb,M,I
187,Eb,M,?
189,Eb,M,V
191,Eb,M,V7
192,Eb,M,V7
193,Eb,M,I
195,Eb,M,V7
197,Eb,M,I
199,Eb,M,V7
201,Eb,M,I
203,Eb,M,?
205,Eb,M,V
207,Eb,m,ItaVI
210,Eb,m,V+
211,Eb,m,I
212,Eb,m,?
213,Eb,M,V
214,Eb,M,V7
215,Eb,M,V7
216,Eb,M,V7
217,Eb,M,I
218,Eb,M,IV
219,Eb,M,I
220,Eb,M,?
221,Eb,M,I
222,Eb,M,V
223,Eb,M,IV
224,Eb,M,I
225,Eb,M,IV
