offset,tonic,key,numeral
1,Ab,M,I
4,Ab,M,V
4.5,Ab,M,VIIdim7
5,Ab,M,I
5.5,Ab,M,IV
5.75,Ab,M,V7
6,Ab,M,I
6.5,Ab,M,I
7,Ab,M,V
8.5,Ab,M,I
10,Ab,M,?
11,Ab,M,IV
11.5,Ab,M,V
12,Ab,m,?
12.25,Ab,m,?
12.5,Ab,M,V
12.75,Ab,M,V7
13,Ab,M,V
13.5,Ab,M,V
14.5,Ab,M,V7
15,Ab,M,I
15.5,Ab,M,V
16,Ab,M,I
17,Ab,M,I
17.25,Ab,M,?
17.5,Ab,M,V7
18,Ab,M,IV
18.5,Ab,M,V7
19,Ab,M,IV
20,Ab,M,V7
20.25,Ab,M,IV
20.5,Ab,M,V
21,Ab,M,V7
21.5,Ab,M,V
21.75,Ab,M,V7
22,Ab,M,?
22.5,Ab,M,?
23.25,Ab,M,?
23.5,Ab,M,?
24.75,Ab,M,V7
25,Ab,M,I
25.25,Ab,M,IV
25.5,Ab,M,V
26,Ab,M,V
26.5,Ab,M,I
27,Ab,M,IV
27.5,Ab,M,?
28,Ab,M,?
28.5,Ab,M,V
29,Ab,m,?
29.25,Ab,M,V
29.5,Ab,M,I
30,Ab,M,IV
30.5,Ab,M,?
31,Ab,M,?
31.5,Ab,M,V
32,Ab,M,IV
32.25,Ab,M,V
32.5,Ab,M,I
33,Ab,M,?
33.5,Ab,M,V
34,Ab,M,V7
35.5,Ab,M,I
36.5,Ab,m,I
37,Ab,m,?
37.5,Ab,m,I
38.5,Ab,m,I
39,Ab,m,I
42,Ab,m,V+
42.5,Ab,m,?
43,Ab,m,V+7
44.5,Ab,m,I+
45.5,Ab,m,V+7
46,Ab,m,IV
47,Ab,m,V+
48,Ab,m,GerVI
49.5,Ab,m,VIIdim7
51,Ab,m,V+
51.5,Ab,m,V+7
52,Ab,m,I+
53.5,Ab,m,?
55,Ab,m,I+
55.5,Ab,m,I+
56.5,Ab,m,?
58,Ab,m,I+
59.25,Ab,m,V+
59.5,Ab,m,VIIdim7
61,Ab,m,V+7
62.5,Ab,m,?
66,Ab,m,VIIdim7
67,Ab,m,VIIdim7
67.5,Ab,m,VIIdim7
68.5,Ab,m,VIIdim7
69,Ab,m,V+7
69.5,Ab,m,V+7
70.5,Ab,m,I
71.5,Ab,m,I
72,Ab,m,VIIdim
72.5,Ab,m,GerVI
73,Ab,m,V+
74,Ab,m,VIIdim7
77,Ab,m,V+7
79,Ab,m,?
79.5,Ab,M,V
79.75,Ab,M,V
80,Ab,M,V
80.5,Ab,M,I
81.5,Ab,M,V
82,Ab,M,?
83,Ab,M,V
83.5,Ab,M,?
85,Ab,M,V
87,Ab,M,?
88.5,Ab,M,V7
91.5,Ab,M,V7
