offset,tonic,key,numeral
1,Eb,M,I
2,Eb,M,I
3,Eb,M,IV
5,Eb,M,?
7,Eb,M,V7
8,Eb,M,V
9,Eb,M,V7
10,Eb,M,V
11,Eb,M,I
13,Eb,M,I
13.75,Eb,M,?
14,Eb,m,I
14.5,Eb,m,V
15,Eb,m,VI
15.5,Eb,m,IV
16,Eb,m,V+
18,Eb,M,V7
20,Eb,M,V7
21,Eb,M,V7
22,Eb,M,V7
23,Eb,M,I
24,Eb,M,GerVI
25,Eb,M,V
27,Eb,M,V7
27.75,Eb,m,?
28,Eb,M,V7
29,Eb,M,V
29.75,Eb,M,I
30,Eb,M,V7
31,Eb,M,V
31.75,Eb,M,I
32,Eb,M,V7
33,Eb,M,V
33.75,Eb,m,?
34,Eb,M,V7
35,Eb,M,VI
35.75,Eb,M,V7
36,Eb,M,I
37,Eb,M,?
37.75,Eb,M,?
38,Eb,M,IV
39,Eb,M,VIIhdim7
39.75,Eb,M,?
40,Eb,M,?
40.5,Eb,M,I
41,Eb,M,?
41.5,Eb,M,V7
42,Eb,M,I
44,Eb,M,I
48,Eb,M,IV
50,Eb,M,?
52,Eb,M,V
55.5,Eb,M,?
56,Eb,M,?
57.5,Eb,M,V7
58,Eb,m,I
59,Eb,m,IV+
59.5,Eb,m,GerVI
60,Eb,m,V+
62,Eb,M,V7
64,Eb,M,V7
65,Eb,M,V7
66,Eb,M,V7
67,Eb,M,I
68,Eb,M,GerVI
69,Eb,M,V
72,Eb,M,V
73,Eb,M,V
73.5,Eb,m,?
74,Eb,M,V
75,Eb,M,V
75.5,Eb,m,?
76,Eb,M,V7
77,Eb,M,V
77.5,Eb,m,?
78,Eb,M,V7
79,Eb,M,V
79.5,Eb,M,V7
80,Eb,M,I
80.5,Eb,M,I
81.5,Eb,M,V7
82,Eb,M,IV
82.5,Eb,M,V7
83,Eb,M,?
83.5,Eb,M,I
84,Eb,M,V7
84.5,Eb,M,I
85,Eb,M,V7
85.5,Eb,M,V
86,Eb,M,I
88,Eb,M,V
90,Eb,M,I
92,Eb,M,IV
94,Eb,M,?
