offset,tonic,key,numeral
1,Bb,M,VI
5,Bb,M,V7
7,Bb,m,?
9,Bb,M,V7
11,Bb,m,?
13,Bb,M,V7
14,Bb,M,V7
15,Bb,M,I
16,Bb,M,VI
17,Bb,M,IV
18,Bb,M,V
19,Bb,M,I
20,Bb,M,V7
21,Bb,M,V7
23,Bb,m,?
25,Bb,M,V7
27,Bb,m,?
29,Bb,M,V
30,Bb,M,V7
31,Bb,M,I
32,Bb,M,VI
33,Bb,M,?
34,Bb,M,V
35,Bb,M,I
37,Bb,M,V
39,Bb,M,V7
41,Bb,M,I
42.5,Bb,M,?
43,Bb,M,V
44,Bb,M,V
45,Bb,M,V
46,Bb,M,V7
47,Bb,M,I
48,Bb,m,?
48.5,Bb,M,V7
49,Bb,M,V7
51,Bb,M,IV
53,Bb,M,IV
55.5,Bb,M,V7
57,Bb,M,V7
59,Bb,M,IV
61,Bb,M,V7
63.5,Bb,M,I
65,Bb,M,V
67,Bb,M,I
69,Bb,M,V
71,Bb,M,I
73,Bb,M,?
74,Bb,M,V
75,Bb,M,Vaug
75.5,Bb,M,I
79,Bb,M,V7
81,Bb,M,V
83,Bb,M,V7
85,Bb,M,V
86.5,Bb,m,?
88,Bb,M,V
89,Bb,M,I
90,Bb,M,I
91,Bb,M,V7
92.5,Bb,M,V7
93,Bb,M,I
94.5,Bb,M,V
97,Bb,M,I
99,Bb,M,V7
101,Bb,M,I
102,Bb,M,I
102.5,Bb,M,V
103,Bb,M,VI
104,Bb,M,V7
105,Bb,M,V
107,Bb,M,V7
109,Bb,M,?
111,Bb,M,V7
113,Bb,M,I
113.5,Bb,M,VI
114.75,Bb,M,V7
115,Bb,M,V
115.5,Bb,M,VI
116,Bb,M,I
116.5,Bb,M,IV
117,Bb,M,I
118,Bb,M,V7
118.5,Bb,M,I
119,Bb,M,?
119.5,Bb,M,V
120,Bb,M,V
120.5,Bb,M,V7
121,Bb,M,I
123,Bb,M,V7
125,Bb,M,VI
127,Bb,M,V7
129,Bb,M,IV
130,Bb,M,VIIdim
131,Bb,M,I
132,Bb,M,I
133,Bb,M,V7
137,Bb,M,?
139,Bb,M,I
141,Bb,M,?
142,Bb,M,V7
143.5,Bb,M,V7
145,Bb,M,I
147,Bb,M,IV
147.5,Bb,M,V7
148,Bb,M,V
149,Bb,M,?
150.5,Bb,M,?
151,Bb,M,?
153,Bb,M,?
155,Bb,M,?
157,Bb,M,VIIdim7
159,Bb,M,VIIdim7
160,Bb,M,VIIdim7
161,Bb,M,I
163,Bb,M,I
165,Bb,M,V7
167,Bb,M,VIIdim7
169,Bb,M,I
170,Bb,M,VI
171,Bb,M,IV
172,Bb,m,?
173,Bb,M,V
174,Bb,M,V
174.5,Bb,M,V
175,Bb,M,V7
177,Bb,M,I
179,Bb,M,V7
181,Bb,M,I
183,Bb,M,V7
185,Bb,M,I
187,Bb,M,V7
189,Bb,M,I
191,Bb,M,V7
193,Bb,M,I
195,Bb,M,I
196.5,Bb,M,V
197,Bb,m,?
201,Bb,M,I
203,Bb,M,I
205,Bb,M,VIIdim
211,Bb,M,VI
213,Bb,M,?
217,Bb,M,VI
219,Bb,M,V7
221,Bb,m,I+
223,Bb,m,V+7
227,Bb,m,I+
230,Bb,m,V+7
231,Bb,m,IV+
232,Bb,m,V+7
233,Bb,m,I+
234,Bb,m,VIIdim7
235,Bb,m,I+
237,Bb,m,IV+
238,Bb,m,I+
239,Bb,m,IV+
240,Bb,m,V+
241,Bb,m,V+7
242,Bb,m,I+
243,Bb,m,I+
246,Bb,m,V+7
247,Bb,m,IV+
248,Bb,m,V+7
249,Bb,m,I+
250,Bb,m,VIIdim7
251,Bb,m,I+
253,Bb,m,IV+
254,Bb,m,I+
255,Bb,m,IV+
256,Bb,m,V+
257,Bb,m,V+7
258,Bb,m,I+
259,Bb,m,VIIdim
261,Bb,m,V+
262.5,Bb,m,V
263,Bb,m,IV+
