offset,tonic,key,numeral
1,Eb,M,I
3.5,Eb,M,V7
5,Eb,M,I
7.5,Eb,M,V7
9,Eb,M,I
10,Eb,M,VI
11,Eb,M,IV
13,Eb,M,IV
14,Eb,m,?
15,Eb,M,V7
16,Eb,M,I
18,Eb,M,VI
19,Eb,M,?
21,Eb,M,V7
22,Eb,M,I
23,Eb,M,I
24,Eb,M,?
25,Eb,M,IV
26,Eb,m,?
27,Eb,M,V7
28,Eb,M,V7
29,Eb,M,I
30,Eb,M,IV
31,Eb,M,V7
32,Eb,M,?
33,Eb,M,IV
33.5,Eb,M,VIIdim
34,Eb,M,I
35,Eb,M,V7
36,Eb,M,I
37,Eb,m,?
39,Eb,M,V7
40,Eb,M,I
42,Eb,M,VI
43,Eb,M,V7
46,Eb,M,I
47,Eb,M,I
48,Eb,m,?
49,Eb,M,IV
50,Eb,m,?
51,Eb,M,V7
52,Eb,M,I
54,Eb,M,IV
55,Eb,M,I
56,Eb,M,VI
57,Eb,M,V7
58,Eb,M,I
59,Eb,M,I
60,Eb,M,I
61,Eb,M,I
64,Eb,M,V7
66,Eb,M,V7
69,Eb,M,V7
71,Eb,M,I
72,Eb,M,I
73,Eb,M,I
74,Eb,M,I
74.5,Eb,M,V7
75,Eb,M,?
75.5,Eb,M,VIIdim
76,Eb,m,?
78,Eb,M,?
78.5,Eb,m,?
79,Eb,M,V7
79.5,Eb,M,V
81,Eb,M,V7
82,Eb,M,?
82.5,Eb,M,VI
84,Eb,M,V
84.5,Eb,M,VIIhdim7
85.5,Eb,M,I
86,Eb,m,?
86.5,Eb,M,?
87,Eb,M,V
88,Eb,M,I
91,Eb,M,I
93,Eb,M,V
94,Eb,M,I
97,Eb,M,VI
99,Eb,m,?
100,Eb,M,V7
101,Eb,m,I
103,Eb,m,V
105,Eb,m,?
106,Eb,m,V
107,Eb,m,IV
108,Eb,m,?
109,Eb,m,V+
111,Eb,m,V+7
111.5,Eb,m,I
112,Eb,m,V+7
113.5,Eb,m,I
114.5,Eb,m,V+7
115,Eb,m,I
118,Eb,m,IIdim
119,Eb,m,IIdim
120,Eb,m,I
120.5,Eb,m,VIIdim7
121,Eb,m,VIIdim7
124,Eb,m,VIIdim7
125,Eb,m,I
126,Eb,m,IIhdim7
127,Eb,m,V+7
130,Eb,m,IV+
131,Eb,m,IV+
132,Eb,m,V+7
134.5,Eb,m,V+
135,Eb,m,V+7
136,Eb,m,V+7
137,Eb,m,I
138,Eb,m,V+7
139,Eb,m,I
142,Eb,m,V+7
144,Eb,m,I
144.5,Eb,m,VIIdim7
145,Eb,m,VIIdim7
147,Eb,m,I
148,Eb,m,V+7
149,Eb,m,VI
150,Eb,m,?
150.5,Eb,m,VIIdim
151,Eb,m,I
153,Eb,m,V+
154,Eb,m,IV+
155,Eb,m,IV+
156,Eb,m,V+
158,Eb,m,V+
159,Eb,m,V+7
160,Eb,m,V+7
160.5,Eb,m,I
161.5,Eb,m,IV
162,Eb,m,V+
162.5,Eb,m,V+7
163,Eb,m,I
165,Eb,m,I
166,Eb,m,V+7
167,Eb,m,V+
168,Eb,m,I
169,Eb,m,I
172,Eb,m,V+
173,Eb,m,V+
174,Eb,m,I
175,Eb,m,I
177,Eb,m,IV
178,Eb,m,V+
179,Eb,m,V+
180,Eb,m,I
181,Eb,m,VI
181.5,Eb,m,V+7
182,Eb,m,IV
183,Eb,m,IIdim
184,Eb,m,V+7
185,Eb,m,V+7
187,Eb,m,I
190,Eb,m,I
193,Eb,m,I
196,Eb,m,I
197,Eb,m,V+7
199,Eb,m,I
202,Eb,m,I
205,Eb,m,I
206,Eb,m,I+
208,Eb,m,I
209,Eb,m,V+7
215,Eb,m,V+7
217,Eb,M,I
219.5,Eb,M,V7
221,Eb,M,I
223.5,Eb,M,V7
225,Eb,M,I
226.5,Eb,M,VI
227,Eb,M,IV
229,Eb,M,IV
230,Eb,M,VIIdim
232,Eb,M,I
234,Eb,M,VI
235,Eb,M,?
236,Eb,m,?
237,Eb,M,VIIdim
238,Eb,M,I
239,Eb,M,I
240,Eb,M,V7
241,Eb,M,IV
242,Eb,m,?
243,Eb,M,V7
244,Eb,M,V7
245,Eb,M,I
247,Eb,M,IV
249,Eb,M,V7
250,Eb,M,V7
251,Eb,M,I
252,Eb,M,I
252.5,Eb,M,V7
253,Eb,M,IV
254,Eb,m,?
256,Eb,M,V7
257,Eb,M,I
258,Eb,M,VIIhdim7
259,Eb,m,?
260,Eb,m,?
262,Eb,M,I
265,Eb,M,V7
266,Eb,M,I
267,Eb,M,I
268,Eb,M,IV
269,Eb,M,IV
270,Eb,M,?
271,Eb,M,V
272,Eb,M,I
273,Eb,M,I
274,Eb,M,V7
275,Eb,M,V7
276,Eb,M,V7
277,Eb,M,I
279,Eb,M,V7
280,Eb,M,I
281,Eb,M,I
282,Eb,M,I
283,Eb,M,I
285,Eb,M,V7
286,Eb,M,?
287,Eb,M,VIIdim
289,Eb,M,?
290,Eb,M,?
292,Eb,M,V7
293,Eb,M,V7
295,Eb,M,?
298,Eb,M,V7
299,Eb,M,V7
301,Eb,M,?
302,Eb,M,?
304,Eb,M,V7
305,Eb,M,V7
307,Eb,m,I
310,Eb,m,I
313,Eb,m,V+7
315,Eb,m,I+
316,Eb,m,IV
317,Eb,m,IV
318,Eb,m,IV
319,Eb,m,I
320,Eb,m,I
321,Eb,m,I
322,Eb,m,I
323,Eb,m,VI
324,Eb,m,I
324.5,Eb,m,I
325,Eb,m,I
326,Eb,m,IV
327,Eb,m,V+
328,Eb,m,I
329,Eb,m,I
330,Eb,m,I
331,Eb,m,I
332,Eb,m,IV
333,Eb,m,V+7
334,Eb,m,I
335,Eb,m,I
336,Eb,m,I
337,Eb,M,?
340,Eb,M,V7
343,Eb,M,?
344,Eb,M,IV
345,Eb,m,?
346,Eb,M,V7
347,Eb,M,I
348,Eb,M,I
349,Eb,M,?
361,Eb,M,?
373,Eb,m,GerVI
385,Eb,m,V+
390,Eb,m,V+
391,Eb,M,I
393.5,Eb,M,V7
395,Eb,M,I
397.5,Eb,M,V7
399,Eb,M,I
404,Eb,M,I
407,Eb,M,VI
408,Eb,m,?
409,Eb,M,IV
410,Eb,M,IV
410.5,Eb,M,VIIdim
411,Eb,M,I
412.5,Eb,M,I
414,Eb,M,V7
415,Eb,m,?
415.5,Eb,M,I
416,Eb,M,IV
416.667,Eb,M,V7
417,Eb,M,I
419,Eb,M,VI
420,Eb,M,V7
420.5,Eb,M,V7
421,Eb,M,IV
421.5,Eb,M,I
422,Eb,m,?
422.5,Eb,M,VIIdim
423,Eb,M,I
424,Eb,M,VIIdim
432,Eb,m,?
435,Eb,M,?
444,Eb,M,VIIdim7
447,Eb,M,V7
457,Eb,M,IV
458.5,Eb,M,IV
459,Eb,M,IV
468,Eb,m,?
470.5,Eb,m,IV
471,Eb,m,V+7
473.5,Eb,m,IV
474,Eb,m,V+7
477,Eb,m,?
480,Eb,m,V+
481,Eb,m,III
482.5,Eb,m,I
483,Eb,m,I
483,Eb,m,V+7
485,Eb,M,V7
486,Eb,M,I
488,Eb,M,IV
489,Eb,M,V7
490,Eb,M,V7
491,Eb,M,V7
493,Eb,M,I
494,Eb,m,?
495,Eb,M,IV
496,Eb,m,?
497,Eb,M,VIIdim7
498,Eb,M,V7
499,Eb,M,I
500,Eb,M,VI
501,Eb,M,I
502,Eb,M,VIIhdim7
503,Eb,M,V7
504,Eb,M,I
505,Eb,M,VIIdim
505.5,Eb,M,I
506,Eb,m,?
506.5,Eb,M,?
507,Eb,M,III
507.5,Eb,M,IV
508,Eb,M,V
509,Eb,m,?
509.5,Eb,M,VIIdim
510,Eb,m,?
510.5,Eb,M,?
511,Eb,M,V
512,Eb,M,I
512.5,Eb,M,VI
513,Eb,M,I
513.5,Eb,m,?
515.5,Eb,M,V7
516,Eb,M,V7
517.5,Eb,M,?
519,Eb,m,?
520,Eb,m,?
521,Eb,M,V7
522,Eb,M,I
525,Eb,M,V7
528,Eb,M,I
534,Eb,M,V7
537,Eb,M,V7
540,Eb,M,I
543,Eb,M,I
545.5,Eb,M,V7
546,Eb,M,I
548,Eb,M,I
552,Eb,M,V7
554.5,Eb,M,I
555,Eb,M,V
557,Eb,M,V7
558,Eb,M,I
558.5,Eb,M,V7
562,Eb,M,V7
564,Eb,M,IV
565.5,Eb,m,?
567,Eb,M,V
568,Eb,M,V7
570,Eb,M,?
571,Eb,M,VI
572,Eb,M,V7
573.5,Eb,M,V
574,Eb,M,V7
576,Eb,M,I
579,Eb,m,IIdim
581,Eb,m,V+
582,Eb,m,I
583,Eb,m,VIIdim
585,Eb,m,I
586,Eb,m,V+7
587,Eb,m,?
587.5,Eb,m,I
588,Eb,m,V+7
589,Eb,m,I
591,Eb,m,?
593,Eb,M,V
594,Eb,M,I
595,Eb,M,IV
596,Eb,M,V
597,Eb,M,I
598,Eb,m,?
599,Eb,M,VIIdim
599.5,Eb,M,I
600,Eb,M,VIIdim
602.5,Eb,M,VIIdim7
603,Eb,M,I
606,Eb,M,VIIdim7
612,Eb,M,V7
613,Eb,M,I
614,Eb,M,IV
615,Eb,M,I
617,Eb,m,?
618,Eb,M,IV
620,Eb,M,IVaug
621,Eb,m,?
621.5,Eb,M,VIIdim
622.5,Eb,m,?
623,Eb,M,?
624.5,Eb,M,VIIdim
625.5,Eb,M,I
626.5,Eb,M,VIIdim
627,Eb,M,I
630,Eb,M,VIIdim7
633,Eb,M,VIIdim7
635,Eb,M,I
635.5,Eb,M,VIIdim
637,Eb,M,I
638,Eb,M,?
639,Eb,M,I
641,Eb,m,?
642,Eb,M,IV
644,Eb,M,IVaug
646.5,Eb,m,?
647,Eb,M,VIIdim
648,Eb,M,VIIdim7
648.5,Eb,M,VI
649.5,Eb,m,?
650,Eb,M,V
650.5,Eb,M,V7
651,Eb,M,I
653,Eb,M,V7
654,Eb,M,V
655,Eb,M,V
656,Eb,M,I
657,Eb,M,I
659,Eb,M,V7
660,Eb,M,V
661,Eb,M,V
662,Eb,M,I
665,Eb,M,V7
666,Eb,M,V
667,Eb,M,V
668,Eb,M,I
669,Eb,M,I
672,Eb,M,V7
673,Eb,M,V7
675,Eb,M,I
