offset,tonic,key,numeral
1,G,M,I
8,G,M,V7
10,G,M,I
11,G,M,V
12,G,M,V
14,G,M,V7
18,G,M,V7
19,G,M,I
20,G,M,?
22,G,M,V7
23,G,M,I
26,G,M,I
29,G,M,V
32,G,M,V
35,G,M,V
41,G,M,V7
43,G,M,V7
43.5,G,M,?
44,G,M,I
44.5,G,M,?
45,G,M,V7
46.5,G,M,V7
47,G,M,IV
49.5,G,M,?
50,G,M,V
51,G,M,V
52,G,M,I
59,G,M,V7
61,G,M,I
62,G,M,V
63,G,M,V
65,G,M,VIIdim
68,G,M,?
71,G,M,V
74,G,M,V
77,G,M,V
77.5,G,M,?
78,G,M,V7
79,G,M,I
79.5,G,M,I
79.5,G,M,V7
80,G,M,V
83,G,M,I
86,G,M,?
89,G,M,V
91,G,M,V7
92,G,M,I
95,G,M,V7
97.5,G,M,V7
98,G,M,I
100.5,G,m,?
101,G,M,IV
101.5,G,M,V7
102,G,M,V
102.5,G,M,IV
103,G,M,?
103.5,G,M,V7
104,G,M,I
105,G,M,I
107,G,M,V7
110,G,M,I
111.5,G,m,?
112,G,M,IV
112.5,G,M,V7
113,G,M,V
113.5,G,M,?
114,G,M,VI
114.5,G,M,?
115,G,M,V
115.5,G,M,V7
116,G,M,I
117,G,M,V
118,G,M,V7
119,G,M,V
122,G,M,I
123,G,M,I
125,G,M,V
126,G,M,V
127,G,M,V7
128,G,M,I
131,G,M,I
134,G,M,V
137,G,M,I
140,G,M,V7
143,G,M,V7
146,G,M,IV
149,G,M,ItaVI
152,G,M,V
155,G,M,V7
158,G,M,V
161,G,M,V
167,G,M,V7
170,G,M,I
171,G,M,?
172,G,M,I
172,G,M,V7
173,G,M,V
176,G,M,V
179,G,M,?
182,G,M,I
183,G,M,I
184,G,M,I
185,G,M,V
187,G,M,I
188,G,M,V
190,G,M,I
191,G,M,V
194,G,M,V
196,G,M,V7
197,G,M,I
200,G,M,V
203,G,M,V7
206,G,M,IV
209,G,M,V7
212,G,M,I
215,G,M,V7
218,G,M,I
221,G,M,V7
224,G,M,I
227,G,M,V7
230,G,M,I
232,G,M,V7
233,G,M,V7
236,G,M,I
238,G,M,V7
239,G,M,V
241,G,M,V7
242,G,M,I
243,G,M,I
245,G,M,I
248,G,M,I
250,G,M,I
254,G,M,?
257,G,M,VI
260,G,M,I
263,G,M,VIIdim
266,G,M,VIIhdim7
269,G,M,V7
