offset,tonic,key,numeral
0.5,D,M,I
1.5,D,M,I
3.5,D,M,V
7.5,D,M,I
11.5,D,M,V
13.5,D,M,V
14.5,D,M,V7
15.5,D,M,I
16.5,D,M,I
18.5,D,M,IV
19.5,D,M,I
20.5,D,M,I
25,D,M,V7
25.5,D,M,IV
26,D,M,IV
26.5,D,M,I
27.5,D,M,I
29.5,D,M,V
31.5,D,M,V
33,D,M,V7
33.5,D,M,I
34.5,D,M,I
37.5,D,M,I
39.5,D,M,V
40.5,D,M,I
41.5,D,M,V7
43.5,D,M,I
45.5,D,M,I
46.5,D,M,V7
47,D,M,I
47.5,D,M,I
48.5,D,M,V
49.5,D,M,V
50.5,D,M,V7
51,D,M,VIIdim7
51.5,D,M,I
52.5,D,M,I
55.5,D,M,I
57,D,M,V7
57.5,D,M,IV
58,D,M,?
58.5,D,M,I
59,D,M,?
59.5,D,M,I
60.5,D,M,V7
60.5,D,M,VI
61.5,D,M,IV
62.5,D,M,I
63,D,M,?
63.5,D,M,I
64.5,D,M,V7
65,D,M,I
65.5,D,M,V7
67.5,D,M,V7
69.5,D,M,I
70.5,D,M,I
73.5,D,M,I
75.5,D,M,V7
77.5,D,M,V7
79.5,D,M,I
81.5,D,M,I
82.5,D,M,V
83,D,M,VI
83.5,D,M,V
84.5,D,M,V7
85,D,M,V
85.5,D,M,V7
87.5,D,M,I
88.5,D,M,I
91.5,D,M,I
93.5,D,M,IV
94.5,D,M,I
95,D,M,I
97.5,D,M,IV
98.5,D,M,I
99,D,M,I
99.5,D,M,I
101.5,D,M,V7
103.5,D,M,V7
104.5,D,M,V7
105.5,D,M,I
106.5,D,M,I
109.5,D,M,I
110.5,D,M,V7
111,D,M,I
111.5,D,M,V7
113.5,D,M,V7
114.5,D,M,VI
115,D,M,V7
115.5,D,M,I
119.5,D,M,V
121.5,D,M,V7
123.5,D,M,V
124,D,M,V
124.5,D,M,V7
125.5,D,M,I
127,D,M,V7
127.5,D,M,IV
128,D,M,IV
128.5,D,M,I
131,D,M,V7
131.5,D,M,IV
132,D,M,IV
132.5,D,M,I
135.5,D,M,V
137.5,D,M,V7
139.5,D,M,V7
140.5,D,M,I
141.5,D,M,V7
142.5,D,M,I
145.5,D,M,I
146.5,D,M,?
147,D,M,?
147.5,D,M,V
148,D,M,?
148.5,D,M,V
149.5,D,M,V
150.5,D,M,I
151,D,M,V7
151.5,D,M,VI
152.5,D,M,VI
154.5,D,M,I
154.5,D,M,V7
155,D,m,VIIdim7
155,D,M,I
155.5,D,m,I
156,D,m,V+7
156.5,D,m,VI
157.5,D,m,V+
158,D,m,V+
159,D,m,V+7
159.5,D,m,I
160.5,D,m,I
163.5,D,M,V7
164.5,D,M,?
165,D,M,V7
165.5,D,M,IV
166.5,D,M,V7
167.5,D,M,V7
169.5,D,M,IV
171.5,D,M,?
173,D,M,VI
173.5,D,M,V7
174,D,M,V7
174.5,D,M,I
175,D,M,?
175.5,D,M,?
176.5,D,M,?
177,D,M,V7
178.5,D,M,I
181.5,D,M,I
182.5,D,M,V7
183.5,D,M,V7
184.5,D,M,I
186.5,D,M,I
187,D,M,V7
187.5,D,M,I
187.875,D,M,V7
188.5,D,M,I
191.5,D,M,?
192.5,D,M,V7
193.5,D,M,V7
195.5,D,M,I
196.5,D,M,I
197.5,D,M,I
198.5,D,M,I
199.5,D,M,I
201.5,D,M,IV
205,D,M,V7
205.5,D,M,IV
206.5,D,M,I
209.5,D,M,V7
212.875,D,M,V7
213.5,D,M,I
214.5,D,M,I
215.5,D,m,I+
219.75,D,m,I+
221.25,D,m,I+
221.5,D,m,V+7
223.5,D,m,I+
225,D,m,I+
225.5,D,m,V+
226.5,D,m,V
227.5,D,m,V+7
228.5,D,m,?
229.5,D,m,V+7
230.5,D,m,I+
231.5,D,m,I+
232.5,D,M,GerVI
233.5,D,M,V
235.5,D,M,I
237,D,M,I
237.5,D,M,V7
238.5,D,M,V7
239.5,D,M,I
241,D,M,I
241.5,D,M,V
242.5,D,M,V
243.5,D,M,I
244.5,D,M,I
245,D,M,I
245.5,D,M,V7
247.5,D,M,I
248.5,D,M,I
249,D,M,I
249.5,D,M,V
250.5,D,M,?
251.5,D,M,V7
252.5,D,M,?
253.5,D,M,V7
254.5,D,M,I
255.5,D,M,IV
257.5,D,M,V7
259.5,D,M,IV
261.5,D,M,I
262.5,D,M,?
263.5,D,M,V7
264.5,D,M,?
265.5,D,M,V7
266.5,D,M,IV
267.5,D,M,V7
268.5,D,M,?
269.5,D,M,V7
270.5,D,M,I
271.5,D,M,V7
272.5,D,M,?
273.5,D,M,V7
274.5,D,M,I
274.5,D,M,I
275.5,D,M,V7
280.5,D,M,bVI
281.5,D,M,V7
282.5,D,M,V7
283.5,D,M,I
287.5,D,M,V
288.5,D,M,V
289,D,M,V7
289.5,D,M,I
290,D,M,V
290.5,D,M,I
291.5,D,M,I
293.5,D,M,V7
294.5,D,M,V7
295.5,D,M,V7
296.5,D,M,V
297.5,D,M,V7
299.5,D,M,I
