offset,tonic,key,numeral
1,a,M,?
2,a,M,?
4,a,M,V7
5,a,M,V7
7,a,M,?
8,a,M,?
10,a,M,V7
12,a,M,V7
13,a,M,?
14,a,M,?
16,a,M,V
17,a,M,V
19,a,M,V
20,a,M,V7
22,a,M,?
23.5,a,M,?
25,a,M,V
26,a,M,V
28,a,M,VIIdim
29,a,M,VIIdim
30.5,a,M,?
34,a,M,V7
35,a,M,V7
36,a,M,V7
37,a,M,?
38,a,M,?
40,a,M,V
41,a,M,V
43,a,M,V7
46,a,M,?
47,a,M,?
49,a,M,V
52,a,M,VIIdim
53,a,M,VIIdim
55,a,M,?
58,a,M,V
59,a,M,V
60.5,a,M,?
61,a,M,?
62,a,M,?
64,a,M,V
65,a,M,V
66,a,M,?
67,a,M,?
70,a,M,V7
72.5,a,M,?
73,a,M,V
75,a,M,V7
76,a,M,?
77.5,a,M,V7
78.5,a,M,?
82,a,M,V
83,a,M,V
84.5,a,M,?
85,a,M,?
86,a,M,?
88,a,M,V
89,a,M,V
90.5,a,M,?
91,a,M,?
94,a,M,V
96,a,M,?
97,a,M,V
99,a,M,V7
100,a,M,?
103,a,M,?
105,a,M,?
106,a,M,V
109,a,M,V
111,a,M,V7
112,a,M,?
115,a,M,?
117,a,M,?
118,a,M,V
120,a,M,?
121,a,M,?
122,a,M,V
123,a,M,V
124,a,M,?
124.5,a,M,ItaVI
125,a,M,V
125.5,a,M,ItaVI
126,a,M,V
126.5,a,M,?
127,a,M,?
130,a,M,V
130.5,a,M,ItaVI
131,a,M,V
131.5,a,M,ItaVI
132,a,M,V
133,a,M,V
136,a,M,?
136.5,a,M,GerVI
137,a,M,V
137.5,a,M,GerVI
138,a,M,V
138.5,a,M,?
139,a,M,V
141,a,M,V7
141.5,a,M,?
142,a,M,?
143,a,M,V7
144,a,M,I
145,a,M,IV
146,a,M,V
147,a,M,V
148,a,M,I
149,a,M,I
152,a,M,?
154,a,M,I
156,a,M,I
157,a,M,VIIdim
160,a,M,I
163,a,M,V
165.5,a,M,?
166,a,M,IV
167,a,M,VIIhdim7
168,a,M,V7
169,a,M,?
169.5,a,M,VIIdim
170,a,M,I
170.5,a,M,IV
171,a,M,I
172,a,M,?
174,a,M,?
175,a,M,V
177,a,M,V
178,a,M,?
180,a,M,?
181,a,M,V
183,a,M,?
184,a,M,?
186,a,M,?
187,a,M,?
189,a,M,?
192,a,M,?
195,a,M,?
198,a,M,?
202,a,M,?
205,a,M,?
207,a,M,VIIdim7
208,a,M,?
211,a,M,?
212,a,M,?
213,a,M,?
216,a,M,?
219,a,M,?
222,a,M,?
225,a,M,?
229,a,M,II
232,a,M,?
235,a,M,VIIdim
236,a,M,VIIdim
237.5,a,M,VIIdim
238,a,M,V
241,a,M,I
243,a,M,?
244,a,M,IV
247,a,M,ItaVI
248,a,M,V
249,a,M,V7
250,a,M,V
254,a,M,V
255,a,M,V7
256,a,M,?
257,a,M,IV
258,a,M,?
259,a,M,VIIdim7
260,a,M,III
261,a,M,?
262,a,m,I
263,a,M,?
264,a,M,?
265,a,M,V7
266,a,M,?
267,a,M,V7
268,a,M,?
269,a,M,?
271,a,M,V7
272,a,M,V7
274,a,M,?
275,a,M,?
277,a,M,V7
279,a,M,V7
280,a,M,?
281,a,M,?
283,a,M,V
284,a,M,V
286,a,M,V
287,a,M,V7
289,a,M,?
290.5,a,M,?
292,a,M,V
295,a,M,V
297.5,a,M,?
301,a,M,V7
303,a,M,V7
304,a,M,?
307,a,M,V
310,a,M,VIIdim
313,a,M,?
314.5,a,M,?
316,a,M,III
319,a,M,V
321.5,a,M,?
325,a,M,V
328,a,M,?
329,a,M,?
331,a,M,V
333.5,a,M,?
334,a,M,?
337,a,M,V
338,a,M,V7
339,a,M,?
340,a,M,V
343,a,M,?
344.5,a,M,V7
345.5,a,M,?
349,a,M,V
352,a,M,?
355,a,M,V
357.5,a,M,?
358,a,M,?
361,a,M,V
363,a,M,?
364,a,M,V
367,a,M,?
368,a,M,?
370,a,M,V7
372,a,M,V7
373,a,M,III
382,a,M,V7
391,a,M,V
394,a,M,I
396,a,M,VIIdim
396.5,a,M,I
397,a,M,?
398.5,a,M,VIIdim
399,a,M,VI
399.5,a,M,VIIdim
400,a,M,I
401.5,a,M,?
402,a,M,VIIdim
402.5,a,M,I
403,a,M,?
404.5,a,M,VIIdim
405,a,M,VI
405.5,a,M,VIIdim
406,a,M,V
406.5,a,M,I
407,a,M,V
407.5,a,M,VIIdim
408,a,M,V
408.5,a,M,I
409,a,M,?
409.5,a,M,VIIdim
410,a,M,?
410.5,a,M,VI
411,a,M,V
411.5,a,M,V
412,a,M,V7
412.5,a,M,IV
413,a,M,?
413.5,a,M,?
414,a,M,V
414.5,a,M,?
415,a,M,I
415.5,a,M,?
416,a,M,I
417,a,M,V7
418,a,M,V
418.5,a,M,V
419,a,M,V7
420,a,M,I
421,a,M,V7
422,a,M,I
423,a,M,V
424,a,M,VI
424.5,a,M,IV
425,a,M,V7
425.5,a,M,?
426,a,M,V7
426.5,a,M,V7
427,a,M,I
428,a,M,?
429,a,M,V7
434,a,M,V7
440,a,M,V7
442,a,M,V7
445,a,M,?
446,a,M,?
448,a,M,?
449,a,M,IV
449.5,a,M,?
450,a,M,?
450.5,a,M,?
451,a,M,?
452,a,M,?
453,a,M,?
453.5,a,M,?
454,a,M,?
456,a,M,?
460,a,M,?
461,a,M,?
466,a,M,?
469,a,M,I
470,a,M,?
471,a,M,?
471.5,a,M,V
472,a,M,I
473,a,M,?
474,a,M,?
474.5,a,M,V
475,a,M,I
476,a,M,?
478,a,M,?
479,a,M,?
482,a,M,?
484,a,M,?
484.5,a,M,?
485,a,M,V
487,a,M,?
488,a,M,?
490,a,M,?
494,a,M,V7
496,a,M,?
499,a,M,V7
502,a,M,?
