offset,tonic,key,numeral
1,c,M,?
2,c,M,?
4,c,M,V
5,c,M,I
7,c,M,IV
8,c,M,I
10,c,M,?
11,c,M,?
12,c,M,V
13,c,M,?
16,c,M,?
17,c,M,?
19,c,M,?
20,c,m,V+
21,c,m,V+
22,c,m,V+7
23,c,M,?
26,c,m,V+
29,c,m,V+
38,c,M,?
41,c,M,?
43,c,m,V+7
44,c,M,?
46,c,m,V+7
47,c,M,?
49,c,m,V+7
50,c,M,?
52,c,M,I
53,c,M,I
65,c,M,I
67,c,m,V+7
68,c,M,I
70,c,m,V+7
71,c,M,I
72,c,M,?
73,c,M,?
73,c,m,V+7
74,c,M,bVI
76,c,m,V+7
77,c,m,V+
78,c,M,?
79,c,M,?
80,c,M,?
81,c,m,V+
82,c,M,?
83,c,m,V+
86,c,M,?
87,c,M,?
88,c,M,?
89,c,m,V+
90,c,m,V+
91,c,M,?
92,c,M,?
93,c,M,?
94,c,M,?
95,c,m,V+
96,c,m,V+
97,c,M,?
98,c,m,V+
99,c,m,V+
100,c,M,?
101,c,M,?
103,c,M,V
104,c,M,I
106,c,M,IV
107,c,M,I
109,c,M,?
110,c,M,?
111,c,M,I
111,c,M,V
112,c,M,?
112,c,M,bVI
113,c,m,V+7
116,c,M,?
117,c,m,V+
117,c,m,V+
118,c,M,?
118,c,M,GerVI
119,c,m,V+7
122,c,M,?
123,c,M,?
124,c,M,?
125,c,M,?
126,c,M,I
127,c,M,GerVI
128,c,M,?
129,c,m,V+
130,c,m,V+7
131,c,M,?
132,c,M,?
132,c,m,V+
133,c,m,V+
137,c,M,?
138,c,m,V+
140,c,M,?
141,c,m,V+
142,c,M,V7
144,c,m,V+
146,c,m,V+7
149,c,m,V+7
150.5,c,m,V+7
152,c,M,?
155,c,M,?
158,c,M,I
165,c,M,I
169,c,M,I
170,c,m,V+7
177,c,m,V+7
181,c,M,VIIdim
182,c,M,I
188,c,M,?
191,c,M,V7
194,c,M,V7
200,c,M,V
205,c,M,V7
206,c,M,I
209,c,M,IV
211,c,M,?
212,c,M,V
214,c,M,V7
215,c,M,I
216.5,c,M,V7
218,c,M,I
225,c,M,I
229,c,M,V
230,c,M,V7
236,c,M,V7
237,c,M,V7
241,c,M,V7
242,c,M,V7
248,c,M,I
254,c,M,V7
271,c,M,V7
271.5,c,M,V7
272,c,M,I
275,c,M,IV
277,c,M,?
278,c,M,V
280,c,M,V7
281,c,M,I
282.5,c,M,V7
284,c,M,III
286,c,M,?
287,c,M,?
288.5,c,M,?
290,c,M,?
293,c,M,?
296,c,m,V+
