offset,tonic,key,numeral
1,c,M,?
10,c,M,V7
11,c,M,?
12,c,M,V
13,c,M,?
14,c,M,V
18,c,M,?
22,c,M,?
25.5,c,M,?
26,c,M,V
27,c,M,ItaVI
28,c,M,V
29,c,M,V
30,c,M,?
38,c,m,V+7
40,c,M,?
42,c,M,?
44,c,M,III
46,c,M,?
48,c,M,?
49,c,M,ItaVI
50,c,M,V
54,c,M,?
58,c,M,?
59.5,c,M,V7
60.5,c,M,?
61.5,c,M,V
62,c,M,?
63,c,M,ItaVI
64,c,M,V
65,c,M,V
66,c,M,?
74,c,M,I
78,c,M,V7
82,c,M,I
84,c,M,?
86,c,M,V
88,c,M,V7
90,c,M,?
92,c,M,?
94,c,M,VIIdim7
96,c,M,I
98,c,M,?
99,c,M,?
100,c,M,V
101,c,M,V7
102,c,M,I
104,c,M,I
108,c,M,V7
110,c,M,V
114,c,M,V7
118,c,M,V
122,c,M,I
126,c,M,V
130,c,M,V7
134,c,M,V
136,c,M,V7
138,c,M,VI
140,c,M,V
141,c,M,V7
142,c,M,I
146,c,M,V7
150,c,M,I
152,c,M,?
154,c,M,V
156,c,M,V7
158,c,M,V7
160,c,M,?
162,c,M,VIIdim
163,c,M,V7
164,c,M,I
165,c,M,Iaug
166,c,M,IV
167,c,M,?
168,c,M,V7
170,c,M,I
172,c,M,I
178,c,M,?
186,c,M,V7
187,c,M,?
188,c,M,V
189,c,M,?
190,c,M,V
194,c,M,?
198,c,M,?
201.5,c,M,?
202,c,M,V
203,c,M,ItaVI
204,c,M,V
205,c,M,V
206,c,M,?
210,c,M,?
218,c,M,V7
219,c,M,?
220,c,M,V
221,c,M,?
222,c,M,V
226,c,M,?
230,c,M,?
232.5,c,M,?
234,c,M,?
235,c,M,?
236,c,M,V7
237,c,M,V7
238,c,M,?
242,c,M,V
243,c,M,V7
244,c,M,?
246,c,M,?
248,c,M,III
250,c,M,?
252,c,M,?
253,c,M,ItaVI
254,c,M,V
258,c,M,?
262,c,M,?
263.5,c,M,V7
264.5,c,M,?
265.5,c,M,V
266,c,M,?
267,c,M,ItaVI
268,c,M,V
269,c,M,V
270,c,M,?
274,c,M,V7
276,c,M,?
278,c,M,V7
280,c,M,III
282,c,M,?
284,c,M,GerVI
286,c,M,V
287,c,M,V7
288,c,M,?
289,c,M,?
290,c,M,?
295,c,M,I
295.5,c,M,V7
296.5,c,M,?
297.5,c,M,V
298,c,M,?
299,c,M,?
300,c,M,V
301,c,M,V7
302,c,M,?
314,c,M,I
318,c,M,IV
319,c,M,I
320,c,M,IV
321,c,M,III
322,c,M,?
323,c,M,I
324,c,M,VIIdim
325,c,M,?
326,c,M,V
328,c,M,V7
330,c,M,I
334,c,M,V
338,c,M,I
343,c,M,IV
344,c,M,I
350,c,M,V
351,c,M,I
352,c,M,V7
353,c,M,I
354,c,M,IV
355,c,M,I
356,c,M,IV
357,c,M,?
358,c,M,?
359,c,M,I
360,c,M,VIIdim
361,c,M,?
362,c,M,V
364,c,M,V7
366,c,M,I
370,c,M,I
374,c,M,?
376,c,M,?
382,c,M,V
383,c,M,?
384,c,M,?
385,c,M,?
386,c,M,V
390,c,M,?
394,c,M,?
397.5,c,M,?
398,c,M,V
399,c,M,GerVI
400,c,M,V
401,c,M,V
402,c,M,?
406,c,M,?
410,c,M,V7
412,c,M,?
414,c,M,?
416,c,M,III
418,c,M,?
420,c,M,?
421,c,M,ItaVI
422,c,M,V
426,c,M,?
432.5,c,M,?
433.5,c,M,?
434,c,M,?
435,c,M,GerVI
436,c,M,V
437,c,M,V
438,c,M,?
442,c,M,V7
444,c,M,?
446,c,M,?
448,c,M,III
450,c,M,?
451,c,M,?
452,c,M,?
453,c,M,FreVI
454,c,M,V
458,c,M,?
463.5,c,m,I
464.5,c,M,?
465.5,c,M,?
466,c,M,?
467,c,M,ItaVI
468,c,M,V
469,c,M,V
470,c,M,?
472,c,M,?
474,c,M,V
478,c,M,?
482,c,M,V
484,c,M,?
486,c,M,V7
494.5,c,M,?
498,c,M,I
498.5,c,M,I
502,c,M,V7
506,c,M,I
508,c,M,?
510,c,M,V
512,c,M,V
514,c,M,V7
518,c,M,V7
522,c,M,?
523,c,M,?
524,c,M,V
525,c,M,V7
526,c,M,I
530,c,M,I
534,c,M,V7
538,c,M,I
539,c,M,V
541,c,M,V7
542,c,M,V
546,c,M,V7
548,c,M,?
550,c,M,V
552,c,M,I
554,c,M,?
555,c,M,?
556,c,M,V7
557,c,M,V7
558,c,M,I
561.5,c,M,?
562,c,M,V7
564,c,M,?
566,c,M,V7
568,c,M,I
570,c,M,?
574,c,M,V
576,c,M,V7
578,c,M,I
582,c,M,I
586,c,M,V
590,c,M,V7
594,c,M,?
598,c,M,?
602,c,M,V7
610,c,M,III
614,c,M,III
618,c,M,V7
625,c,M,V7
626,c,M,?
634,c,M,ItaVI
642,c,M,V
643,c,M,V
644,c,M,?
646,c,M,?
647,c,M,?
648,c,M,?
649,c,M,?
650,c,M,V
652,c,M,?
654,c,M,?
655,c,M,?
656,c,M,VIIdim
657,c,M,?
658,c,M,V
659,c,M,V
660,c,M,?
666,c,M,V
668,c,M,?
682,c,M,?
690,c,M,V7
691,c,M,?
692,c,M,V
693,c,M,?
694,c,M,V
698,c,M,?
702,c,M,?
704.5,c,M,?
706,c,M,V
707,c,M,GerVI
708,c,M,V
709,c,M,V
710,c,M,?
714,c,M,V7
717,c,M,?
718,c,M,V7
721,c,M,III
722,c,M,?
724,c,M,?
725,c,M,ItaVI
726,c,M,V
730,c,M,?
735.5,c,M,V7
736.5,c,M,?
737.5,c,M,V
738,c,M,?
739,c,M,ItaVI
740,c,M,V
741,c,M,V
742,c,M,?
745,c,M,V7
746,c,M,?
749,c,M,V7
750,c,M,?
753,c,M,V
754,c,M,?
755,c,M,V
756,c,M,?
757,c,M,V
758,c,M,?
760,c,M,V7
762,c,M,?
762.5,c,M,?
764,c,M,?
766,c,M,V
770,c,M,V
774,c,M,?
776,c,M,V7
778,c,M,?
780,c,M,?
782,c,M,?
786,c,M,GerVI
790,c,M,V
794,c,M,V
798,c,M,?
801,c,M,?
802,c,M,V7
805,c,M,V7
806,c,M,?
809,c,M,?
810,c,M,?
811,c,M,?
812,c,M,V
813,c,M,V7
814,c,M,?
818,c,M,V7
819,c,M,V7
820,c,M,V7
821,c,M,V7
822,c,M,?
830,c,M,?
838,c,M,V
842,c,M,V7
846,c,M,I
850,c,M,?
851,c,M,I
852,c,M,?
853,c,M,I
858,c,M,?
859,c,M,I
860,c,M,?
861,c,M,I
878,c,M,I
882,c,M,I
894,c,M,I
