0.0,I,G- Major,189/370
1.0,I,G- Major,67/140
3.0,V,G- Major,173/350
4.0,V7,G- Major,474/1001
6.0,II,G- Major,67/135
7.0,II7,G- Major,32/75
8.0,I,G- Major,189/370
9.0,I,G- Major,67/140
11.0,II7,G- Major,181/450
12.0,II,G- Major,11/30
14.0,III,G- Major,11155/28224
19.0,V,G- Major,173/350
20.0,V7,G- Major,474/1001
22.0,II,G- Major,67/135
23.0,II7,G- Major,32/75
24.0,I,G- Major,189/370
25.0,I,G- Major,67/140
27.0,I,G- Major,28/75
28.0,II,G- Major,19/36
29.0,V,G- Major,19/42
30.0,I,D- Major,43/70
31.0,V7,D- Major,239/690
33.0,V7,D- Major,283/805
34.0,V7,D- Major,0.3511163337250294
35.0,V7,D- Major,0.3547574039067422
36.0,V7,D- Major,193/552
37.0,V7,D- Major,121/345
38.0,V7,D- Major,193/552
39.0,V7,D- Major,81/230
40.0,V7,D- Major,255/736
41.0,V7,D- Major,283/805
42.0,V7,D- Major,0.3511163337250294
43.0,V7,D- Major,0.3985507246376811
44.0,V7,D- Major,17/28
45.0,V7,D- Major,7/12
46.0,II,G- Major,5/14
47.0,I,G- Major,103/245
48.0,I,G- Major,1/2
49.0,I,G- Major,9/20
50.0,I,G- Major,1/3
51.0,VI,G- Major,9/20
52.0,III,e- Minor,37/100
54.0,I,G- Major,38/125
55.0,V,G- Major,873/2170
56.0,III,G- Major,1/2
57.0,III,G- Major,99/245
58.0,IV+,d- Minor,11/24
59.0,IV+,d- Minor,8/21
60.0,IIdim7,d- Minor,5797/16443
62.0,IIdim7,d- Minor,269/432
63.0,IIdim7,d- Minor,142/351
64.0,I+,d- Minor,34/63
65.0,I+,d- Minor,18/35
66.0,I+,d- Minor,85/168
68.0,I+,d- Minor,52/105
70.0,I+,d- Minor,23/42
72.0,V+7,d- Minor,572/945
78.0,I,D- Major,1/2
80.0,I,D- Major,3/8
83.0,I,D- Major,57/100
85.0,I,D- Major,3/8
87.0,I,D- Major,17/45
88.0,FreVI,D- Major,2573/7866
92.0,V7,G- Major,314/897
96.0,I,G- Major,189/370
97.0,I,G- Major,67/140
99.0,V,G- Major,173/350
100.0,V7,G- Major,474/1001
102.0,II,G- Major,67/135
103.0,II7,G- Major,32/75
104.0,I,G- Major,189/370
105.0,I,G- Major,67/140
107.0,II7,G- Major,181/450
108.0,II,G- Major,56/135
110.0,II,G- Major,83/189
112.0,II7,G- Major,83/210
113.0,V7,G- Major,1073/2730
114.0,V7,G- Major,23/60
115.0,II7,G- Major,2/5
116.0,II7,G- Major,83/210
117.0,V7,G- Major,1073/2730
118.0,V7,G- Major,23/60
119.0,II7,G- Major,389/990
120.0,II,G- Major,26/45
121.0,II7,G- Major,32/77
122.0,I+,a- Minor,29/63
123.0,I+,a- Minor,23/62
124.0,I,G- Major,31/75
127.0,I,G- Major,11/27
130.0,I,G- Major,35/81
131.0,II7,G- Major,0.4833333333333334
131.5,V7,G- Major,0.35597826086956524
132.5,V7,G- Major,0.36396396396396397
133.5,V7,G- Major,7/18
134.5,V7,G- Major,0.3654130963715223
136.5,V7,G- Major,0.3426666666666667
137.5,V7,G- Major,503/1449
138.5,V7,G- Major,217/621
139.5,V7,G- Major,259/713
142.5,V7,G- Major,0.3562117866847826
144.5,V7,G- Major,0.37111111111111106
145.5,V7,G- Major,841/2415
146.5,V7,G- Major,217/621
147.5,V7,G- Major,221/621
148.5,V7,G- Major,25/69
150.5,V7,G- Major,397/1150
151.5,V7,G- Major,701/2024
153.5,I,G- Major,4/9
154.5,I,G- Major,22/45
155.5,I,G- Major,22/45
156.5,I,G- Major,0.5165598290598291
157.5,I,G- Major,0.4848484848484847
158.5,I,G- Major,22/45
161.5,I,G- Major,30/49
162.5,I,G- Major,30/49
163.5,I,G- Major,30/49
164.5,I,G- Major,79/133
165.5,I,G- Major,11/27
166.5,I,G- Major,0.4747474747474747
167.5,I,G- Major,0.75
