0.0,I,c# Minor,0.7143784567005419
2.0,IV,c# Minor,0.8929730708756773
3.0,I,c# Minor,0.8929730708756773
4.0,GerVI,c# Minor,0.9137129910352912
5.0,V+,c# Minor,0.9137129910352912
8.0,I,c# Minor,0.7309703928282331
10.0,IV,c# Minor,0.9137129910352912
11.0,I,c# Minor,0.9137129910352912
12.0,GerVI,c# Minor,0.9137129910352912
13.0,V+,c# Minor,0.7614274925294093
17.0,I,c# Minor,0.9137129910352912
18.0,IV,c# Minor,0.7309703928282331
19.0,IV+,c# Minor,0.5528347508784954
20.0,I+,c# Minor,0.7942993415590182
26.0,I+,c# Minor,0.7843867048863181
27.0,I+,c# Minor,0.5976279656276708
28.0,IIdim7,c# Minor,0.8964419484415063
32.0,V+7,c# Minor,0.8964419484415064
36.0,I,c# Minor,0.9276870254853843
38.0,IIdim7,c# Minor,0.9276870254853842
40.0,V+,c# Minor,0.5808127463908493
43.0,IIdim,g# Minor,0.36044786149689184
44.0,V+,c# Minor,0.7674501756288179
49.0,IV+,c# Minor,0.618458016990256
51.0,IIdim7,c# Minor,0.7951603075589008
52.0,V,f# Minor,0.9185055820269098
56.0,V+,f# Minor,0.6123370546846065
57.0,DimVII,f# Minor,0.6123370546846065
58.0,V+7,f# Minor,0.7271502524379703
59.0,V+7,f# Minor,0.7654213183557583
60.0,I,f# Minor,0.6888791865201824
68.0,DimVII,c# Minor,0.52159871663572
69.0,VI,A Major,0.5223156003422226
71.0,I,A Major,0.6410236913290914
72.0,I,A Major,0.7502690866654277
74.0,DimVII,E Major,0.5571740456689336
75.0,VI,A Major,0.6156054044434278
77.0,V,A Major,0.5411720297775046
80.0,I,A Major,0.9727451873146249
81.0,VI,A Major,0.7295588904859687
82.0,I,A Major,0.8106209894288541
83.0,DimVII,A Major,0.9727451873146249
84.0,I,A Major,0.8591806326393769
85.0,I,A Major,0.6546138153442873
87.0,DimVII,A Major,0.9819207230164309
88.0,I,A Major,0.561097556009389
90.0,I,A Major,0.9819207230164309
92.0,I,A Major,0.6137004518852693
93.0,V7,A Major,0.9000939960983949
94.0,I,A Major,0.9819207230164309
96.0,VI,A Major,0.7364405422623231
97.0,VI,A Major,0.6546138153442873
99.0,DimVII,f# Minor,0.9647371426807987
100.0,IV,c# Minor,0.8619252546829814
101.0,V+7,f# Minor,0.9647371426807987
102.0,IV,c# Minor,0.8691683240500652
104.0,V+7,c# Minor,0.9850574339234073
106.0,I,c# Minor,0.9850574339234073
108.0,V+,c# Minor,0.5540948065819166
109.0,V+7,c# Minor,0.90296931442979
110.0,I,c# Minor,0.9850574339234075
112.0,VI,c# Minor,0.5960011364914732
113.0,DimVII,G# Major,0.6389779831979937
114.0,V+,c# Minor,0.7387930754425555
116.0,FreVI,c# Minor,0.9571183097313047
118.0,V+,c# Minor,0.9571183097313047
120.0,IIdim,b# Minor,0.7368610640116114
121.0,VI,G# Major,0.47181859270080384
122.0,I,G# Major,0.7077278890512058
124.0,V7,G# Major,0.6605460297811254
126.0,I,G# Major,0.6478703063951337
129.0,bII,G# Major,0.5384420257991004
132.0,III,G# Major,0.7685995976112648
137.0,V,G# Major,0.5444247149746458
139.0,I,G# Major,0.6385716128221817
142.0,IV,G# Major,0.6385716128221818
145.0,III,G# Major,0.7429086262175006
149.0,V,G# Major,0.5417042066169274
151.0,III,G# Major,0.7738631523098964
155.0,I,G# Major,0.8574358838628702
160.0,V,G# Major,0.7910866785639576
162.0,I,G# Major,0.7647171226118257
173.0,V,f# Minor,0.9363904756336436
174.0,I,f# Minor,0.749112380506915
175.0,IIdim7,c# Minor,0.7349251512023314
176.0,V,f# Minor,0.9363904756336436
180.0,V+,f# Minor,0.6242603170890957
181.0,DimVII,f# Minor,0.6242603170890957
182.0,V+7,f# Minor,0.7413091265433012
183.0,V+7,f# Minor,0.7803253963613698
184.0,I,f# Minor,0.9363904756336436
188.0,V+7,c# Minor,0.9395707153787767
192.0,I,c# Minor,0.7516565723030214
193.0,I,c# Minor,0.7643965142064625
194.0,IIdim7,c# Minor,0.9395707153787766
196.0,V+,c# Minor,0.7829755961489806
197.0,IV+,c# Minor,0.46978535768938834
198.0,V,c# Minor,0.6655292567266334
199.0,V+7,c# Minor,0.7046780365340826
200.0,I,c# Minor,0.5637424292272661
202.0,III,b# Minor,0.4586543987193884
204.0,V+,c# Minor,0.9333727204089626
205.0,IV,c# Minor,0.4666863602044813
207.0,I,c# Minor,0.5833579502556017
209.0,I+,c# Minor,0.7037208378264924
210.0,IIdim7,c# Minor,0.9382944504353231
212.0,V+,c# Minor,0.7506355603482586
213.0,IIdim,c# Minor,0.562976670261194
214.0,V+,c# Minor,0.7506355603482586
215.0,DimVII,c# Minor,0.6823959639529623
216.0,I,c# Minor,0.9382944504353232
218.0,IIdim7,c# Minor,0.7799572619243624
219.0,IIdim7,c# Minor,0.7327351840401634
220.0,I,c# Minor,0.9382944504353232
222.0,IIdim7,c# Minor,0.7535677305058689
223.0,IIdim7,c# Minor,0.7506355603482585
224.0,I,c# Minor,0.934323925031932
226.0,IIdim7,c# Minor,0.7649777136198943
227.0,IIdim7,c# Minor,0.7644468477533989
228.0,I,c# Minor,0.9318853913782827
230.0,IIdim7,c# Minor,0.7526766622670745
231.0,IIdim7,c# Minor,0.7526766622670745
55681/240,I,c# Minor,0.7617092772890091
56401/240,I,c# Minor,0.721231972698772
57121/240,V+,c# Minor,0.6486630392956816
57841/240,I,C# Major,0.9104373501276012
