0.0,I,f Minor,0.4285714285714286
1.0,IIdim7,f Minor,0.36158192090395475
3.0,IIdim7,f Minor,0.4032118055555556
6.0,I,f Minor,0.4074074074074074
7.0,IIdim7,f Minor,0.35784313725490197
9.0,I,f Minor,0.5113636363636364
11.0,I,f Minor,0.5
12.0,I,f Minor,0.4285714285714286
13.0,IIdim7,f Minor,0.36158192090395475
15.0,I,f Minor,0.4090909090909091
17.0,I,f Minor,0.43636363636363634
18.0,IIdim7,f Minor,0.41025641025641024
19.0,IIdim7,f Minor,0.4195804195804196
20.0,GerVI,f Minor,0.3272311212814645
22.0,GerVI,f Minor,0.5209790209790209
24.0,I,f Minor,0.4285714285714286
25.0,IIdim7,f Minor,0.36158192090395475
27.0,IIdim7,f Minor,0.4032118055555556
30.0,I,f Minor,0.4074074074074074
31.0,IIdim7,f Minor,0.35784313725490197
33.0,I,f Minor,0.5113636363636364
35.0,I,f Minor,0.5
36.0,I,f Minor,0.4285714285714286
37.0,IIdim7,f Minor,0.36158192090395475
39.0,I,f Minor,0.4090909090909091
41.0,I,f Minor,0.43636363636363634
42.0,IIdim7,f Minor,0.41025641025641024
43.0,IIdim7,f Minor,0.4195804195804196
44.0,I,f Minor,0.475
45.0,I,f Minor,0.41534391534391535
49.0,IV+,f Minor,0.43181818181818177
50.0,VII,f Minor,0.5128205128205129
51.0,III,f Minor,0.4074074074074074
52.0,III,f Minor,0.4358974358974359
53.0,I,f Minor,0.47008547008547014
54.0,III,f Minor,0.41317114093959734
57.0,V7,D- Major,0.5875
60.0,II,D- Major,0.6136363636363635
62.0,I,D- Major,0.32142857142857145
63.0,I,D- Major,0.37
64.0,I,D- Major,0.3769230769230769
65.0,II7,D- Major,0.43333333333333335
69.0,II,C- Major,0.375
70.0,FreVI,C- Major,0.49999999999999994
72.0,DimVII7,C- Major,0.4950980392156863
73.0,III,C- Major,0.21025641025641026
75.0,IV+,g Minor,0.4
76.0,IIdim7,g Minor,0.3091517857142857
78.0,III,B-- Major,0.35294117647058826
79.0,III,B-- Major,0.2058823529411765
80.0,III,B-- Major,0.35294117647058826
81.0,III,G- Major,0.7
82.0,V,G- Major,0.5127551020408164
84.0,I,f Minor,0.3986013986013986
85.0,V+,f Minor,0.44642857142857145
86.0,I,f Minor,0.34821428571428564
87.0,I,f Minor,0.41414141414141414
88.0,V+7,f Minor,0.35714285714285715
90.0,IIdim7,f Minor,0.36601307189542487
91.0,V+7,f Minor,0.4914529914529915
92.0,V+7,f Minor,0.36372093023255814
94.0,V+7,f Minor,0.351025641025641
97.0,V+,f Minor,0.3588308457711443
98.0,I,f Minor,0.35000000000000003
501/5,I,f Minor,0.41414141414141414
506/5,V+7,f Minor,0.39142857142857135
516/5,IIdim7,f Minor,0.3794871794871795
521/5,V+7,f Minor,0.4520833333333334
526/5,V+7,f Minor,0.39354838709677414
541/5,V+7,f Minor,0.5716666666666667
546/5,I,f Minor,0.4310126582278481
561/5,IIdim7,f Minor,0.36158192090395475
571/5,IV,f Minor,0.39215686274509803
576/5,IIdim7,f Minor,0.3566077738515901
586/5,III,f Minor,0.37540849673202614
591/5,IIdim7,f Minor,0.3431438127090301
601/5,I,f Minor,0.5113636363636364
611/5,I,f Minor,0.5
616/5,I,f Minor,0.4285714285714286
621/5,IIdim7,f Minor,0.36158192090395475
631/5,IV,f Minor,0.39215686274509803
636/5,III,f Minor,0.3860677083333333
641/5,I,f Minor,0.43636363636363634
646/5,IIdim7,f Minor,0.41025641025641024
651/5,IIdim7,f Minor,0.4195804195804196
656/5,GerVI,f Minor,0.3272311212814645
666/5,GerVI,f Minor,0.5445804195804196
676/5,I,f Minor,0.39999999999999997
681/5,IIdim7,f Minor,0.35225442834138493
691/5,IIdim7,f Minor,0.3594771241830066
701/5,I,f Minor,0.4941176470588235
706/5,I,f Minor,0.39743589743589736
711/5,IIdim7,f Minor,0.3532235939643347
721/5,I,f Minor,0.5366666666666666
731/5,I+,f Minor,0.5476190476190477
736/5,I,F Major,0.3968253968253968
741/5,I,F Major,0.2867259552042161
751/5,I,c Minor,0.4444444444444445
756/5,DimVII,c Minor,0.31470588235294117
766/5,IV+,c Minor,0.375
771/5,IV+,c Minor,0.33068783068783075
776/5,DimVII,c Minor,0.5416666666666667
781/5,III,D- Major,0.41666666666666663
786/5,III,D- Major,0.5882352941176471
791/5,I,D- Major,0.3311688311688312
796/5,I,D- Major,0.34543325526932084
806/5,V,D- Major,0.32468629343629346
821/5,I,b- Minor,0.35714285714285715
826/5,I,D- Major,0.3708791208791209
836/5,I,D- Major,0.5238095238095238
846/5,I,b- Minor,0.17843137254901964
856/5,IIdim7,f Minor,0.46153846153846156
861/5,I,f Minor,0.4350649350649351
866/5,IIdim7,f Minor,0.37673611111111105
871/5,IIdim7,f Minor,0.4615384615384615
876/5,V+7,f Minor,0.27458333333333335
886/5,IV,f Minor,0.3398692810457517
891/5,I,f Minor,0.4814814814814815
896/5,I,f Minor,0.34717607973421927
906/5,V+7,f Minor,0.3844444444444445
916/5,IIdim7,f Minor,0.4610005379236148
921/5,IIdim7,f Minor,0.37902777777777774
931/5,IIdim7,f Minor,0.46096866096866096
936/5,V+7,f Minor,0.35228426395939083
946/5,V+7,f Minor,0.3625
951/5,I,f Minor,0.5572916666666666
956/5,V+7,f Minor,0.36000000000000004
961/5,V+7,f Minor,0.36400000000000005
966/5,I,f Minor,0.5075757575757576
971/5,I,f Minor,0.46875
981/5,V,b- Minor,0.46875
986/5,V,b- Minor,0.43749999999999994
991/5,I,f Minor,0.6346153846153847
