offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,1.0,,,,
1.0,0.390244,0.0,0.012195,0.012195,0.317073,0.012195,0.0,0.0,0.02439,0.195122,0.0,0.036585,1.0,A,False,I,Minor
9.0,0.0,0.0,0.0,0.0,0.3,0.0,0.125,0.125,0.0,0.2,0.0,0.25,1.0,A,False,V,Minor
14.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.0,0.333333,1.0,E,False,V+,Major
15.0,0.125,0.0,0.125,0.0,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,E,False,I,Minor
17.0,0.2,0.0,0.0,0.0,0.45,0.05,0.0,0.25,0.0,0.05,0.0,0.0,1.0,C,True,I,Major
19.0,0.1,0.0,0.3,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.1,1.0,C,True,V,Major
21.0,0.2,0.0,0.0,0.0,0.45,0.05,0.0,0.25,0.0,0.05,0.0,0.0,1.0,C,True,I,Major
23.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.3,1.0,C,True,V,Major
25.0,0.45,0.0,0.05,0.0,0.25,0.05,0.0,0.0,0.0,0.2,0.0,0.0,1.0,A,False,I,Minor
27.0,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.3,1.0,A,False,V+,Major
29.0,0.45,0.0,0.05,0.0,0.25,0.05,0.0,0.0,0.0,0.2,0.0,0.0,1.0,A,False,I,Minor
31.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3125,0.125,0.0,0.3125,1.0,A,False,V+,Major
33.0,0.333333,0.0,0.016667,0.016667,0.333333,0.016667,0.0,0.0,0.033333,0.2,0.0,0.05,1.0,A,False,I,Minor
