offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
4.0,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,F,False,I,Minor
6.0,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,1.0,F,False,VIIdim,Diminished
8.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,1.0,F,False,III,Major
10.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,1.0,F,False,V+7,Dominant seventh
12.0,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,F,False,I,Minor
14.0,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,1.0,F,False,VIIdim,Diminished
16.0,0.47619,0.047619,0.0,0.047619,0.0,0.0,0.0,0.0,0.380952,0.0,0.0,0.047619,1.0,F,False,III,Major
18.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,1.0,F,False,V+7,Dominant seventh
20.0,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,F,False,I,Minor
22.0,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,1.0,F,False,VIIdim,Diminished
24.0,0.46978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289184,0.0,0.241035,0.0,1.0,F,False,III,Major
27.0,0.17305,0.288417,0.0,0.0,0.0,0.0,0.461467,0.0,0.0,0.0,0.076834,0.0,1.0,F,False,bII,Major
28.375,0.333333,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.5,0.0,0.0,0.0,1.0,F,False,I,Minor
30.375,0.352941,0.0,0.0,0.0,0.176471,0.029412,0.0,0.088235,0.176471,0.0,0.176471,0.0,1.0,F,False,V+,Major
32.375,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,1.0,F,False,I,Minor
35.375,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,1.0,F,False,V+,Major
36.375,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,F,False,I,Minor
38.375,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,1.0,F,False,VIIdim,Diminished
40.375,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,1.0,F,False,I,Minor
