offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.333333,0.0,1.0,,,,
0.375,0.0,0.1875,0.1875,0.0,0.1875,0.0,0.125,0.0625,0.0,0.0625,0.0,0.1875,1.0,B,False,I,Minor
2.375,0.0,0.125,0.0625,0.0,0.0,0.0,0.0625,0.25,0.0,0.3125,0.0,0.1875,1.0,B,False,VI,Major
4.375,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.125,0.0,0.0,0.375,0.375,1.0,B,False,IV,Minor
6.375,0.0,0.111111,0.125,0.0,0.027778,0.0,0.375,0.0,0.0,0.0,0.0,0.361111,1.0,B,False,I,Minor
9.375,0.0,0.041667,0.041667,0.0,0.083333,0.0,0.125,0.041667,0.0,0.0,0.666667,0.0,1.0,B,False,V+7,Dominant seventh
10.375,0.0,0.229167,0.416667,0.0,0.0625,0.0,0.041667,0.020833,0.0,0.020833,0.0,0.208333,1.0,B,False,I,Minor
12.375,0.0,0.0,0.791667,0.0,0.0,0.125,0.0,0.0,0.041667,0.0,0.0,0.041667,1.0,B,False,IV+,Major
13.375,0.0,0.708333,0.0,0.0,0.083333,0.0,0.083333,0.083333,0.0,0.0,0.041667,0.0,1.0,B,False,V+7,Dominant seventh
14.375,0.0,0.041667,0.229167,0.0,0.208333,0.0,0.375,0.041667,0.0,0.041667,0.0,0.0625,1.0,B,False,I,Minor
16.375,0.0,0.194444,0.041667,0.041667,0.5,0.0,0.125,0.027778,0.0,0.0,0.0,0.069444,1.0,B,False,IV,Minor
19.375,0.0,0.125,0.125,0.0,0.0,0.041667,0.0,0.0,0.041667,0.0,0.333333,0.333333,1.0,F#,False,V+,Major
20.375,0.0,0.125,0.083333,0.0,0.0,0.0,0.041667,0.0,0.0,0.0,0.0,0.75,1.0,F#,False,IV,Minor
21.375,0.0,0.05,0.075,0.0,0.1,0.0,0.525,0.05,0.0,0.0,0.2,0.0,1.0,B,False,V+,Major
23.375,0.0,0.0,0.083333,0.0,0.0,0.0,0.416667,0.0,0.0,0.0,0.083333,0.416667,1.0,B,False,I,Minor
24.375,0.0,0.083333,0.083333,0.0,0.125,0.0,0.0,0.041667,0.0,0.0,0.0,0.666667,1.0,B,False,IIdim,Diminished
25.375,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.083333,0.0,0.0,0.666667,0.0,1.0,B,False,V+,Major
26.375,0.0,0.0,0.166667,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.75,1.0,B,False,I,Minor
26.875,0.0,0.75,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,1.0,B,False,IIdim,Diminished
27.375,0.0,0.0,0.708333,0.0,0.020833,0.0,0.0625,0.0625,0.0,0.0,0.104167,0.041667,1.0,B,False,I,Minor
29.375,0.0,0.75,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,1.0,B,False,IIdim,Diminished
30.375,0.0,0.0,0.75,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.083333,1.0,B,False,I,Minor
