offset,tonic,key,numeral
0.375,B,m,I
2.375,B,m,VI
4.375,B,m,IV
6.375,B,m,I
9.375,B,m,V+7
10.375,B,m,I
12.375,B,m,IV+
13.375,B,m,V+7
14.375,B,m,I
16.375,B,m,IV
19.375,F#,m,V+
20.375,F#,m,IV
21.375,B,m,V+
23.375,B,m,I
24.375,B,m,IIdim
25.375,B,m,V+
26.375,B,m,I
26.875,B,m,IIdim
27.375,B,m,I
29.375,B,m,IIdim
30.375,B,m,I
30.875,B,m,VIIdim7
31.375,B,m,I+
31.875,B,m,I
32.375,B,m,V+
33.375,F,m,VIIdim7
38.375,F#,m,I
40.375,F#,m,IIdim
41.875,F#,m,V+
42.375,F#,m,I
45.375,F#,m,IIdim
46.375,F#,m,I
46.875,F#,m,IIdim
47.375,F#,m,I
48.375,G,m,VIIdim7
49.375,F#,m,VIIdim7
50.375,F,m,VIIdim7
51.375,E,m,VIIdim7
52.375,F#,m,V+
53.375,F#,m,I
53.875,F#,m,GerVI
54.375,F#,m,I
55.875,F#,m,V+
56.375,G,m,VIIdim7
57.375,F#,m,VIIdim7
58.375,E,m,VIIdim7
59.375,G,m,VIIdim7
60.375,F#,m,V+7
61.375,F#,m,I
61.875,F#,m,IV
62.375,F#,m,I
64.375,F#,m,V+
66.375,F#,m,I
67.875,F#,m,IV
69.375,F#,m,V+
72.375,E,m,IIdim
73.375,E,m,V+7
74.375,E,m,I
76.375,E,m,IV
77.375,E,m,V+
78.375,E,m,I
86.375,F#,m,IIhdim7
94.375,B,m,I
96.375,B,m,IIdim
98.375,B,m,I
100.375,B,m,IIdim
102.375,B,m,I
103.375,B,m,IV
103.875,B,m,GerVI
104.375,B,m,V+7
105.375,B,m,I
105.875,B,m,IIdim
106.375,B,m,I
106.875,E,m,VIIdim7
107.375,E,m,I
107.875,B,m,V+7
108.375,B,m,I
110.375,B,m,VI
112.375,B,m,IV
113.375,B,m,IIdim
115.375,B,m,V+7
116.375,B,m,I
