offset,tonic,key,numeral
0.0,F,M,I
4.25,F,M,V
8.25,F,M,IV
13.25,F,M,VIIdim7
15.25,F,M,I
16.25,F,M,VIIdim7
17.25,F,M,I
18.25,F,M,V
23.25,F,M,I
24.25,F,M,V
25.25,F,M,I
26.25,G,M,IV
27.25,G,M,V
28.25,G,M,IV
29.25,G,M,I
30.25,G,M,IV
32.0,F,M,I
32.25,C,M,I
33.25,C,M,V
34.25,C,M,I
37.25,C,M,V
38.25,C,M,I
40.25,C,M,IV
41.25,C,M,I
42.25,C,M,IV
45.25,F,M,V
46.25,F,M,I
48.25,A,M,I
50.25,A,M,V
53.0,A,M,VI
55.0,A,M,V
57.25,A,M,I
59.0,D,m,IIdim
61.25,D,m,V+
63.25,D,m,VIIdim7
64.25,D,m,I
68.25,C,M,V
72.25,C,M,I
74.0,C,M,IV
75.25,C,M,II
76.25,A,m,V+
82.25,D,m,V+
84.25,D,m,I
85.25,D,m,IV
86.25,D,m,I
88.25,D,m,IIdim
92.25,D,m,I
94.0,G,m,VIIdim7
96.25,G,m,I
100.25,G,m,IIdim
102.25,G,m,I
108.25,G,m,I+
112.25,F,m,I
113.25,F,m,VI
114.25,F,m,IIdim
115.25,F,m,I
116.0,F,m,V+
116.25,F,m,I
117.25,Db,M,II
118.25,Db,M,V
119.25,Db,M,V7
120.25,Db,M,I
124.25,Db,M,II
127.25,Db,M,VIIdim
128.25,Db,M,I
132.25,F,m,VI
136.25,F,m,V+
138.25,F,m,VI
140.25,F,m,V+
142.25,F,m,VI
144.25,F,M,V7
149.25,F,M,I
150.25,F,M,V
155.25,F,M,I
156.25,F,M,V
157.25,F,M,I
158.25,F,M,V
163.25,F,M,I
165.25,F,M,V
167.25,F,M,I
168.25,C,m,VIIdim7
169.25,C,m,I
170.25,C,m,III
171.25,C,m,VIIdim
173.0,F,M,II
173.25,F,M,I
174.0,F,M,IV
174.25,F,M,I
175.0,F,M,V
175.25,F,M,I
176.0,F,M,V
176.25,F,M,I
180.25,F,M,V
188.25,F,M,I
193.25,F,M,V
200.25,F,M,V
201.25,F,M,I
203.25,Bb,M,V
205.25,Bb,M,I
206.25,Bb,M,V
209.25,F,M,I
210.25,F,M,V
211.25,F,M,I
214.25,F,M,V
215.25,F,M,I
217.0,F,M,V
219.25,F,M,I
232.75,Bb,M,I
240.75,Bb,M,V
242.75,Bb,M,II
250.75,F,M,VIIdim
252.75,F,M,V
254.25,F,M,VIIdim
256.75,F,M,V
262.75,F,M,I
264.75,F,M,IV
265.75,F,M,I
273.25,Bb,M,I
274.75,Bb,M,VI
278.75,G,m,V+
280.75,G,m,VI
282.75,G,m,IV
284.25,G,m,I
284.75,G,m,IV
290.75,Bb,M,IV
292.75,Bb,M,V
293.75,F,M,V
294.75,F,M,I
295.75,C,M,I
296.75,C,M,V
297.75,G,M,V
298.75,G,M,I
299.75,C,m,I
304.75,Bb,M,V
312.75,Bb,M,I
316.75,Bb,M,II
324.75,Bb,M,V
328.75,Bb,M,VIIdim7
336.75,Bb,M,I
348.75,F,M,V
352.75,F,m,V+7
354.25,F,m,I
354.5,F,m,V+
356.25,F,m,I
356.5,F,m,V+7
358.25,F,m,VI
358.75,F,m,V+7
360.25,F,m,VI
360.75,F,m,V+7
362.75,F,m,I
366.75,F,m,IV
370.75,F,m,V+
372.75,F,M,V
388.5,F,M,I
