offset,tonic,key,numeral
0.0,D,M,IV
3.0,D,M,I
6.0,D,M,IV
9.0,D,M,I
12.0,D,M,IV
15.0,D,M,I
18.0,D,M,IV
21.0,D,M,I
24.0,D,M,IV
27.0,D,M,I
30.0,D,M,IV
33.0,D,M,I
36.0,D,M,IV
39.0,D,M,I
42.0,D,M,IV
45.0,D,M,I
48.0,D,M,III
51.0,D,M,VI
54.0,D,M,II
57.0,D,M,II7
60.0,D,m,I
63.0,D,m,V
66.0,D,m,IIdim7
72.0,G,M,V7
78.0,D,m,I
81.0,D,m,V
84.0,D,m,IIdim7
87.0,G,M,V7
93.0,G,M,VI
96.0,D,M,III
99.0,D,M,VI
102.0,D,M,V
108.0,D,M,II7
111.0,G,m,IIdim7
114.0,G,m,V
117.0,D,M,IV
120.0,D,M,I
123.0,D,M,IV
126.0,D,M,I
129.0,D,M,IV
132.0,D,M,I
135.0,D,M,IV
138.0,D,M,I
141.0,D,M,IV
144.0,D,M,I
147.0,D,M,IV
150.0,D,M,I
153.0,D,M,IV
156.0,D,M,I
159.0,D,M,IV
162.0,D,M,I
165.0,D,M,III
168.0,D,M,VI
171.0,D,M,II
174.0,D,M,II7
177.0,D,m,I
180.0,D,m,V
183.0,D,m,IIdim7
189.0,G,M,V7
195.0,D,m,I
198.0,D,m,V
201.0,D,m,IIdim7
204.0,G,M,V7
210.0,G,M,VI
213.0,D,m,I
216.0,D,m,III
225.0,D,M,II7
228.0,D,M,V
231.0,D,M,I
