offset,tonic,key,numeral
0.0,G,m,I
13.0,G,m,IV
17.0,G,m,VIIdim
21.0,G,m,III
23.0,G,m,V+
25.0,G,m,I
30.0,G,m,IV
34.0,G,m,VIIdim
38.0,G,m,III
40.0,G,m,V+
45.0,G,m,I
49.0,G,m,IV
53.0,G,m,VIIdim
57.0,G,m,III
58.5,G,m,V+
61.0,G,m,I
65.0,G,m,IV
69.0,G,m,VIIdim
73.0,G,m,III
74.5,G,m,V+
81.0,G,m,I
86.0,G,m,IV
90.0,G,m,VIIdim
94.0,G,m,III
96.0,G,m,V+
98.0,G,m,I
103.0,G,m,IV
107.0,G,m,VIIdim
111.0,G,m,III
113.0,G,m,V+
115.0,G,m,I
119.0,G,m,IV
123.0,G,m,VIIdim
127.0,G,m,III
129.0,G,m,V+
131.0,G,m,I
135.0,G,m,IV
139.0,G,m,VIIdim
143.0,G,m,III
145.0,G,m,V+
151.0,G,m,I
153.0,G,m,IV
155.0,G,m,VIIdim
157.0,G,m,III
159.0,G,m,I
161.0,G,m,III
163.0,G,m,V+
167.0,G,m,I
171.0,G,m,VIIdim
173.0,G,m,III
175.0,G,m,I
177.0,G,m,IIdim
179.0,G,m,V+
187.0,G,m,I
192.0,G,m,IV
196.0,G,m,VIIdim
200.0,G,m,III
202.0,G,m,V+
204.0,G,m,I
209.0,G,m,IV
213.0,G,m,VIIdim
217.0,G,m,III
219.0,G,m,V+
221.0,G,m,I
225.0,G,m,IV
229.0,G,m,VIIdim
233.0,G,m,III
235.0,G,m,V+
238.5,G,m,I
242.5,G,m,IV
246.5,G,m,VIIdim
250.5,G,m,III
252.5,G,m,V+
258.5,G,m,I
260.5,G,m,IV
262.5,G,m,VIIdim
264.5,G,m,III
266.5,G,m,I
268.5,G,m,IIhdim7
270.5,G,m,V+
274.5,G,m,I
276.5,G,m,IV
278.5,G,m,VIIdim
280.5,G,m,III
282.5,G,m,I
284.5,G,m,IIhdim7
286.5,G,m,V+
294.5,G,m,I
299.5,G,m,IV
303.5,G,m,VIIdim
307.5,G,m,III
309.5,G,m,V+
311.5,G,m,I
316.5,G,m,IV
320.5,G,m,VIIdim
324.5,G,m,III
326.5,G,m,V+
335.5,G,m,I
