13.0,V7,E- Major,0.5
14.0,V7,E- Major,0.65
15.0,I,E- Major,0.5911111111111111
18.0,V,E- Major,1.0
19.0,II,E- Major,0.5111111111111111
21.0,I,E- Major,0.4375
24.0,V,E- Major,0.5
25.0,II,E- Major,0.3428571428571429
26.0,IV,E- Major,0.4
29.0,I,E- Major,0.75
31.0,V7,E- Major,0.5151515151515151
33.0,IV,E- Major,0.6666666666666666
34.0,I,E- Major,0.4714285714285715
35.0,I,E- Major,0.75
37.0,V7,E- Major,0.5
38.0,V7,E- Major,0.65
39.0,I,E- Major,0.5911111111111111
42.0,V,E- Major,1.0
43.0,II,E- Major,0.5111111111111111
45.0,I,E- Major,0.5863636363636363
47.0,III,E- Major,0.3333333333333333
48.0,V,E- Major,0.6000000000000001
49.0,II,E- Major,0.45
50.0,IV,E- Major,0.39999999999999997
52.0,I,E- Major,0.4583333333333333
53.0,I,E- Major,0.75
55.0,V7,E- Major,0.5151515151515151
57.0,I,E- Major,0.6046875
63.0,I,A- Major,0.6071428571428572
68.0,I,A- Major,0.65625
69.0,VI,A- Major,0.5
72.0,I,A- Major,0.65625
75.0,VI,A- Major,0.5625
78.0,I,A- Major,0.75
80.0,I,A- Major,1/2
81.0,I,A- Major,0.5510204081632653
84.0,DimVII,A- Major,0.75
86.0,I,A- Major,0.6411764705882352
92.0,I,A- Major,0.6
94.0,I,A- Major,0.65625
95.0,VI,A- Major,0.5
98.0,I,A- Major,0.65625
101.0,VI,A- Major,0.5625
104.0,V,A- Major,2/3
105.0,I,A- Major,0.5510204081632653
108.0,IV,E- Major,0.5
111.0,IV,E- Major,1.0
112.0,II,E- Major,93/154
114.0,V7,E- Major,0.5
115.0,V7,E- Major,0.65
116.0,I,E- Major,0.5911111111111111
119.0,V,E- Major,1.0
120.0,II,E- Major,0.5111111111111111
122.0,I,E- Major,0.4375
125.0,V,E- Major,0.5
126.0,II,E- Major,0.3428571428571429
127.0,IV,E- Major,0.4
130.0,I,E- Major,0.75
132.0,V7,E- Major,0.5151515151515151
134.0,IV,E- Major,0.6666666666666666
135.0,I,E- Major,0.4714285714285715
136.0,III,E- Major,0.5793650793650794
138.0,IV,E- Major,0.4375
139.0,V7,E- Major,0.65
140.0,V,E- Major,0.46
142.0,I,E- Major,0.75
143.0,V,E- Major,0.75
144.0,II,E- Major,0.5111111111111111
146.0,I,E- Major,0.5863636363636363
148.0,III,E- Major,0.3333333333333333
149.0,V,E- Major,0.6000000000000001
150.0,II,E- Major,0.45
151.0,IV,E- Major,0.39999999999999997
153.0,I,E- Major,0.4583333333333333
154.0,I,E- Major,0.75
156.0,V7,E- Major,0.5151515151515151
158.0,I,E- Major,0.5859375
161.0,I,A- Major,0.6071428571428572
166.0,I,A- Major,0.65625
167.0,VI,A- Major,0.5
170.0,I,A- Major,0.65625
173.0,VI,A- Major,0.5625
176.0,V,A- Major,2/3
177.0,I,A- Major,0.5510204081632653
180.0,DimVII,A- Major,0.75
182.0,I,A- Major,0.6390243902439025
188.0,I,A- Major,0.6
190.0,I,A- Major,0.65625
191.0,VI,A- Major,0.5
194.0,I,A- Major,0.65625
197.0,VI,A- Major,0.5625
200.0,V,A- Major,2/3
201.0,I,A- Major,0.5357142857142857
