offset,tonic,key,chord
0.0,G#,m,I
9.0,G#,m,IV
12.0,G#,m,I
25.5,G#,m,VI
31.5,G#,m,IV
33.0,G#,m,I
36.0,G#,m,IV
39.0,G#,m,I
58.5,G#,m,VI
60.0,G#,m,I
61.5,G#,m,VI
64.5,G#,m,bII
66.0,G#,m,VI
69.0,G#,m,I+
72.0,G#,m,IV
73.5,G#,m,I
75.0,G#,m,VI
76.5,G#,m,V+7
78.0,G#,m,I
84.0,G#,m,bII
85.5,C#,m,V+7
87.0,C#,m,VI
88.5,C#,m,V+7
90.0,C#,m,VI
91.5,C#,m,bII
96.0,C#,m,I
99.0,C#,m,V+7
102.0,G#,m,V+7
108.0,G#,m,I
111.0,G#,m,bII
112.5,G#,m,V+7
114.0,G#,m,bII
115.5,G#,m,V+7
117.0,C#,m,VI
118.5,C#,m,bII
121.5,C#,m,V+
123.0,C#,m,I
126.0,C#,m,V+7
127.5,C#,m,I
129.0,G#,m,V+
135.0,G#,m,I
154.5,G#,m,VI
156.0,G#,m,I
162.0,C#,m,DimVII7
165.0,C#,m,VII
168.0,C#,m,DimVII7
171.0,C#,m,I+
174.0,C#,m,II
180.0,G#,m,I+
181.5,G#,m,DimVII7
183.0,G#,m,I+
184.5,G#,m,DimVII7
186.0,G#,m,I+
189.0,C#,m,I
192.0,C#,m,V+7
193.5,C#,m,I
199.5,G#,m,V+7
201.0,G#,m,I
211.5,G#,m,VI
219.0,C#,m,DimVII7
222.0,C#,m,VII
225.0,C#,m,DimVII7
228.0,C#,m,I+
231.0,C#,m,II
237.0,G#,m,I+
238.5,G#,m,III
240.0,G#,m,I+
241.5,G#,m,III
243.0,G#,m,I+
246.0,C#,m,I
249.0,C#,m,V+7
250.5,C#,m,I
252.0,G#,m,V+
258.0,G#,m,I
261.0,G#,m,bII
262.5,C#,m,IV
264.0,C#,m,VI
265.5,C#,m,II
270.0,C#,m,I
273.0,C#,m,V+7
274.5,C#,m,I
279.0,G#,m,V+
282.0,G#,m,I
289.5,G#,m,VI
291.0,G#,m,I
292.5,G#,m,VII
295.5,G#,m,IV
297.0,G#,m,I
303.0,G#,m,II
304.5,G#,m,V+7
309.0,G#,m,bII
310.5,G#,m,IV
312.0,G#,m,V+
315.0,G#,m,I
