offset,tonic,key,numeral
0.0,G,M,I
2.0,G,M,V
3.0,G,M,I
8.0,G,M,V
9.0,G,M,I
12.0,G,M,IV
15.0,G,M,I
18.0,G,M,V
20.0,G,M,I
21.0,G,M,V
24.0,G,M,I
26.0,G,M,V
27.0,G,M,I
32.0,G,M,V
33.0,G,M,I
36.0,G,M,IV
39.0,G,M,I
42.0,G,M,II
44.0,G,M,V
45.0,G,M,I
48.0,E,m,I
57.0,E,m,V+
60.0,E,m,I
63.0,E,m,V+
66.0,E,m,II
67.0,E,m,V+
69.0,E,m,I
72.0,G,M,I
75.0,G,M,IV
78.0,G,M,II
81.0,G,M,V
87.0,G,M,I
90.0,G,M,V
92.0,G,M,I
93.0,G,M,V
96.0,G,M,I
98.0,G,M,V
99.0,G,M,I
104.0,G,M,V
105.0,G,M,I
108.0,G,M,IV
111.0,G,M,I
114.0,G,M,II
115.0,G,M,V
117.0,G,M,I
