offset,tonic,key,chord
0.0,F,m,I
2.5,F,m,IV
3.0,F,m,I
5.5,F,m,V+7
6.0,F,m,I
7.0,F,m,IV
7.5,F,m,I
10.5,F,m,V+
12.0,F,m,I
14.5,F,m,IV
15.0,F,m,I
17.5,F,m,V+7
19.0,F,m,DimVII
19.5,F,m,V+
21.0,F,m,GerVI
24.0,F,m,I
26.5,F,m,IV
27.0,F,m,I
28.0,F,m,IV
28.5,F,m,I
29.5,F,m,V+
30.0,F,m,I
31.0,F,m,IV
31.5,F,m,I
38.5,F,m,IV
39.0,F,m,I
40.0,F,m,IV
40.5,F,m,I
42.0,F,m,V+
45.0,F,m,I
48.0,E♭,m,V+
51.0,E♭,m,I
52.5,D♭,M,V
54.0,D♭,M,I
57.0,D♭,M,V
60.0,Gb,M,IV
63.0,Gb,M,V
64.5,Gb,M,I
69.0,Gb,M,V
70.5,D♭,m,I
73.5,F,m,DimVII7
76.5,F,m,V+7
78.0,F,m,DimVII
84.0,F,m,VI
85.5,F,m,V+
87.0,F,m,I
88.5,F,m,V+
90.0,F,m,VI
91.5,F,m,V+
93.0,F,m,VI
94.5,F,m,V+
96.0,F,m,I
100.75,F,m,I
102.25,F,m,V+
103.75,F,m,IV
105.25,F,m,V+
106.75,F,m,I
108.25,F,m,V+7
111.75,F,m,I
112.75,F,m,V+
113.25,F,m,I
114.25,F,m,IV
114.75,F,m,I
115.75,F,m,IV
116.25,F,m,I
117.25,F,m,V+7
117.75,F,m,I
123.75,F,m,I
124.75,F,m,V+
125.25,F,m,I
126.25,F,m,IV
126.75,F,m,I
127.75,F,m,IV
128.25,F,m,I
129.25,F,m,V+
129.75,F,m,V+
132.75,F,m,VI
135.75,F,m,I
136.75,F,m,V+
137.25,F,m,I
138.25,F,m,IV
138.75,F,m,I
139.75,F,m,IV
140.25,F,m,I
141.25,F,m,V+7
141.75,F,m,I
142.75,F,m,IV
143.25,F,m,I
147.75,B♭,m,V+
148.75,B♭,m,I
149.75,B♭,m,V+
150.25,B♭,m,I
150.75,B♭,m,IV
153.75,C,M,DimVII
159.75,F,m,IV
173.25,F,m,I
174.75,F,m,IV
176.25,F,m,I
177.75,F,m,IV
179.25,F,m,I
180.75,F,m,IV
182.25,F,m,I
183.75,F,m,IV
185.25,F,m,I
186.75,F,m,IV
188.25,F,m,I
189.75,F,m,IV
191.25,F,m,I
192.75,F,m,IV
194.25,F,m,I
