offset,tonic,key,chord
0.0,G,M,I
4.0,G,M,I
8.0,G,M,V7
12.0,G,M,V
16.0,G,M,I
20.0,G,M,IV
24.0,G,M,I
25.0,G,M,IV
26.0,G,M,I
27.0,G,M,V
30.0,G,M,I
32.0,G,M,V
34.0,G,M,I
36.0,G,M,V
40.0,G,M,I
42.0,G,M,V
44.0,G,M,I
48.0,G,M,V
52.0,G,M,I
56.0,G,M,V
64.0,G,M,I
68.0,G,M,I
72.0,G,M,V
76.0,G,M,V
80.0,G,M,I
84.0,G,M,IV
88.0,G,M,I
89.0,G,M,IV
90.0,G,M,I
91.0,G,M,V
92.0,G,M,I
96.0,G,M,V7
100.0,G,M,I
104.0,G,M,V
108.0,G,M,I
112.0,G,M,V7
116.0,G,M,I
120.0,G,M,V
124.0,G,M,I
137.5,G,M,I
140.5,G,M,I
143.5,G,M,VI
146.5,G,M,V
149.5,G,M,I
152.5,G,M,IV
155.5,G,M,I
157.0,G,M,V
158.5,G,M,I
161.5,D,M,I
164.5,D,M,II
167.5,D,M,V
170.5,D,M,I
173.5,D,M,IV
175.0,D,M,I
176.5,D,M,IV
178.0,D,M,I
179.5,D,M,II
181.0,D,M,V
182.5,D,M,I
185.5,G,M,V7
200.5,G,M,I
203.5,G,M,I
206.5,G,M,VI
209.5,G,M,V
212.5,G,M,I
215.5,G,M,IV
218.5,G,M,I
220.0,G,M,V
221.5,G,M,I
224.5,G,M,V
227.5,G,M,VI
230.5,G,M,IV
232.0,D,M,V7
233.5,D,M,I
236.5,G,M,V
239.5,G,M,VI
241.0,G,M,IV
242.5,G,M,I
244.0,G,M,V
245.5,G,M,I
247.0,G,M,IV
248.5,G,M,I
250.0,G,M,V
251.5,G,M,I
