0.0,I,C# Major,1/2
10.0,V+7,f# Minor,77381/125000
14.0,IV,c# Minor,39/64
17.0,VI,c# Minor,3/5
19.0,VI,c# Minor,333333/1000000
20.0,III,A Major,3/4
22.0,DimVII,A Major,833333/1000000
23.0,V,A Major,428571/1000000
24.0,V,A Major,5/8
26.0,III,A Major,3/4
28.0,DimVII,A Major,357143/1000000
30.0,VI,A Major,607143/1000000
33.0,I,A Major,3/5
35.0,I,A Major,333333/1000000
40.0,I,c# Minor,766667/1000000
42.0,DimVII,c# Minor,1/2
43.0,I,c# Minor,0.4
44.0,I,c# Minor,766667/1000000
46.0,V+,c# Minor,547619/1000000
47.0,IV+,c# Minor,47619/100000
48.0,I,c# Minor,0.560847
50.0,DimVII,c# Minor,428571/1000000
52.0,I,c# Minor,666667/1000000
55.0,I,c# Minor,27551/50000
58.0,DimVII,c# Minor,1/2
59.0,I,c# Minor,0.4
60.0,I,c# Minor,766667/1000000
62.0,V+7,c# Minor,325397/500000
64.0,I,c# Minor,0.560847
66.0,bII,c# Minor,3/4
67.0,DimVII,c# Minor,111111/250000
68.0,I,c# Minor,7/10
76.0,I+,c# Minor,0.616667
78.0,VII,c# Minor,87963/125000
79.0,IV,c# Minor,0.589666
81.0,bII,c# Minor,0.75
82.0,IV+,c# Minor,666667/1000000
83.0,V+7,c# Minor,580247/1000000
84.0,VI,E Major,3/4
86.0,III,E Major,271111/500000
87.0,II,E Major,0.708333
88.0,VII,f# Minor,288889/500000
90.0,V,f# Minor,733333/1000000
92.0,V+7,f# Minor,0.62037
94.0,I,f# Minor,138889/250000
95.0,I,f# Minor,0.549451
97.0,III,f# Minor,0.434343
98.0,I,f# Minor,188889/250000
99.0,GerVI,f# Minor,1/2
100.0,I,f# Minor,488889/1000000
101.0,GerVI,f# Minor,0.412698
102.0,GerVI,f# Minor,571429/1000000
109.0,III,D Major,571429/1000000
112.0,V+7,c# Minor,140523/250000
113.0,DimVII7,c# Minor,491453/1000000
114.0,DimVII7,c# Minor,247863/500000
115.0,I+,c# Minor,928571/1000000
116.0,VI,c# Minor,594697/1000000
118.0,V+,c# Minor,7/10
119.0,V+,c# Minor,633333/1000000
121.0,I,c# Minor,7/10
122.0,VI,c# Minor,566667/1000000
124.0,I+,c# Minor,64951/125000
125.0,I+,c# Minor,136111/250000
126.0,I+,c# Minor,588889/1000000
127.0,DimVII,c# Minor,392857/500000
128.0,IV,c# Minor,594697/1000000
130.0,III,C# Major,27551/50000
131.0,I,C# Major,7/10
133.0,bVI,C# Major,571429/1000000
134.0,bII,C# Major,493333/1000000
136.0,V7,C# Major,35/64
137.0,FreVI,C# Major,0.383333
138.0,II,C# Major,633333/1000000
139.0,I,C# Major,923077/1000000
140.0,GerVI,C# Major,0.335937
