offset,tonic,key,numeral
1.0,E,m,I
1.5,E,m,I
2.0,E,m,VI
2.5,E,m,I
3.0,E,m,IIhdim7
3.5,E,m,V+
4.0,E,m,I
4.5,E,m,V+
5.0,E,m,I
6.0,E,m,V+
7.0,E,m,I
8.0,E,m,V+
9.0,D#,m,I
11.0,D#,m,IV
11.5,D#,m,V+7
12.0,D#,m,I
13.0,D#,m,VI
13.25,D#,m,bII
13.5,D#,m,VI
14.0,D#,m,bII
15.0,D#,m,VI
16.0,D#,m,bII
17.0,D#,m,VI
18.0,D#,m,I
20.0,D#,m,IV
20.5,D#,m,V+7
21.0,D#,m,I
22.0,D#,m,VI
22.5,D#,m,bII
22.75,D#,m,VI
23.0,E,M,I
23.5,E,M,#IVdim
24.0,E,M,V
24.5,E,M,VI
25.0,E,M,II
25.75,E,M,V7
26.5,E,M,I
26.75,E,M,IV
27.0,E,M,I
27.5,E,M,V
27.75,E,M,VI
28.0,E,M,II
28.25,E,M,I
28.5,E,M,IV
29.0,E,M,II7
29.5,E,M,#IVdim
30.0,E,M,V
31.0,E,M,I
31.75,E,M,#IVdim
32.0,E,M,V
32.75,E,M,VI
33.0,F#,m,I
33.5,F#,m,IV
34.0,F#,m,VII
34.75,F#,m,III
35.0,F#,m,VII
35.5,F#,m,IV
36.0,F#,m,VI
36.25,F#,m,VII
36.5,F#,m,III
37.0,F#,m,I
37.5,F#,m,I
38.0,F#,m,IV+
38.5,F#,m,IV+
39.0,F#,m,IV+
39.5,F#,m,IV+
40.75,F#,m,VII
42.0,E,m,V+
43.0,E,m,I
44.0,E,m,V+
45.0,D#,m,I
46.0,D#,m,IV
46.5,D#,m,V+7
47.0,D#,m,I
47.5,D#,m,I+
48.0,G#,m,I
49.0,G#,m,V+7
50.0,G#,m,I
51.0,G#,m,V+7
52.0,G#,m,III
52.5,G#,m,III
53.0,G#,m,VI
53.25,G#,m,VI
53.5,G#,m,III
54.0,E,m,I
55.0,E,m,V+
56.0,E,m,V+7
57.0,E,m,VII
58.0,E,m,IV+
59.0,E,m,V
59.5,E,m,VI
60.0,E,m,IIdim
61.0,E,m,V+7
62.0,E,m,I
62.5,E,m,V+
63.0,E,m,V+7
64.0,E,m,III
65.0,E,m,VII
66.0,E,m,V+
66.5,E,m,V+7
67.0,E,m,I
67.5,E,m,V+7
68.0,E,m,V+7
69.0,E,m,I
70.0,E,m,I
