offset,tonic,key,numeral
1.0,G,m,I
2.0,G,m,V+
3.0,G,m,I
4.0,G,m,V+
5.0,G,m,IV
6.0,G,m,I
7.0,G,m,V+7
8.0,G,m,I
9.0,G,m,V+7
10.0,G,m,I
11.0,G,m,V+
12.0,G,m,I
12.833,G,m,#IVdim
13.0,G,m,V
14.0,G,m,V+
15.0,G,m,I
15.833,G,m,#IVdim
16.0,G,m,V
17.0,G,m,?
17.666,G,m,#IVdim
18.0,G,m,V
19.0,G,m,?
19.666,G,m,#IVdim
20.0,G,m,V
21.0,G,m,VIIdim7
22.0,G,m,I
22.666,G,m,I+
22.833,G,m,V+7
23.0,G,m,I
23.666,G,m,I
24.0,G,m,VIIdim7
25.0,G,m,I
25.666,G,m,I+
25.833,G,m,V+7
26.0,G,m,I
26.666,G,m,I
27.333,G,m,I+
31.0,G,M,V7
32.0,G,M,I
34.0,G,M,I
34.833,G,M,V
35.0,G,M,I
36.0,G,M,V7
37.0,G,M,I
37.833,G,M,V7
39.0,G,M,I
39.833,G,M,V7
40.0,G,M,III
41.0,G,M,VIIdim7
41.833,G,M,#IIdim7
42.0,G,M,I
42.833,G,M,V7
43.0,G,M,I
44.0,G,M,III
44.333,G,M,VIIdim7
45.833,G,M,#IIdim7
46.0,G,M,I
46.833,G,M,V7
47.0,G,M,I
48.166,G,M,IV
48.333,G,M,I
48.5,G,M,V7
49.0,G,m,I
49.166,G,m,V+
50.0,G,m,I
50.833,G,m,#IVdim
51.0,G,m,V
52.0,G,m,V+
53.0,G,m,I
53.833,G,m,#IVdim
54.0,G,m,V
55.0,G,m,IIhdim7
56.0,G,m,V+
57.0,G,m,IIhdim7
58.0,G,m,V+
58.833,G,m,I+
63.333,G,M,I
63.5,G,M,IV
63.833,G,M,II7
64.0,G,M,I
64.5,G,M,V7
64.666,G,M,I
64.833,G,M,V7
65.0,G,M,I
65.166,G,M,V7
65.333,G,M,I
65.5,G,M,V7
65.666,G,M,I
65.833,G,M,V7
66.0,G,M,I
66.166,G,M,V7
66.333,G,M,I
66.5,G,M,V7
66.666,G,M,I
66.833,G,M,V7
67.0,G,M,I
68.166,G,M,IV
68.333,G,M,I
68.5,G,M,IV
68.666,G,M,I
68.833,G,M,IV
69.0,G,M,I
