offset,tonic,key,numeral
1.0,A,m,I
3.0,A,m,I
4.333,A,m,V+
5.0,A,m,I
5.333,A,m,V+
6.0,A,m,I
7.0,A,m,V+7
7.333,A,m,I
8.0,A,m,V+7
8.333,A,m,I
12.333,A,m,V+
13.0,A,m,I
16.333,A,m,V+
17.0,A,m,I
17.333,A,m,V+
18.0,A,m,I
18.333,A,m,V+
19.0,A,m,I
20.0,A,m,V+
20.333,A,m,I
21.666,A,m,V+
22.0,A,m,I
22.333,A,m,V+
23.0,A,m,I
24.0,A,m,V+
24.333,A,m,I
29.0,A,m,V+7
29.333,A,m,I
30.0,A,m,V+7
30.333,A,m,I
34.333,A,m,V+
35.0,A,m,I
38.333,A,m,V+
39.0,A,m,I
39.666,A,m,V+
40.0,A,m,I
40.333,A,m,V+
41.0,A,m,I
42.0,A,m,V+
42.333,A,m,I
43.666,A,m,V+
44.0,A,m,I
44.333,A,m,V+
45.0,A,m,I
46.0,A,m,V+
46.333,A,m,I
51.0,A,m,V+7
51.333,A,m,I
52.0,A,m,V+7
52.333,A,m,I
53.0,A,m,V+7
53.333,A,m,I
54.0,A,m,V+7
54.333,A,m,I
56.0,A,m,V+7
56.666,A,m,I
57.0,A,m,V+7
57.666,A,m,I
60.333,A,m,V+
61.0,A,m,I
